index,actual,consensus,country,day,forecast,hour,indicator,label,period,previous,previous_revised,source
16701,"{""value"": 18800000000.0, ""uom"": ""$""}",null,US,2016-12-15,"{""value"": 98000000000.0, ""uom"": ""$""}",11:00 PM,Overall Net Capital Flows,0,OCT,"{""value"": -154400000000.0, ""uom"": ""$""}","{""value"": -152900000000.0, ""uom"": ""Previousrevisedfrom$""}",te
16702,"{""value"": -63500000000.0, ""uom"": ""$""}",null,US,2016-12-15,"{""value"": -32000000000.0, ""uom"": ""$""}",11:00 PM,Foreign Bond Investment,0,OCT,"{""value"": -76600000000.0, ""uom"": ""$""}",null,te
16703,"{""value"": 9400000000.0, ""uom"": ""$""}",null,US,2016-12-15,"{""value"": 99000000000.0, ""uom"": ""$""}",11:00 PM,Net Long-Term Tic Flows,0,OCT,"{""value"": -26200000000.0, ""uom"": ""$""}",null,te
16704,null,null,EA,2016-12-15,null,,European Council Meeting,0,,null,null,te
16705,null,null,EA,2016-12-15,null,,ECB General Council Meeting,0,,null,null,te
16706,null,"{""value"": 0.7, ""uom"": ""%""}",FR,2016-12-14,null,,CPI,1,,"{""value"": 0.7, ""uom"": ""%""}",null,cio
16707,"{""value"": 0.1, ""uom"": ""%""}","{""value"": -0.1, ""uom"": ""%""}",CH,2016-12-14,"{""value"": 0.2, ""uom"": ""%""}",10:15 AM,Producer & Import Prices MoM,1,NOV,"{""value"": 0.1, ""uom"": ""%""}",null,te
16708,null,"{""value"": 0.1, ""uom"": ""%""}",IT,2016-12-14,null,,CPI,1,,"{""value"": 0.1, ""uom"": ""%""}",null,cio
16709,null,"{""value"": 6500.0, ""uom"": null}",UK,2016-12-14,null,,Jobless claims change,1,,"{""value"": 9800.0, ""uom"": null}",null,cio
16710,"{""value"": 0.6, ""uom"": ""%""}","{""value"": 0.8, ""uom"": ""%""}",EA,2016-12-14,"{""value"": 1.1, ""uom"": ""%""}",12:00 PM,Industrial Production YoY,1,OCT,"{""value"": 1.3, ""uom"": ""%""}","{""value"": 1.2, ""uom"": ""Previousrevisedfrom""}",te
16711,"{""value"": 0.1, ""uom"": ""%""}","{""value"": 0.3, ""uom"": ""%""}",US,2016-12-14,"{""value"": 0.3, ""uom"": ""%""}",03:30 PM,Retail Sales MoM,1,NOV,"{""value"": 0.6, ""uom"": ""%""}","{""value"": 0.8, ""uom"": ""Previousrevisedfrom""}",te
16712,"{""value"": 0.2, ""uom"": ""%""}","{""value"": 0.4, ""uom"": ""%""}",US,2016-12-14,"{""value"": 0.3, ""uom"": ""%""}",03:30 PM,Retail Sales Ex Autos MoM,1,NOV,"{""value"": 0.6, ""uom"": ""%""}","{""value"": 0.8, ""uom"": ""Previousrevisedfrom""}",te
16713,"{""value"": -0.6, ""uom"": ""%""}",null,US,2016-12-14,"{""value"": -0.5, ""uom"": ""%""}",04:15 PM,Industrial Production YoY,1,NOV,"{""value"": -0.8, ""uom"": ""%""}","{""value"": -0.9, ""uom"": ""Previousrevisedfrom""}",te
16714,null,"{""value"": 0.75, ""uom"": ""%""}",US,2016-12-14,null,,Fed meeting,1,,"{""value"": 0.5, ""uom"": ""%""}",null,cio
16715,"{""value"": -3.9, ""uom"": ""%""}",null,AU,2016-12-14,null,01:30 AM,Westpac Consumer Confidence Change,0,DEC,"{""value"": -1.1, ""uom"": ""%""}",null,te
16716,"{""value"": 10.0, ""uom"": null}","{""value"": 10.0, ""uom"": null}",JP,2016-12-14,"{""value"": 6.0, ""uom"": null}",01:50 AM,Tankan Large Manufacturers Index,0,Q4,"{""value"": 6.0, ""uom"": null}",null,te
16717,"{""value"": -6.2, ""uom"": ""%""}","{""value"": -3.1, ""uom"": ""%""}",JP,2016-12-14,null,01:50 AM,Tankan All Small Industry CAPEX,0,Q4,"{""value"": -9.0, ""uom"": ""%""}",null,te
16718,"{""value"": 1.0, ""uom"": null}","{""value"": -1.0, ""uom"": null}",JP,2016-12-14,null,01:50 AM,Tankan Small Manufacturers Index,0,Q4,"{""value"": -3.0, ""uom"": null}",null,te
16719,"{""value"": -4.0, ""uom"": null}","{""value"": -2.0, ""uom"": null}",JP,2016-12-14,null,01:50 AM,Tankan Small Manufacturing Outlook,0,Q4,"{""value"": -5.0, ""uom"": null}",null,te
16720,"{""value"": -2.0, ""uom"": null}","{""value"": -1.0, ""uom"": null}",JP,2016-12-14,null,01:50 AM,Tankan Small Non-Manufacturing Outlook,0,Q4,"{""value"": -2.0, ""uom"": null}",null,te
16721,"{""value"": 2.0, ""uom"": null}","{""value"": 2.0, ""uom"": null}",JP,2016-12-14,null,01:50 AM,Tankan Small Non-Manufacturing Index,0,Q4,"{""value"": 1.0, ""uom"": null}",null,te
16722,"{""value"": 18.0, ""uom"": null}","{""value"": 19.0, ""uom"": null}",JP,2016-12-14,null,01:50 AM,Tankan Large Non-Manufacturing Index,0,Q4,"{""value"": 18.0, ""uom"": null}",null,te
16723,"{""value"": 16.0, ""uom"": null}","{""value"": 19.0, ""uom"": null}",JP,2016-12-14,null,01:50 AM,Tankan Non-Manufacturing Outlook,0,Q4,"{""value"": 16.0, ""uom"": null}",null,te
16724,"{""value"": 8.0, ""uom"": null}","{""value"": 9.0, ""uom"": null}",JP,2016-12-14,null,01:50 AM,Tankan Large Manufacturing Outlook,0,Q4,"{""value"": 6.0, ""uom"": null}",null,te
16725,"{""value"": 5.5, ""uom"": ""%""}","{""value"": 6.1, ""uom"": ""%""}",JP,2016-12-14,null,01:50 AM,Tankan Large All Industry Capex,0,Q4,"{""value"": 6.3, ""uom"": ""%""}",null,te
16726,"{""value"": -1.1, ""uom"": ""%""}",null,AU,2016-12-14,null,02:30 AM,New Motor Vehicle Sales YoY,0,NOV,"{""value"": 1.2, ""uom"": ""%""}",null,te
16727,"{""value"": -0.6, ""uom"": ""%""}",null,AU,2016-12-14,null,02:30 AM,New Motor Vehicle Sales MoM,0,NOV,"{""value"": -2.4, ""uom"": ""%""}",null,te
16728,"{""value"": 1.4, ""uom"": ""%""}",null,JP,2016-12-14,null,06:30 AM,Capacity Utilization MoM,0,OCT,"{""value"": -2.0, ""uom"": ""%""}",null,te
16729,"{""value"": -1.4, ""uom"": ""%""}","{""value"": -1.3, ""uom"": ""%""}",JP,2016-12-14,"{""value"": -1.3, ""uom"": ""%""}",06:30 AM,Industrial Production YoY Final,0,OCT,"{""value"": 1.5, ""uom"": ""%""}",null,te
16730,"{""value"": 0.0, ""uom"": ""%""}","{""value"": 0.1, ""uom"": ""%""}",JP,2016-12-14,"{""value"": 0.1, ""uom"": ""%""}",06:30 AM,Industrial Production MoM Final,0,OCT,"{""value"": 0.6, ""uom"": ""%""}",null,te
16731,"{""value"": 0.2, ""uom"": ""%""}",null,JP,2016-12-14,null,07:00 AM,Tertiary Industry Index MoM,0,OCT,"{""value"": -0.1, ""uom"": ""%""}",null,te
16732,"{""value"": 0.7, ""uom"": ""%""}","{""value"": 0.7, ""uom"": ""%""}",FR,2016-12-14,"{""value"": 0.7, ""uom"": ""%""}",09:45 AM,Harmonised Inflation Rate YoY Final,0,NOV,"{""value"": 0.5, ""uom"": ""%""}",null,te
16733,"{""value"": 0.0, ""uom"": ""%""}","{""value"": 0.0, ""uom"": ""%""}",FR,2016-12-14,"{""value"": 0.0, ""uom"": ""%""}",09:45 AM,Harmonised Inflation Rate MoM Final,0,NOV,"{""value"": 0.0, ""uom"": ""%""}",null,te
16734,"{""value"": 0.5, ""uom"": ""%""}","{""value"": 0.5, ""uom"": ""%""}",FR,2016-12-14,"{""value"": 0.5, ""uom"": ""%""}",09:45 AM,Inflation Rate YoY Final,0,NOV,"{""value"": 0.4, ""uom"": ""%""}",null,te
16735,"{""value"": 0.0, ""uom"": ""%""}","{""value"": 0.0, ""uom"": ""%""}",FR,2016-12-14,"{""value"": 0.0, ""uom"": ""%""}",09:45 AM,Inflation Rate MoM Final,0,NOV,"{""value"": 0.0, ""uom"": ""%""}",null,te
16736,"{""value"": 794600000000.0, ""uom"": ""CNY""}","{""value"": 720000000000.0, ""uom"": ""CNY""}",CN,2016-12-14,"{""value"": 750000000000.0, ""uom"": ""CNY""}",09:50 AM,New Yuan Loans,0,NOV,"{""value"": 651300000000.0, ""uom"": ""CNY""}",null,te
16737,"{""value"": 13.1, ""uom"": ""%""}","{""value"": 13.0, ""uom"": ""%""}",CN,2016-12-14,"{""value"": 13.0, ""uom"": ""%""}",09:50 AM,Outstanding Loan Growth YoY,0,NOV,"{""value"": 13.1, ""uom"": ""%""}",null,te
16738,"{""value"": 11.4, ""uom"": ""%""}","{""value"": 11.5, ""uom"": ""%""}",CN,2016-12-14,null,09:50 AM,M2 Money Supply YoY,0,NOV,"{""value"": 11.6, ""uom"": ""%""}",null,te
16739,"{""value"": 1740000000000.0, ""uom"": ""CNY""}",null,CN,2016-12-14,null,10:00 AM,Total Social Financing,0,NOV,"{""value"": 896300000000.0, ""uom"": ""CNY""}",null,te
16740,"{""value"": -0.6, ""uom"": ""%""}",null,CH,2016-12-14,"{""value"": 0.1, ""uom"": ""%""}",10:15 AM,Producer & Import Prices YoY,0,NOV,"{""value"": -0.2, ""uom"": ""%""}",null,te
16741,"{""value"": 0.1, ""uom"": ""%""}","{""value"": 0.1, ""uom"": ""%""}",IT,2016-12-14,"{""value"": 0.1, ""uom"": ""%""}",11:10 AM,Harmonised Inflation Rate YoY Final,0,NOV,"{""value"": -0.1, ""uom"": ""%""}",null,te
16742,"{""value"": -0.2, ""uom"": ""%""}","{""value"": -0.2, ""uom"": ""%""}",IT,2016-12-14,"{""value"": -0.2, ""uom"": ""%""}",11:10 AM,Harmonised Inflation Rate MoM Final,0,NOV,"{""value"": 0.2, ""uom"": ""%""}",null,te
16743,"{""value"": 0.1, ""uom"": ""%""}","{""value"": 0.1, ""uom"": ""%""}",IT,2016-12-14,"{""value"": 0.1, ""uom"": ""%""}",11:10 AM,Inflation Rate YoY Final,0,NOV,"{""value"": -0.2, ""uom"": ""%""}",null,te
16744,"{""value"": -0.1, ""uom"": ""%""}","{""value"": -0.1, ""uom"": ""%""}",IT,2016-12-14,"{""value"": -0.1, ""uom"": ""%""}",11:10 AM,Inflation Rate MoM Final,0,NOV,"{""value"": -0.1, ""uom"": ""%""}",null,te
16745,"{""value"": 2400.0, ""uom"": null}","{""value"": 5000.0, ""uom"": null}",GB,2016-12-14,"{""value"": 1500.0, ""uom"": null}",11:30 AM,Claimant Count Change,0,NOV,"{""value"": 13300.0, ""uom"": null}","{""value"": 9800.0, ""uom"": ""Previousrevisedfrom""}",te
16746,"{""value"": 4.8, ""uom"": ""%""}","{""value"": 4.8, ""uom"": ""%""}",GB,2016-12-14,"{""value"": 4.9, ""uom"": ""%""}",11:30 AM,Unemployment Rate,0,OCT,"{""value"": 4.8, ""uom"": ""%""}",null,te
16747,"{""value"": 2.6, ""uom"": ""%""}","{""value"": 2.5, ""uom"": ""%""}",GB,2016-12-14,"{""value"": 2.2, ""uom"": ""%""}",11:30 AM,Average Earnings excl. Bonus,0,OCT,"{""value"": 2.4, ""uom"": ""%""}",null,te
16748,"{""value"": 2.5, ""uom"": ""%""}","{""value"": 2.3, ""uom"": ""%""}",GB,2016-12-14,"{""value"": 2.1, ""uom"": ""%""}",11:30 AM,Average Earnings incl. Bonus,0,OCT,"{""value"": 2.4, ""uom"": ""%""}","{""value"": 2.3, ""uom"": ""Previousrevisedfrom""}",te
16749,"{""value"": -0.1, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""%""}",EA,2016-12-14,"{""value"": 0.5, ""uom"": ""%""}",12:00 PM,Industrial Production MoM,0,OCT,"{""value"": -0.9, ""uom"": ""%""}","{""value"": -0.8, ""uom"": ""Previousrevisedfrom""}",te
16750,"{""value"": 12.9, ""uom"": null}",null,CH,2016-12-14,"{""value"": 15.6, ""uom"": null}",12:00 PM,ZEW Economic Sentiment Index,0,DEC,"{""value"": 8.9, ""uom"": null}",null,te
16751,"{""value"": -4.0, ""uom"": ""%""}",null,US,2016-12-14,"{""value"": 0.83, ""uom"": ""%""}",02:00 PM,MBA Mortgage Applications,0,9/DEC,"{""value"": -0.7, ""uom"": ""%""}",null,te
16752,"{""value"": 4.28, ""uom"": ""%""}",null,US,2016-12-14,"{""value"": 4.29, ""uom"": ""%""}",02:00 PM,MBA 30-Year Mortgage Rate,0,9/DEC,"{""value"": 4.27, ""uom"": ""%""}",null,te
16753,null,null,GB,2016-12-14,null,02:15 PM,BoE Gov Carney Speech,0,,null,null,te
16754,"{""value"": 0.4, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""%""}",US,2016-12-14,null,03:30 PM,Core PPI MoM,0,NOV,"{""value"": -0.2, ""uom"": ""%""}",null,te
16755,"{""value"": 1.6, ""uom"": ""%""}","{""value"": 1.3, ""uom"": ""%""}",US,2016-12-14,null,03:30 PM,Core PPI YoY,0,NOV,"{""value"": 1.2, ""uom"": ""%""}",null,te
16756,"{""value"": 0.4, ""uom"": ""%""}","{""value"": 0.1, ""uom"": ""%""}",US,2016-12-14,"{""value"": 0.1, ""uom"": ""%""}",03:30 PM,PPI MoM,0,NOV,"{""value"": 0.0, ""uom"": ""%""}",null,te
16757,"{""value"": 1.3, ""uom"": ""%""}","{""value"": 0.9, ""uom"": ""%""}",US,2016-12-14,"{""value"": 0.9, ""uom"": ""%""}",03:30 PM,PPI YoY,0,NOV,"{""value"": 0.8, ""uom"": ""%""}",null,te
16758,"{""value"": 3.8, ""uom"": ""%""}",null,US,2016-12-14,"{""value"": 3.6, ""uom"": ""%""}",03:30 PM,Retail Sales YoY,0,NOV,"{""value"": 4.2, ""uom"": ""%""}","{""value"": 4.3, ""uom"": ""Previousrevisedfrom""}",te
16759,null,null,GB,2016-12-14,null,04:15 PM,Treasury Select Committee Hearing,0,,null,null,te
16760,"{""value"": 75.0, ""uom"": ""%""}","{""value"": 75.1, ""uom"": ""%""}",US,2016-12-14,"{""value"": 75.3, ""uom"": ""%""}",04:15 PM,Capacity Utilization,0,NOV,"{""value"": 75.4, ""uom"": ""%""}","{""value"": 75.3, ""uom"": ""Previousrevisedfrom""}",te
16761,"{""value"": -0.4, ""uom"": ""%""}","{""value"": -0.2, ""uom"": ""%""}",US,2016-12-14,"{""value"": 0.1, ""uom"": ""%""}",04:15 PM,Industrial Production MoM,0,NOV,"{""value"": 0.1, ""uom"": ""%""}","{""value"": 0.0, ""uom"": ""Previousrevisedfrom""}",te
16762,"{""value"": 0.1, ""uom"": ""%""}",null,US,2016-12-14,"{""value"": 0.1, ""uom"": ""%""}",04:15 PM,Manufacturing Production YoY,0,NOV,"{""value"": -0.1, ""uom"": ""%""}","{""value"": -0.2, ""uom"": ""Previousrevisedfrom""}",te
16763,"{""value"": -0.2, ""uom"": ""%""}","{""value"": -0.1, ""uom"": ""%""}",US,2016-12-14,"{""value"": -0.1, ""uom"": ""%""}",05:00 PM,Business Inventories MoM,0,OCT,"{""value"": 0.0, ""uom"": ""%""}","{""value"": 0.1, ""uom"": ""Previousrevisedfrom""}",te
16764,"{""value"": -2563000.0, ""uom"": null}","{""value"": -1584000.0, ""uom"": null}",US,2016-12-14,"{""value"": 600000.0, ""uom"": null}",05:30 PM,EIA Crude Oil Stocks Change,0,9/DEC,"{""value"": -2389000.0, ""uom"": null}",null,te
16765,"{""value"": 497000.0, ""uom"": null}","{""value"": 2540000.0, ""uom"": null}",US,2016-12-14,"{""value"": 1728700.0, ""uom"": null}",05:30 PM,EIA Gasoline Stocks Change,0,9/DEC,"{""value"": 3425000.0, ""uom"": null}",null,te
16766,"{""value"": 0.75, ""uom"": ""%""}","{""value"": 0.75, ""uom"": ""%""}",US,2016-12-14,"{""value"": 0.75, ""uom"": ""%""}",09:00 PM,Fed Interest Rate Decision,0,,"{""value"": 0.5, ""uom"": ""%""}",null,te
16767,null,null,US,2016-12-14,null,09:00 PM,FOMC Economic Projections,0,,null,null,te
16768,null,null,US,2016-12-14,null,09:30 PM,Fed Press Conference,0,,null,null,te
16769,null,null,EA,2016-12-14,null,,ECB Non-Monetary Policy Meeting,0,,null,null,te
16770,null,"{""value"": 0.7, ""uom"": ""%""}",DE,2016-12-13,null,,CPI,1,,"{""value"": 0.7, ""uom"": ""%""}",null,cio
16771,"{""value"": 13.8, ""uom"": null}","{""value"": 14.0, ""uom"": null}",DE,2016-12-13,"{""value"": 15.1, ""uom"": null}",12:00 PM,ZEW Economic Sentiment Index,1,DEC,"{""value"": 13.8, ""uom"": null}",null,te
16772,null,"{""value"": 1.1, ""uom"": ""%""}",UK,2016-12-13,null,,CPI,1,,"{""value"": 0.9, ""uom"": ""%""}",null,cio
16773,null,"{""value"": 2.1, ""uom"": ""%""}",UK,2016-12-13,null,,Retail  Price Index YoY,1,,"{""value"": 2.0, ""uom"": ""%""}",null,cio
16774,null,"{""value"": 2.5, ""uom"": ""%""}",UK,2016-12-13,null,,Producer Price Index – Output YoY,1,,"{""value"": 2.1, ""uom"": ""%""}",null,cio
16775,null,"{""value"": 2.3, ""uom"": ""%""}",UK,2016-12-13,null,,PPT Core Output YoY,1,,"{""value"": 1.9, ""uom"": ""%""}",null,cio
16776,"{""value"": -0.1, ""uom"": ""%""}",null,US,2016-12-13,null,03:30 PM,Import Prices YoY,1,NOV,"{""value"": -0.2, ""uom"": ""%""}",null,te
16777,"{""value"": -0.1, ""uom"": ""%""}","{""value"": -0.2, ""uom"": ""%""}",US,2016-12-13,null,03:30 PM,Export Prices MoM,1,NOV,"{""value"": 0.2, ""uom"": ""%""}",null,te
16778,"{""value"": 1.0, ""uom"": ""%""}",null,US,2016-12-13,null,03:55 PM,Redbook YoY,1,10/DEC,"{""value"": 0.7, ""uom"": ""%""}",null,te
16779,"{""value"": 1.5, ""uom"": ""%""}","{""value"": 2.3, ""uom"": ""%""}",AU,2016-12-13,"{""value"": 0.1, ""uom"": ""%""}",02:30 AM,House Price Index QoQ,0,Q3,"{""value"": 2.0, ""uom"": ""%""}",null,te
16780,"{""value"": 3.5, ""uom"": ""%""}",null,AU,2016-12-13,null,02:30 AM,House Price Index YoY,0,Q3,"{""value"": 4.1, ""uom"": ""%""}",null,te
16781,"{""value"": 8.3, ""uom"": ""%""}","{""value"": 8.3, ""uom"": ""%""}",CN,2016-12-13,null,04:00 AM,Fixed Asset Investment (YTD) YoY,0,OCT,"{""value"": 8.3, ""uom"": ""%""}",null,te
16782,"{""value"": 6.2, ""uom"": ""%""}","{""value"": 6.1, ""uom"": ""%""}",CN,2016-12-13,"{""value"": 5.9, ""uom"": ""%""}",04:00 AM,Industrial Production YoY,0,NOV,"{""value"": 6.1, ""uom"": ""%""}",null,te
16783,"{""value"": 10.8, ""uom"": ""%""}","{""value"": 10.1, ""uom"": ""%""}",CN,2016-12-13,"{""value"": 10.0, ""uom"": ""%""}",04:00 AM,Retail Sales YoY,0,NOV,"{""value"": 10.0, ""uom"": ""%""}",null,te
16784,"{""value"": 2.1, ""uom"": ""%""}",null,SG,2016-12-13,"{""value"": 2.1, ""uom"": ""%""}",04:30 AM,Unemployment Rate Final,0,Q3,"{""value"": 2.1, ""uom"": ""%""}",null,te
16785,"{""value"": 0.7, ""uom"": ""%""}","{""value"": 0.7, ""uom"": ""%""}",DE,2016-12-13,"{""value"": 0.7, ""uom"": ""%""}",09:00 AM,Harmonised Inflation Rate YoY Final,0,NOV,"{""value"": 0.7, ""uom"": ""%""}",null,te
16786,"{""value"": 0.0, ""uom"": ""%""}","{""value"": 0.0, ""uom"": ""%""}",DE,2016-12-13,"{""value"": 0.0, ""uom"": ""%""}",09:00 AM,Harmonised Inflation Rate MoM Final,0,NOV,"{""value"": 0.2, ""uom"": ""%""}",null,te
16787,"{""value"": 0.8, ""uom"": ""%""}",null,DE,2016-12-13,"{""value"": 0.6, ""uom"": ""%""}",09:00 AM,Wholesale Prices YoY,0,NOV,"{""value"": 0.5, ""uom"": ""%""}",null,te
16788,"{""value"": 0.1, ""uom"": ""%""}","{""value"": 0.3, ""uom"": ""%""}",DE,2016-12-13,"{""value"": 0.2, ""uom"": ""%""}",09:00 AM,Wholesale Prices MoM,0,NOV,"{""value"": 0.4, ""uom"": ""%""}",null,te
16789,"{""value"": 0.8, ""uom"": ""%""}","{""value"": 0.8, ""uom"": ""%""}",DE,2016-12-13,"{""value"": 0.8, ""uom"": ""%""}",09:00 AM,Inflation Rate YoY Final,0,NOV,"{""value"": 0.8, ""uom"": ""%""}",null,te
16790,"{""value"": 0.1, ""uom"": ""%""}","{""value"": 0.1, ""uom"": ""%""}",DE,2016-12-13,"{""value"": 0.1, ""uom"": ""%""}",09:00 AM,Inflation Rate MoM Final,0,NOV,"{""value"": 0.2, ""uom"": ""%""}",null,te
16791,"{""value"": 0.5, ""uom"": ""%""}","{""value"": 0.5, ""uom"": ""%""}",ES,2016-12-13,"{""value"": 0.5, ""uom"": ""%""}",10:00 AM,Harmonised Inflation Rate YoY Final,0,NOV,"{""value"": 0.5, ""uom"": ""%""}",null,te
16792,"{""value"": 0.2, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""%""}",ES,2016-12-13,"{""value"": 0.2, ""uom"": ""%""}",10:00 AM,Harmonised Inflation Rate MoM Final,0,NOV,"{""value"": 0.8, ""uom"": ""%""}",null,te
16793,"{""value"": 0.7, ""uom"": ""%""}","{""value"": 0.7, ""uom"": ""%""}",ES,2016-12-13,"{""value"": 0.7, ""uom"": ""%""}",10:00 AM,Inflation Rate YoY Final,0,NOV,"{""value"": 0.7, ""uom"": ""%""}",null,te
16794,"{""value"": 0.4, ""uom"": ""%""}","{""value"": 0.3, ""uom"": ""%""}",ES,2016-12-13,"{""value"": 0.3, ""uom"": ""%""}",10:00 AM,Inflation Rate MoM Final,0,NOV,"{""value"": 1.1, ""uom"": ""%""}",null,te
16795,"{""value"": 1.3, ""uom"": ""%""}","{""value"": 1.4, ""uom"": ""%""}",IT,2016-12-13,"{""value"": 1.6, ""uom"": ""%""}",11:00 AM,Industrial Production YoY,0,OCT,"{""value"": 1.9, ""uom"": ""%""}","{""value"": 1.8, ""uom"": ""Previousrevisedfrom""}",te
16796,"{""value"": 0.0, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""%""}",IT,2016-12-13,"{""value"": 0.5, ""uom"": ""%""}",11:00 AM,Industrial Production MoM,0,OCT,"{""value"": -0.8, ""uom"": ""%""}",null,te
16797,"{""value"": 1.4, ""uom"": ""%""}","{""value"": 1.3, ""uom"": ""%""}",GB,2016-12-13,"{""value"": 1.4, ""uom"": ""%""}",11:30 AM,Core Inflation Rate YoY,0,NOV,"{""value"": 1.2, ""uom"": ""%""}",null,te
16798,"{""value"": 0.3, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""%""}",GB,2016-12-13,"{""value"": 0.2, ""uom"": ""%""}",11:30 AM,Retail Price Index MoM,0,NOV,"{""value"": 0.0, ""uom"": ""%""}",null,te
16799,"{""value"": 2.2, ""uom"": ""%""}","{""value"": 2.1, ""uom"": ""%""}",GB,2016-12-13,"{""value"": 2.1, ""uom"": ""%""}",11:30 AM,Retail Price Index YoY,0,NOV,"{""value"": 2.0, ""uom"": ""%""}",null,te
16800,"{""value"": -1.1, ""uom"": ""%""}","{""value"": -1.9, ""uom"": ""%""}",GB,2016-12-13,"{""value"": -1.0, ""uom"": ""%""}",11:30 AM,PPI Input MoM,0,NOV,"{""value"": 4.5, ""uom"": ""%""}","{""value"": 4.6, ""uom"": ""Previousrevisedfrom""}",te
16801,"{""value"": 12.9, ""uom"": ""%""}","{""value"": 13.5, ""uom"": ""%""}",GB,2016-12-13,"{""value"": 12.4, ""uom"": ""%""}",11:30 AM,PPI Input YoY,0,NOV,"{""value"": 12.4, ""uom"": ""%""}","{""value"": 12.2, ""uom"": ""Previousrevisedfrom""}",te
16802,"{""value"": 1.2, ""uom"": ""%""}","{""value"": 1.1, ""uom"": ""%""}",GB,2016-12-13,"{""value"": 1.0, ""uom"": ""%""}",11:30 AM,Inflation Rate YoY,0,NOV,"{""value"": 0.9, ""uom"": ""%""}",null,te
16803,"{""value"": 0.2, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""%""}",GB,2016-12-13,"{""value"": 0.2, ""uom"": ""%""}",11:30 AM,Inflation Rate MoM,0,NOV,"{""value"": 0.1, ""uom"": ""%""}",null,te
16804,"{""value"": 0.0, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""%""}",GB,2016-12-13,"{""value"": 0.3, ""uom"": ""%""}",11:30 AM,PPI Output MoM,0,NOV,"{""value"": 0.7, ""uom"": ""%""}","{""value"": 0.6, ""uom"": ""Previousrevisedfrom""}",te
16805,"{""value"": 2.3, ""uom"": ""%""}","{""value"": 2.5, ""uom"": ""%""}",GB,2016-12-13,"{""value"": 2.3, ""uom"": ""%""}",11:30 AM,PPI Output YoY,0,NOV,"{""value"": 2.1, ""uom"": ""%""}",null,te
16806,"{""value"": 1.2, ""uom"": ""%""}",null,EA,2016-12-13,"{""value"": 1.5, ""uom"": ""%""}",12:00 PM,Employment Change YoY,0,Q3,"{""value"": 1.4, ""uom"": ""%""}",null,te
16807,"{""value"": 0.2, ""uom"": ""%""}","{""value"": 0.3, ""uom"": ""%""}",EA,2016-12-13,"{""value"": 0.5, ""uom"": ""%""}",12:00 PM,Employment Change QoQ,0,Q3,"{""value"": 0.4, ""uom"": ""%""}",null,te
16808,"{""value"": 18.1, ""uom"": null}",null,EA,2016-12-13,"{""value"": 16.7, ""uom"": null}",12:00 PM,ZEW Economic Sentiment Index,0,DEC,"{""value"": 15.8, ""uom"": null}",null,te
16809,"{""value"": 63.5, ""uom"": null}","{""value"": 59.1, ""uom"": null}",DE,2016-12-13,"{""value"": 59.6, ""uom"": null}",12:00 PM,ZEW Current Conditions,0,DEC,"{""value"": 58.8, ""uom"": null}",null,te
16810,"{""value"": -0.535, ""uom"": ""%""}",null,ES,2016-12-13,null,12:40 PM,3-Month Letras Auction,0,,"{""value"": -0.396, ""uom"": ""%""}",null,te
16811,"{""value"": 98.4, ""uom"": null}","{""value"": 96.7, ""uom"": null}",US,2016-12-13,"{""value"": 96.0, ""uom"": null}",01:00 PM,NFIB Business Optimism Index,0,NOV,"{""value"": 94.9, ""uom"": null}",null,te
16812,"{""value"": -0.3, ""uom"": ""%""}",null,US,2016-12-13,null,03:30 PM,Export Prices YoY,0,NOV,"{""value"": -1.1, ""uom"": ""%""}",null,te
16813,"{""value"": -0.3, ""uom"": ""%""}","{""value"": -0.4, ""uom"": ""%""}",US,2016-12-13,null,03:30 PM,Import Prices MoM,0,NOV,"{""value"": 0.4, ""uom"": ""%""}","{""value"": 0.5, ""uom"": ""Previousrevisedfrom""}",te
16814,"{""value"": 0.3, ""uom"": ""%""}",null,US,2016-12-13,null,03:55 PM,Redbook MoM,0,10/DEC,"{""value"": 0.2, ""uom"": ""%""}",null,te
16815,"{""value"": 0.48, ""uom"": ""%""}",null,US,2016-12-13,null,06:30 PM,4-Week Bill Auction,0,,"{""value"": 0.34, ""uom"": ""%""}",null,te
16816,"{""value"": 3.152, ""uom"": ""%""}",null,US,2016-12-13,null,08:00 PM,30-Year Bond Auction,0,,"{""value"": 2.902, ""uom"": ""%""}",null,te
16817,"{""value"": -5.6, ""uom"": ""%""}",null,JP,2016-12-12,null,08:00 AM,Machine Tool Orders YoY,1,NOV,"{""value"": -8.9, ""uom"": ""%""}",null,te
16818,"{""value"": 17.1, ""uom"": ""%""}",null,CN,2016-12-12,null,11:00 AM,Vehicle Sales YoY,1,NOV,"{""value"": 19.3, ""uom"": ""%""}",null,te
16819,"{""value"": -137000000000.0, ""uom"": ""$""}","{""value"": -135000000000.0, ""uom"": ""$""}",US,2016-12-12,"{""value"": -36000000000.0, ""uom"": ""$""}",09:00 PM,Monthly Budget Statement,1,NOV,"{""value"": -44000000000.0, ""uom"": ""$""}",null,te
