index,index,actual,consensus,country,date,forecast,hour,indicator,period,previous,previous_revised
15718,16182,2846K,-752K,US,Wednesday February 15 2017,456.2K,05:30 PM,EIA Gasoline Stocks Change,10/FEB,-869K,
15719,16183,,,US,Wednesday February 15 2017,,07:00 PM,Fed Rosengren Speech,,,
15720,16184,,,US,Wednesday February 15 2017,,07:45 PM,Fed Harker Speech,,,
15721,16185,$-42.8B,,US,Wednesday February 15 2017,$ -66B,11:00 PM,Overall Net Capital Flows,DEC,$30.2B,Previous revised from $23.7B
15722,16186,$-21.9B,,US,Wednesday February 15 2017,$ -31.9B,11:00 PM,Foreign Bond Investment,DEC,$-0.21B,
15723,16187,$-12.9B,$19.1B,US,Wednesday February 15 2017,$ 26.2B,11:00 PM,Net Long-Term Tic Flows,DEC,$34.4B,Previous revised from $30.8B
15724,16188,,,EA,Wednesday February 15 2017,,,ECB Non-Monetary Policy Meeting,,,
15725,16189,10,,AU,Tuesday February 14 2017,7,02:30 AM,NAB Business Confidence,JAN,6,
15726,16190,2.5%,2.4%,CN,Tuesday February 14 2017,2.3%,03:30 AM,Inflation Rate YoY,JAN,2.1%,
15727,16191,1.0%,0.7%,CN,Tuesday February 14 2017,0.6%,03:30 AM,Inflation Rate MoM,JAN,0.2%,
15728,16192,6.9%,6.3%,CN,Tuesday February 14 2017,6.4%,03:30 AM,PPI YoY,JAN,5.5%,
15729,16193,0.6%,,JP,Tuesday February 14 2017,1.5%,06:30 AM,Capacity Utilization MoM,DEC,3.0%,
15730,16194,3.2%,3%,JP,Tuesday February 14 2017,3%,06:30 AM,Industrial Production YoY Final,DEC,4.6%,
15731,16195,0.7%,0.5%,JP,Tuesday February 14 2017,0.5%,06:30 AM,Industrial Production MoM Final,DEC,1.5%,
15732,16196,0.4%,0.5%,DE,Tuesday February 14 2017,0.5%,09:00 AM,GDP Growth Rate QoQ Flash,Q4,0.1%,Previous revised from 0.2%
15733,16197,1.2%,1.7%,DE,Tuesday February 14 2017,1.9%,09:00 AM,GDP Growth Rate YoY Flash,Q4,1.5%,
15734,16198,1.9%,1.9%,DE,Tuesday February 14 2017,1.9%,09:00 AM,Harmonised Inflation Rate YoY Final,JAN,1.7%,
15735,16199,-0.8%,-0.8%,DE,Tuesday February 14 2017,-0.8%,09:00 AM,Harmonised Inflation Rate MoM Final,JAN,1.0%,
15736,16200,1.9%,1.9%,DE,Tuesday February 14 2017,1.9%,09:00 AM,Inflation Rate YoY Final,JAN,1.7%,
15737,16201,-0.6%,-0.6%,DE,Tuesday February 14 2017,-0.6%,09:00 AM,Inflation Rate MoM Final,JAN,0.7%,
15738,16202,0.3%,0.3%,CH,Tuesday February 14 2017,0.3%,10:15 AM,Inflation Rate YoY,JAN,0.0%,
15739,16203,0%,-0.1%,CH,Tuesday February 14 2017,0.1%,10:15 AM,Inflation Rate MoM,JAN,-0.1%,
15740,16204,0.4%,0.3%,CH,Tuesday February 14 2017,0.2%,10:15 AM,Producer & Import Prices MoM,JAN,0.2%,
15741,16205,0.8%,0.5%,CH,Tuesday February 14 2017,0.4%,10:15 AM,Producer & Import Prices YoY,JAN,0.0%,
15742,16206,CNY2030B,CNY2440B,CN,Tuesday February 14 2017,CNY2560B,11:00 AM,New Yuan Loans,JAN,CNY1040B,
15743,16207,12.6%,13.4%,CN,Tuesday February 14 2017,13.5%,11:00 AM,Outstanding Loan Growth YoY,JAN,13.5%,
15744,16208,CNY3740B,,CN,Tuesday February 14 2017,CNY 1700B,11:00 AM,Total Social Financing,JAN,CNY1630B,
15745,16209,11.3%,11.3%,CN,Tuesday February 14 2017,,11:00 AM,M2 Money Supply YoY,JAN,11.3%,
15746,16210,0.2%,0.2%,IT,Tuesday February 14 2017,0.2%,11:00 AM,GDP Growth Rate QoQ Adv,Q4,0.3%,
15747,16211,1.1%,1%,IT,Tuesday February 14 2017,1%,11:00 AM,GDP Growth Rate YoY Adv,Q4,1.1%,Previous revised from 1%
15748,16212,1.6%,1.8%,GB,Tuesday February 14 2017,1.7%,11:30 AM,Core Inflation Rate YoY,JAN,1.6%,
15749,16213,1.7%,1%,GB,Tuesday February 14 2017,0.5%,11:30 AM,PPI Input MoM,JAN,2.7%,Previous revised from 1.8%
15750,16214,2.6%,2.8%,GB,Tuesday February 14 2017,2.7%,11:30 AM,Retail Price Index YoY,JAN,2.5%,
15751,16215,-0.6%,-0.4%,GB,Tuesday February 14 2017,-0.3%,11:30 AM,Retail Price Index MoM,JAN,0.6%,
15752,16216,20.5%,18.3%,GB,Tuesday February 14 2017,16.5%,11:30 AM,PPI Input YoY,JAN,17%,Previous revised from 15.8%
15753,16217,1.8%,1.9%,GB,Tuesday February 14 2017,1.8%,11:30 AM,Inflation Rate YoY,JAN,1.6%,
15754,16218,-0.5%,-0.5%,GB,Tuesday February 14 2017,-0.3%,11:30 AM,Inflation Rate MoM,JAN,0.5%,
15755,16219,0.6%,0.3%,GB,Tuesday February 14 2017,0.3%,11:30 AM,PPI Output MoM,JAN,0.2%,Previous revised from 0.1%
15756,16220,3.5%,3.2%,GB,Tuesday February 14 2017,3%,11:30 AM,PPI Output YoY,JAN,2.8%,Previous revised from 2.7%
15757,16221,0.4%,0.5%,EA,Tuesday February 14 2017,0.5%,12:00 PM,GDP Growth Rate QoQ 2nd Est,Q4,0.3%,
15758,16222,1.7%,1.8%,EA,Tuesday February 14 2017,1.8%,12:00 PM,GDP Growth Rate YoY 2nd Est,Q4,1.7%,
15759,16223,2%,1.7%,EA,Tuesday February 14 2017,2.4%,12:00 PM,Industrial Production YoY,DEC,3.2%,
15760,16224,-1.6%,-1.5%,EA,Tuesday February 14 2017,-0.7%,12:00 PM,Industrial Production MoM,DEC,1.5%,
15761,16225,17.1,22.3,EA,Tuesday February 14 2017,17.92,12:00 PM,ZEW Economic Sentiment Index,FEB,23.2,
15762,16226,76.4,77.2,DE,Tuesday February 14 2017,77,12:00 PM,ZEW Current Conditions,FEB,77.3,
15763,16227,10.4,15,DE,Tuesday February 14 2017,14.8,12:00 PM,ZEW Economic Sentiment Index,FEB,16.6,
15764,16228,-0.4%,,GR,Tuesday February 14 2017,-0.1%,12:00 PM,GDP Growth Rate QoQ Prel,Q4,0.9%,Previous revised from 0.8%
15765,16229,0.3%,0.9%,GR,Tuesday February 14 2017,-0.4%,12:00 PM,GDP Growth Rate YoY Prel,Q4,2.2%,Previous revised from 1.8%
15766,16230,105.9,105.1,US,Tuesday February 14 2017,106,01:00 PM,NFIB Business Optimism Index,JAN,105.8,
15767,16231,0.6%,0.3%,US,Tuesday February 14 2017,0.3%,03:30 PM,PPI MoM,JAN,0.3%,
15768,16232,0.4%,0.2%,US,Tuesday February 14 2017,,03:30 PM,Core PPI MoM,JAN,0.2%,
15769,16233,1.2%,1.1%,US,Tuesday February 14 2017,,03:30 PM,Core PPI YoY,JAN,1.6%,
15770,16234,1.6%,1.5%,US,Tuesday February 14 2017,1.7%,03:30 PM,PPI YoY,JAN,1.6%,
15771,16235,,,US,Tuesday February 14 2017,,03:50 PM,Fed Lacker Speech,,,
15772,16236,0.9%,,US,Tuesday February 14 2017,,03:55 PM,Redbook YoY,11/FEB,0.7%,
15773,16237,0.4%,,US,Tuesday February 14 2017,,03:55 PM,Redbook MoM,11/FEB,0.3%,
15774,16238,,,US,Tuesday February 14 2017,,05:00 PM,Fed Yellen Testimony,,,
15775,16239,0.515%,,US,Tuesday February 14 2017,0.51%,06:30 PM,4-Week Bill Auction,,0.530%,
15776,16240,,,US,Tuesday February 14 2017,,07:50 PM,Fed Lockhart Speech,,,
15777,16241,,,US,Tuesday February 14 2017,,08:00 PM,Fed Kaplan Speech,,,
15778,16242,,,AU,Tuesday February 14 2017,,10:50 PM,RBA Heath Speech,,,
15779,16243,0%,0%,JP,Monday February 13 2017,,01:50 AM,GDP Private Consumption QoQ Prel,Q4,0.3%,
15780,16244,-0.1%,,JP,Monday February 13 2017,,01:50 AM,GDP Price Index YoY Prel,Q4,-0.2%,
15781,16245,0.2%,0.3%,JP,Monday February 13 2017,0.4%,01:50 AM,GDP Growth Rate QoQ Prel,Q4,0.4%,Previous revised from 0.3%
15782,16246,1%,1.1%,JP,Monday February 13 2017,1.2%,01:50 AM,GDP Growth Annualized Prel,Q4,1.4%,Previous revised from 1.3%
15783,16247,0.9%,0.9%,JP,Monday February 13 2017,,01:50 AM,GDP Capital Expenditure QoQ Prel,Q4,-0.3%,Previous revised from -0.4%
15784,16248,4.0%,,DE,Monday February 13 2017,,09:00 AM,Wholesale Prices YoY,JAN,2.8%,
15785,16249,0.8%,,DE,Monday February 13 2017,,09:00 AM,Wholesale Prices MoM,JAN,1.2%,
15786,16250,0.8%,,CN,Monday February 13 2017,,10:15 AM,Vehicle Sales YoY,JAN,9.8%,
15787,16251,0.25%,,IT,Monday February 13 2017,,12:45 PM,3-Year BTP Auction,,0.06%,
15788,16252,1.59%,,IT,Monday February 13 2017,,12:45 PM,7-Year BTP Auction,,1.15%,
15789,16253,-0.671%,,FR,Monday February 13 2017,,04:00 PM,3-Month BTF Auction,,-0.659%,
15790,16254,-0.589%,,FR,Monday February 13 2017,,04:00 PM,12-Month BTF Auction,,-0.591%,
15791,16255,0.540%,,US,Monday February 13 2017,0.54%,06:30 PM,3-Month Bill Auction,,0.530%,
15792,16256,0.645%,,US,Monday February 13 2017,0.60%,06:30 PM,6-Month Bill Auction,,0.620%,
15793,16257,,,GB,Monday February 13 2017,,07:45 PM,BoE Brazier Speech,,,
15794,16258,,,DE,Sunday February 12 2017,,,Presidential Elections,,,
15795,16259,,,CH,Sunday February 12 2017,,,Referendum on Corporate Tax Unification,,,
15796,16260,,,US,Saturday February 11 2017,,02:40 PM,Fed Fischer Speech,,,
15797,16261,0.6%,0.2%,JP,Friday February 10 2017,0.1%,01:50 AM,PPI MoM,JAN,0.7%,Previous revised from 0.6%
15798,16262,0.5%,0%,JP,Friday February 10 2017,-0.1%,01:50 AM,PPI YoY,JAN,-1.2%,
15799,16263,0.4%,1%,AU,Friday February 10 2017,,02:30 AM,Home Loans MoM,DEC,1.3%,Previous revised from 0.9%
15800,16264,,,AU,Friday February 10 2017,,02:30 AM,RBA Monetary Policy Statement,,,
15801,16265,$51.35B,$47.9B,CN,Friday February 10 2017,$46B,04:00 AM,Balance of Trade,JAN,$40.71B,Previous revised from $40.82B
15802,16266,7.9%,3.3%,CN,Friday February 10 2017,,04:00 AM,Exports YoY,JAN,-6.1%,
15803,16267,16.7%,10%,CN,Friday February 10 2017,,04:00 AM,Imports YoY,JAN,3.1%,
15804,16268,-0.4%,-0.1%,JP,Friday February 10 2017,,06:30 AM,Tertiary Industry Index MoM,DEC,0.3%,Previous revised from 0.2%
15805,16269,-0.9%,-0.7%,FR,Friday February 10 2017,-0.6%,09:45 AM,Industrial Production MoM,DEC,2.4%,Previous revised from 2.2%
15806,16270,0.4%,0.3%,FR,Friday February 10 2017,0.3%,09:45 AM,Non Farm Payrolls QoQ Prel,Q4,0.3%,
15807,16271,6.6%,3.3%,IT,Friday February 10 2017,2.9%,11:00 AM,Industrial Production YoY,DEC,3.3%,Previous revised from 3.2%
15808,16272,1.4%,0.1%,IT,Friday February 10 2017,0.2%,11:00 AM,Industrial Production MoM,DEC,0.8%,Previous revised from 0.7%
15809,16273,,,US,Friday February 10 2017,,11:00 AM,IEA Oil Market Report,,,
15810,16274,£-3.30B,,GB,Friday February 10 2017,£-2.7B,11:30 AM,Balance of Trade,DEC,£-3.56B,Previous revised from £-4.17B
15811,16275,0.6%,-0.5%,GB,Friday February 10 2017,-0.2%,11:30 AM,Construction Output YoY,DEC,1.8%,Previous revised from 1.5%
15812,16276,2.1%,0.5%,GB,Friday February 10 2017,0.4%,11:30 AM,Manufacturing Production MoM,DEC,1.4%,Previous revised from 1.3%
15813,16277,4.3%,3.2%,GB,Friday February 10 2017,2.7%,11:30 AM,Industrial Production YoY,DEC,2.2%,Previous revised from 2%
15814,16278,1.1%,0.2%,GB,Friday February 10 2017,0.4%,11:30 AM,Industrial Production MoM,DEC,2%,Previous revised from 2.1%
15815,16279,4%,1.8%,GB,Friday February 10 2017,1.5%,11:30 AM,Manufacturing Production YoY,DEC,1.7%,Previous revised from 1.2%
15816,16280,,,EA,Friday February 10 2017,,11:50 AM,ECB Mersch Speech,,,
15817,16281,-0.247%,,IT,Friday February 10 2017,,12:45 PM,12-Month BOT Auction,,-0.250%,
15818,16282,48.3K,-5K,CA,Friday February 10 2017,-13K,03:30 PM,Employment Change,JAN,46.1K,Previous revised from 53.7K
15819,16283,15.8K,,CA,Friday February 10 2017,-20K,03:30 PM,Full Time Employment Chg,JAN,70.9K,Previous revised from 81.3K
15820,16284,65.9%,65.8%,CA,Friday February 10 2017,65.6%,03:30 PM,Participation Rate,JAN,65.8%,
15821,16285,32.4K,,CA,Friday February 10 2017,7K,03:30 PM,Part Time Employment Chg,JAN,0.5K,Previous revised from -27.6K
15822,16286,6.8%,6.9%,CA,Friday February 10 2017,6.9%,03:30 PM,Unemployment Rate,JAN,6.9%,
15823,16287,2.3%,,US,Friday February 10 2017,,03:30 PM,Export Prices YoY,JAN,1.1%,
15824,16288,0.1%,0.1%,US,Friday February 10 2017,0.1%,03:30 PM,Export Prices MoM,JAN,0.4%,Previous revised from 0.3%
15825,16289,3.7%,,US,Friday February 10 2017,,03:30 PM,Import Prices YoY,JAN,1.8%,
15826,16290,0.4%,0.2%,US,Friday February 10 2017,0.2%,03:30 PM,Import Prices MoM,JAN,0.5%,Previous revised from 0.4%
15827,16291,0.7%,,GB,Friday February 10 2017,0.4%,05:00 PM,NIESR GDP Est (3M),JAN,0.6%,Previous revised from 0.5%
15828,16292,95.7,97.9,US,Friday February 10 2017,98.2,05:00 PM,Michigan Consumer Sentiment Prel,FEB,98.5,
15829,16293,591,,US,Friday February 10 2017,,08:00 PM,Baker Hughes Oil Rig Count,FEB,583,
15830,16294,$51B,$40B,US,Friday February 10 2017,$36.5B,09:00 PM,Monthly Budget Statement,JAN,$-28B,
15831,16295,¥-126.6B,,JP,Thursday February 09 2017,¥132B,01:50 AM,Foreign Bond Investment,4/FEB,¥-1356.7B,Previous revised from ¥-1359.3B
15832,16296,¥-248.0B,,JP,Thursday February 09 2017,¥1.23B,01:50 AM,Stock Investment by Foreigners,4/FEB,¥-143.9B,
15833,16297,6.7%,3.1%,JP,Thursday February 09 2017,1%,01:50 AM,Machinery Orders MoM,DEC,-5.1%,
15834,16298,6.7%,4.6%,JP,Thursday February 09 2017,,01:50 AM,Machinery Orders YoY,DEC,10.4%,
15835,16299,0.2%,,AU,Thursday February 09 2017,,02:00 AM,HIA New Home Sales MoM,DEC,6.1%,
15836,16300,,,JP,Thursday February 09 2017,,03:30 AM,BoJ Nakaso Speech,,,
15837,16301,0.907%,,JP,Thursday February 09 2017,,05:45 AM,30-Year JGB Auction,,0.745%,
15838,16302,3.5%,,JP,Thursday February 09 2017,,08:00 AM,Machine Tool Orders YoY,JAN,4.4%,
15839,16303,3.7%,3.6%,CH,Thursday February 09 2017,3.7%,08:45 AM,Unemployment Rate,JAN,3.5%,
15840,16304,€18.7B,,DE,Thursday February 09 2017,€19.5B,09:00 AM,Balance of Trade,DEC,€22.7B,Previous revised from €22.6B
15841,16305,€24B,,DE,Thursday February 09 2017,€25.1B,09:00 AM,Current Account,DEC,€24.6B,Previous revised from €25.0B
15842,16306,,,AU,Thursday February 09 2017,,11:00 AM,RBA Lowe Speech,,,
15843,16307,2.2%,,GR,Thursday February 09 2017,1.1%,12:00 PM,Industrial Production YoY,DEC,2%,Previous revised from 2.3%
15844,16308,23.0%,,GR,Thursday February 09 2017,22.9%,12:00 PM,Unemployment Rate,NOV,23.0%,
15845,16309,1.863%,,GB,Thursday February 09 2017,,01:00 PM,30-Year Treasury Gilt Auction,,1.956%,
15846,16310,3%,,CA,Thursday February 09 2017,,03:30 PM,New Housing Price Index YoY,DEC,3%,
15847,16311,0.1%,0.2%,CA,Thursday February 09 2017,0.2%,03:30 PM,New Housing Price Index MoM,DEC,0.2%,
15848,16312,2078K,2060K,US,Thursday February 09 2017,2076K,03:30 PM,Continuing Jobless Claims,JAN/28,2063K,Previous revised from 2064K
15849,16313,234K,250K,US,Thursday February 09 2017,247K,03:30 PM,Initial Jobless Claims,FEB/04,246K,
15850,16314,,,US,Thursday February 09 2017,,04:10 PM,Fed Bullard Speech,,,
15851,16315,1%,1%,US,Thursday February 09 2017,0.9%,05:00 PM,Wholesale Inventories MoM,DEC,1%,
15852,16316,-152Bcf,-153Bcf,US,Thursday February 09 2017,-100.6Bcf,05:30 PM,EIA Natural Gas Stocks Change,3/FEB,-87Bcf,
15853,16317,,,CA,Thursday February 09 2017,,06:35 PM,BoC Schembri Speech,,,
15854,16318,,,US,Thursday February 09 2017,,07:00 PM,WASDE Report,,,
15855,16319,3.005%,,US,Thursday February 09 2017,2.94%,08:00 PM,30-Year Bond Auction,,2.914%,
15856,16320,,,US,Thursday February 09 2017,,08:10 PM,Fed Evans Speech,,,
15857,16321,¥ 1112B,¥ 1294.5B,JP,Wednesday February 08 2017,¥1300B,01:50 AM,Current Account,DEC,¥1416B,
15858,16322,$1231.6B,,JP,Wednesday February 08 2017,$ 1211.2B,01:50 AM,Foreign Exchange Reserves,JAN,$1216.9B,
15859,16323,2.5%,2.7%,JP,Wednesday February 08 2017,2.4%,01:50 AM,Bank Lending YoY,JAN,2.6%,
15860,16324,49.8,51.9,JP,Wednesday February 08 2017,51.1,07:00 AM,Eco Watchers Survey Current,JAN,51.4,
15861,16325,49.4,,JP,Wednesday February 08 2017,,07:00 AM,Eco Watchers Survey Outlook,JAN,50.9,
15862,16326,1.9%,2.9%,ES,Wednesday February 08 2017,2.8%,10:00 AM,Industrial Production YoY,DEC,2.8%,Previous revised from 3.2%
15863,16327,0.33%,,DE,Wednesday February 08 2017,,12:40 PM,10-Year Bund Auction,,0.36%,
15864,16328,2.70%,,GR,Wednesday February 08 2017,,01:00 PM,13-Week Bill Auction,,2.70%,
15865,16329,2.3%,,US,Wednesday February 08 2017,0.32%,02:00 PM,MBA Mortgage Applications,03/FEB,-3.2%,
15866,16330,4.35%,,US,Wednesday February 08 2017,4.39%,02:00 PM,MBA 30-Year Mortgage Rate,03/FEB,4.39%,
15867,16331,207.4K,200K,CA,Wednesday February 08 2017,188K,03:15 PM,Housing Starts,JAN,206.3K,Previous revised from 207K
15868,16332,13.83M,2.529M,US,Wednesday February 08 2017,0.94M,05:30 PM,EIA Crude Oil Stocks Change,03/FEB,6.466M,
15869,16333,-869K,1071K,US,Wednesday February 08 2017,2443.6K,05:30 PM,EIA Gasoline Stocks Change,03/FEB,3866K,
15870,16334,2.333%,,US,Wednesday February 08 2017,2.40%,08:00 PM,10-Year Note Auction,,2.342%,
15871,16335,47.7,,AU,Tuesday February 07 2017,47.4,12:30 AM,AIG Construction Index,JAN,47,
15872,16336,1.5%,1.5%,AU,Tuesday February 07 2017,1.5%,05:30 AM,RBA Interest Rate Decision,,1.5%,
15873,16337,$2998B,$3000B,CN,Tuesday February 07 2017,$3002B,05:30 AM,Foreign Exchange Reserves,JAN,$3011B,
15874,16338,115.2,,JP,Tuesday February 07 2017,115.2,07:00 AM,Coincident Index Prel,DEC,115.1,Previous revised from 115
15875,16339,105.2,105.6,JP,Tuesday February 07 2017,103,07:00 AM,Leading Economic Index Prel,DEC,102.6,Previous revised from 102.8
15876,16340,-3,-11,CH,Tuesday February 07 2017,-9,08:45 AM,Consumer Confidence,Q1,-13,
15877,16341,-3.0%,0.3%,DE,Tuesday February 07 2017,0.5%,09:00 AM,Industrial Production MoM,DEC,0.5%,Previous revised from 0.4%
15878,16342,€-3.4B,€-4.2B,FR,Tuesday February 07 2017,€-3.7B,09:45 AM,Balance of Trade,DEC,€-4.4B,
15879,16343,€-1.1B,€-1.4B,FR,Tuesday February 07 2017,€ -1.8B,09:45 AM,Current Account,DEC,€-2.8B,Previous revised from €-2.3B
15880,16344,€-69.0B,,FR,Tuesday February 07 2017,€ -79.7B,09:45 AM,Budget Balance,DEC,€-93.3B,
15881,16345,€-283.8M,,AT,Tuesday February 07 2017,€150M,10:00 AM,Balance of Trade,NOV,€-441M,Previous revised from €-464.7M
15882,16346,0.7%,,AT,Tuesday February 07 2017,-0.4%,10:00 AM,Wholesale Prices MoM,JAN,2.2%,
15883,16347,6.2%,,AT,Tuesday February 07 2017,4.6%,10:00 AM,Wholesale Prices YoY,JAN,4.3%,
15884,16348,CHF 643.67B,,CH,Tuesday February 07 2017,CHF 643.4B,10:00 AM,Foreign Exchange Reserves,JAN,CHF645.3B,
15885,16349,5.7%,6%,GB,Tuesday February 07 2017,6.2%,10:30 AM,Halifax House Price Index YoY,JAN,6.5%,
15886,16350,-0.9%,0%,GB,Tuesday February 07 2017,0.3%,10:30 AM,Halifax House Price Index MoM,JAN,1.6%,Previous revised from 1.7%
15887,16351,S$356B,,SG,Tuesday February 07 2017,S$ 354.7B,11:00 AM,Foreign Exchange Reserves,JAN,S$356.3B,
15888,16352,€-1.566B,,GR,Tuesday February 07 2017,€-1.4B,01:20 PM,Balance of Trade,DEC,€-1.555B,
15889,16353,C$0.92B,C$0.35B,CA,Tuesday February 07 2017,C$-0.1B,03:30 PM,Balance of Trade,DEC,C$1.01B,Previous revised from C$0.53B
15890,16354,-6.6%,-2.5%,CA,Tuesday February 07 2017,-0.5%,03:30 PM,Building Permits MoM,DEC,-1.2%,Previous revised from -0.1%
15891,16355,C$46.4B,,CA,Tuesday February 07 2017,,03:30 PM,Exports,DEC,C$46.1B,Previous revised from C$45.61B
15892,16356,C$45.5B,,CA,Tuesday February 07 2017,,03:30 PM,Imports,DEC,C$45.1B,Previous revised from C$45.09B
15893,16357,$-44.3B,$-45B,US,Tuesday February 07 2017,$ -45.4B,03:30 PM,Balance of Trade,DEC,$-45.7B,Previous revised from $-45.2B
15894,16358,$190.7B,,US,Tuesday February 07 2017,,03:30 PM,Exports,DEC,$185.65B,Previous revised from $185.83B
15895,16359,$235B,,US,Tuesday February 07 2017,,03:30 PM,Imports,DEC,$231.38B,Previous revised from $231.07B
15896,16360,0.7%,,US,Tuesday February 07 2017,,03:55 PM,Redbook YoY,04/FEB,0.2%,
15897,16361,0.3%,,US,Tuesday February 07 2017,,03:55 PM,Redbook MoM,04/FEB,-3.5%,
15898,16362,57.2,58.3,CA,Tuesday February 07 2017,55.6,05:00 PM,Ivey PMI s.a,JAN,60.8,
15899,16363,56.4,56.2,US,Tuesday February 07 2017,56,05:00 PM,IBD/TIPP Economic Optimism,FEB,55.6,
15900,16364,5.501M,5.568M,US,Tuesday February 07 2017,5.5M,05:00 PM,JOLTs Job Openings,DEC,5.505M,Previous revised from 5.522M
15901,16365,0.530%,,US,Tuesday February 07 2017,0.51%,06:30 PM,4-Week Bill Auction,,0.490%,
15902,16366,,,DE,Tuesday February 07 2017,,06:35 PM,Bundesbank Weidmann Speech,,,
15903,16367,1.423%,,US,Tuesday February 07 2017,1.40%,08:00 PM,3-Year Note Auction,,1.472%,
15904,16368,$14.16B,$20B,US,Tuesday February 07 2017,$19B,10:00 PM,Consumer Credit Change,DEC,$25.2B,Previous revised from $24.53B
15905,16369,0.6%,,AU,Monday February 06 2017,,02:00 AM,TD-MI Inflation Gauge MoM,JAN,0.5%,
15906,16370,0.1%,0.4%,JP,Monday February 06 2017,0.4%,02:00 AM,Average Cash Earnings YoY,DEC,0.5%,Previous revised from 0.2%
15907,16371,4.0%,,AU,Monday February 06 2017,,02:30 AM,ANZ Job Advertisements MoM,JAN,-2.2%,Previous revised from -1.9%
15908,16372,-0.1%,0.3%,AU,Monday February 06 2017,0.4%,02:30 AM,Retail Sales MoM,DEC,0.1%,Previous revised from 0.2%
15909,16373,52.2,,CN,Monday February 06 2017,52.9,03:45 AM,Caixin Composite PMI,JAN,53.5,
15910,16374,53.1,53.6,CN,Monday February 06 2017,53.6,03:45 AM,Caixin Services PMI,JAN,53.4,
15911,16375,5.2%,0.5%,DE,Monday February 06 2017,0.7%,09:00 AM,Factory Orders MoM,DEC,-3.6%,Previous revised from -2.5%
15912,16376,52,,DE,Monday February 06 2017,54.5,10:30 AM,Construction PMI,JAN,54.9,
15913,16377,50.1,,EA,Monday February 06 2017,50.8,11:10 AM,Retail PMI,JAN,50.4,
15914,16378,,,EA,Monday February 06 2017,,04:00 PM,ECB President Draghi Speech,,,
15915,16379,-0.659%,,FR,Monday February 06 2017,,04:00 PM,3-Month BTF Auction,,-0.561%,
15916,16380,-0.591%,,FR,Monday February 06 2017,,04:00 PM,12-Month BTF Auction,,-0.526%,
15917,16381,-0.661%,,FR,Monday February 06 2017,,04:00 PM,6-Month BTF Auction,,-0.551%,
15918,16382,1.3,,US,Monday February 06 2017,1.02,05:00 PM,Fed Labor Market Conditions Index (MoM),JAN,0.6,Previous revised from -0.3
15919,16383,0.530%,,US,Monday February 06 2017,0.54%,06:30 PM,3-Month Bill Auction,,0.515%,
15920,16384,0.620%,,US,Monday February 06 2017,0.61%,06:30 PM,6-Month Bill Auction,,0.625%,
15921,16385,,,US,Monday February 06 2017,,11:30 PM,Fed Harker Speech,,,
15922,16386,54.5,,AU,Friday February 03 2017,54.80,12:30 AM,AIG Services Index,JAN,57.7,
15923,16387,,,JP,Friday February 03 2017,,01:50 AM,BoJ Monetary Policy Meeting Minutes,,,
15924,16388,51.9,,JP,Friday February 03 2017,52.4,02:30 AM,Nikkei Services PMI,JAN,52.3,
15925,16389,51.6,,SG,Friday February 03 2017,52.4,02:30 AM,Nikkei PMI,JAN,52.0,
15926,16390,51.0,51.8,CN,Friday February 03 2017,52,03:45 AM,Caixin Manufacturing PMI,JAN,51.9,
15927,16391,54.2,54.8,ES,Friday February 03 2017,55.31,10:15 AM,Markit Services PMI,JAN,55,
15928,16392,52.4,52.5,IT,Friday February 03 2017,51.95,10:45 AM,Markit/ADACI Services PMI,JAN,52.3,
15929,16393,54,53.8,FR,Friday February 03 2017,53.8,10:50 AM,Markit Composite PMI Final,JAN,53.1,
15930,16394,54.1,53.9,FR,Friday February 03 2017,53.9,10:50 AM,Markit Services PMI Final,JAN,52.9,
15931,16395,54.8,54.7,DE,Friday February 03 2017,54.7,10:55 AM,Markit Composite PMI Final,JAN,55.2,
15932,16396,53.4,53.2,DE,Friday February 03 2017,53.2,10:55 AM,Markit Services PMI Final,JAN,54.3,
15933,16397,54.4,54.3,EA,Friday February 03 2017,54.3,11:00 AM,Markit Composite PMI Final,JAN,54.4,
15934,16398,53.7,53.6,EA,Friday February 03 2017,53.6,11:00 AM,Markit Services PMI Final,JAN,53.7,
15935,16399,98.3,,ES,Friday February 03 2017,99.76,11:00 AM,Consumer Confidence,JAN,100.7,
15936,16400,54.5,55.8,GB,Friday February 03 2017,56,11:30 AM,Markit/CIPS UK Services PMI,JAN,56.2,
15937,16401,-1.4%,,AT,Friday February 03 2017,0.78%,12:00 PM,Retail Sales MoM,DEC,-0.9%,Previous revised from -1.3%
15938,16402,-1%,,AT,Friday February 03 2017,1.19%,12:00 PM,Retail Sales YoY,DEC,1.7%,Previous revised from 1.2%
15939,16403,-0.3%,0.3%,EA,Friday February 03 2017,0.3%,12:00 PM,Retail Sales MoM,DEC,-0.6%,Previous revised from -0.4%
15940,16404,1.1%,1.8%,EA,Friday February 03 2017,2%,12:00 PM,Retail Sales YoY,DEC,2.5%,Previous revised from 2.3%
15941,16405,0.8%,,FR,Friday February 03 2017,0.36%,12:00 PM,Retail Sales MoM,DEC,-0.1%,Previous revised from 0.0%
15942,16406,3%,,FR,Friday February 03 2017,2.52%,12:00 PM,Retail Sales YoY,DEC,4.9%,Previous revised from 3.9%
15943,16407,0.7%,0.8%,IT,Friday February 03 2017,0.7%,12:00 PM,Harmonised Inflation Rate YoY Prel,JAN,0.5%,
