Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
121593,0,0.0,54,0,0.070332024,2800.0,5,0,0,0,1.0
71216,0,0.042742003,52,0,0.113058762,21050.0,12,0,2,0,2.0
28251,0,0.706224395,35,1,4189.0,,10,0,1,0,0.0
143805,0,0.150299383,25,0,0.2290024,2916.0,7,0,0,0,1.0
40338,0,0.008418334,47,0,5753.0,,10,0,2,0,0.0
128518,0,0.284563667,57,0,0.490870934,4764.0,16,0,1,0,0.0
138249,0,1.0031246090000001,44,0,0.393477743,4200.0,8,0,0,0,0.0
14934,0,0.0,41,0,0.356940604,30018.0,14,0,3,0,2.0
20685,0,0.19394762399999999,50,0,0.468380178,5407.0,11,0,1,0,3.0
87796,0,0.564343948,44,1,0.137375906,3726.0,7,0,0,0,3.0
64995,0,0.9999998999999999,28,0,0.116017496,4800.0,3,9,0,0,1.0
17045,0,0.09206632,43,0,3159.0,,6,0,2,0,0.0
17722,0,0.118287874,51,0,1205.0,,7,0,1,0,4.0
142986,0,0.0053252759999999994,53,0,0.005343783,8420.0,32,0,0,0,0.0
60447,1,0.06230308,48,1,0.377651915,10416.0,23,0,1,0,2.0
124628,0,0.082014688,49,0,0.23783110699999999,8833.0,14,0,2,0,1.0
21971,0,0.9780435209999999,39,1,0.45535430600000004,3146.0,5,0,0,1,1.0
137257,0,0.084596616,60,0,1463.0,,5,0,1,0,0.0
86128,0,0.389445482,50,0,0.57543717,4917.0,8,0,2,0,1.0
56692,0,0.000476177,81,0,15.0,,9,0,0,0,0.0
6126,0,0.049580168,25,0,0.001172791,2557.0,3,0,0,0,0.0
30848,0,0.048989618,39,0,0.505907931,10578.0,16,0,2,0,2.0
47164,0,0.142178614,43,0,0.5691983860000001,5700.0,8,0,2,0,1.0
10279,0,0.167629472,27,0,0.784719743,2800.0,11,0,1,0,0.0
88396,0,0.011613372,58,1,0.497409981,7914.0,12,0,2,0,2.0
72396,0,0.42969757399999997,44,0,0.093202458,10900.0,5,0,0,0,3.0
29699,0,0.07414744599999999,36,0,885.0,,5,0,2,0,0.0
143029,0,0.7803841509999999,32,0,0.9624032440000001,2712.0,5,0,1,0,0.0
58859,0,0.025252787000000002,60,0,0.21887811199999999,10000.0,11,0,1,0,0.0
82007,1,0.0,58,0,0.0,11000.0,7,0,0,0,0.0
38209,0,0.092095315,70,0,0.281674738,6400.0,9,0,1,0,1.0
105266,0,0.268129055,80,0,0.388057585,14100.0,18,0,2,0,1.0
24760,0,0.027576045,24,0,0.641900122,820.0,4,0,0,0,0.0
87640,0,0.624137884,60,0,0.429956127,9800.0,13,0,2,0,1.0
67927,0,0.34332693700000005,67,0,0.621586894,6225.0,13,0,1,0,0.0
147988,0,0.835172173,52,1,2905.0,,6,0,1,0,1.0
117432,0,0.26973113600000004,65,0,0.479842799,7887.0,16,0,2,0,1.0
42873,1,0.049967339000000006,59,0,0.033861621,14322.0,15,0,0,0,0.0
146963,0,0.286425052,47,1,2602.0,,8,0,1,0,1.0
130337,0,0.9999998999999999,26,0,0.051948052,1000.0,0,0,0,0,0.0
51001,0,0.00095648,67,0,0.0,,2,0,0,0,
109608,0,0.5440911820000001,55,0,590.0,0.0,3,0,1,0,0.0
44321,0,0.20219297100000003,34,3,0.49898467799999996,5416.0,14,0,1,0,3.0
51382,0,0.982689747,30,1,0.197334321,2700.0,4,0,0,0,0.0
64156,0,0.910914153,26,0,0.853004292,2795.0,11,0,1,0,2.0
102905,1,0.838782305,65,0,0.506519478,12500.0,17,1,3,0,1.0
84004,0,0.051598526,51,0,0.365970095,11101.0,9,0,2,0,0.0
103157,0,0.38733207700000005,73,1,0.37266459700000004,19000.0,8,0,3,0,0.0
22454,0,0.057203912,35,0,62.0,0.0,4,0,0,0,0.0
108124,0,0.990910744,48,0,0.543614096,4000.0,12,0,1,0,0.0
76260,0,0.044224957999999995,64,0,0.007570347,7000.0,4,0,0,0,1.0
38662,0,0.343541944,22,1,0.009744214000000001,820.0,2,0,0,0,0.0
49950,1,0.829251455,54,3,4849.0,,30,0,2,0,0.0
82212,0,0.017493099999999998,78,0,3123.0,,6,0,2,0,0.0
11421,0,0.128492243,31,1,0.19296,6249.0,8,0,0,0,0.0
71373,0,0.09030179599999999,49,0,0.457393699,5808.0,18,0,3,0,0.0
132529,0,0.077707821,41,0,0.324667905,7000.0,3,0,1,0,0.0
144835,0,0.584679346,59,0,1.257161458,1535.0,10,0,1,0,1.0
103889,0,0.029488234,61,0,0.00537931,7249.0,6,0,0,0,1.0
126536,0,0.0,41,0,0.499564965,6895.0,15,0,2,0,0.0
88117,0,0.004993084,75,0,0.001681025,4758.0,12,0,0,0,0.0
95811,0,0.08253113299999999,46,0,0.52719958,17150.0,11,0,4,0,4.0
76496,0,0.030998708,32,0,0.417758907,5416.0,7,0,2,0,2.0
77687,0,0.907772473,31,1,0.21283148699999999,25000.0,8,0,1,0,0.0
38463,0,0.021951968,44,0,944.0,,11,0,1,0,2.0
78702,0,0.053054246,89,0,0.0038201959999999997,7852.0,4,0,0,0,0.0
89132,0,0.246288375,53,0,0.230571282,13600.0,15,0,1,0,1.0
129929,1,0.558888222,48,0,0.036940461,2300.0,2,0,0,0,1.0
34234,0,0.031262389,58,0,0.24615031,4350.0,8,0,2,0,0.0
22797,0,0.0,61,0,21.0,,8,0,0,0,2.0
15360,0,0.656095993,31,1,0.091983276,5500.0,6,0,0,0,0.0
74608,0,0.09256302300000001,37,0,0.038931642999999995,4417.0,10,0,0,0,2.0
72036,0,0.005313981999999999,59,0,1121.0,,6,0,1,0,0.0
43916,0,0.000196075,44,0,2006.0,1.0,6,0,2,0,0.0
33078,0,0.0,39,1,0.43161367700000003,3333.0,9,0,1,0,0.0
81677,0,0.10282943900000001,68,0,0.645018916,1585.0,8,0,0,0,0.0
106346,1,0.883068265,47,0,0.292557332,16700.0,8,0,2,1,2.0
8174,1,0.9999998999999999,23,98,0.006922012,2166.0,0,98,0,98,0.0
45228,0,0.808674254,24,1,0.126092385,800.0,3,0,0,0,0.0
14613,0,0.089155451,59,1,0.34030638799999996,25000.0,10,0,2,0,1.0
110261,1,0.9999998999999999,28,0,87.0,,1,1,0,0,0.0
41330,0,0.069857251,65,0,0.010189506,10500.0,4,0,0,0,0.0
62402,0,0.13276030800000002,62,0,0.046290699000000005,11578.0,5,0,2,0,0.0
87918,0,0.0,63,0,0.243438762,5943.0,7,0,1,0,1.0
97736,1,0.132437351,89,0,0.083511777,2801.0,4,1,0,0,0.0
23596,0,0.231992,54,0,0.491738489,21000.0,17,0,3,0,2.0
130962,0,0.23790845300000002,43,0,0.08936368800000001,30000.0,13,0,0,0,2.0
36280,0,0.9224039159999999,28,1,788.0,0.0,14,0,0,0,0.0
77991,0,0.9957959759999999,50,0,0.39110560899999997,10500.0,11,0,2,1,1.0
69891,0,0.009848128000000001,76,0,0.014394242,2500.0,12,0,0,0,0.0
58837,1,0.28456058,50,0,5474.0,,11,0,4,0,2.0
14696,0,0.205589721,59,0,123.0,,2,0,0,0,
52160,0,1.099933378,26,0,306.0,,3,0,0,0,0.0
51183,0,0.9666759229999999,60,0,1207.0,,6,0,1,0,0.0
25458,0,0.00612671,51,0,0.171221788,10500.0,15,0,0,0,0.0
83227,0,0.045198493,37,0,1868.0,,8,0,1,0,0.0
51137,0,0.7467604590000001,49,1,0.21165884199999999,2555.0,3,1,1,0,2.0
142166,0,0.059801482999999996,74,0,0.17653645199999998,8037.0,12,0,1,0,0.0
137666,0,0.0,68,0,2509.0,,6,0,1,0,0.0
139894,1,0.968080935,54,0,0.6209201120000001,6433.0,4,0,1,0,1.0
115781,1,0.8613872770000001,32,3,0.5600733210000001,6000.0,13,0,1,0,2.0
87331,0,0.430625655,29,0,0.293353323,2000.0,3,0,0,0,0.0
102624,0,0.0,49,0,2678.0,,7,0,1,0,0.0
118313,0,0.23240760100000002,33,1,0.27530364399999996,2716.0,7,0,0,0,0.0
132305,0,0.0,57,0,0.278368513,6300.0,5,0,1,0,2.0
23978,0,0.12734763400000002,58,0,213.0,,8,0,0,0,
94069,0,0.324100791,53,0,0.602276806,19500.0,34,0,19,0,3.0
119835,0,0.439400855,40,0,0.39257942700000004,4500.0,7,0,1,1,1.0
71187,0,0.324184375,81,2,0.467122118,3512.0,14,0,1,0,0.0
22708,0,0.0,56,0,0.320467953,10000.0,10,0,1,0,0.0
144770,0,0.0,26,1,0.23726628,1550.0,4,0,0,0,0.0
72500,0,0.0,53,0,0.26347365300000003,10000.0,5,0,2,0,3.0
14852,0,0.401893568,59,0,245.0,,6,0,0,0,0.0
81716,0,0.327957163,65,0,0.776742912,7300.0,10,0,2,0,2.0
65322,0,0.227710892,53,0,0.335980523,17250.0,6,0,3,0,1.0
62008,0,0.175493432,62,0,0.382723455,5000.0,13,0,3,0,1.0
76478,0,0.030934001000000003,52,0,0.136297208,13000.0,9,0,1,0,0.0
113940,0,0.000591825,88,0,782.0,,5,0,1,0,1.0
64622,0,0.0,65,0,1239.0,,2,0,1,0,
54447,0,0.244190598,56,0,0.627524015,5100.0,4,0,2,0,1.0
24465,0,0.7288958720000001,34,0,0.198950262,4000.0,4,0,0,0,0.0
134994,0,0.042947853,51,0,2273.0,,10,0,1,0,0.0
75019,0,0.9999998999999999,36,0,0.016419324,3166.0,0,0,0,0,0.0
51073,0,0.066969004,57,0,0.025368529,5833.0,10,0,0,0,0.0
119134,0,0.068925538,56,0,0.436884625,7921.0,9,0,1,0,2.0
14056,0,0.593342962,76,0,0.873204247,1600.0,10,0,0,0,0.0
118444,0,0.035020129,41,0,0.006569551999999999,3500.0,3,0,0,0,3.0
38902,0,0.7404161579999999,60,0,1.5826339569999999,3097.0,10,0,1,0,0.0
2280,0,0.9999998999999999,35,0,0.293916024,3500.0,6,0,0,0,0.0
59252,0,0.038232835,36,0,0.402393266,9860.0,12,0,1,0,3.0
17906,0,0.013532882,42,0,0.014394242,2500.0,1,0,0,0,0.0
71426,0,0.090427815,53,0,0.27819677800000003,5833.0,6,0,1,0,0.0
107109,0,0.050030742999999996,69,0,0.15763719,8582.0,6,0,1,0,0.0
92095,0,0.60956902,50,1,0.45065895200000006,9332.0,21,0,3,0,4.0
59531,0,0.33701852,59,0,0.063844691,9992.0,4,0,0,0,0.0
135816,0,0.05725669,61,0,0.139705263,11874.0,16,0,2,0,2.0
144378,1,0.567843297,44,1,0.44810941299999996,2485.0,7,0,1,0,2.0
147461,0,0.0,67,0,0.5768985320000001,4700.0,7,0,2,0,0.0
138589,0,0.0,50,0,0.7907940659999999,4583.0,10,0,1,0,2.0
17368,0,0.001230675,68,0,836.0,,2,0,1,0,
121007,0,0.616374953,41,0,0.32047329399999996,12000.0,11,0,2,0,0.0
69114,0,0.16561314800000002,42,1,0.366213314,6984.0,13,0,2,0,3.0
74673,0,0.02417235,33,0,0.095994226,5541.0,17,0,0,0,1.0
148547,0,0.796416473,44,0,0.26305367399999996,9594.0,14,0,0,0,0.0
117458,0,0.049190162,31,0,0.164074897,3150.0,3,0,0,0,0.0
146477,0,0.488817039,61,0,0.7605459059999999,805.0,7,0,0,0,0.0
75528,0,0.45007989299999995,51,0,0.148375369,4400.0,9,0,0,0,3.0
135068,1,0.952187772,60,0,0.311743341,3303.0,6,0,1,0,0.0
95630,0,0.93482607,33,2,2.4418272659999998,1400.0,8,0,1,2,1.0
134696,0,0.525916864,43,0,0.08912978,6641.0,7,1,0,0,0.0
123460,0,0.9999998999999999,50,0,0.462648193,7000.0,3,0,1,0,1.0
80470,0,0.728973062,63,0,958.0,,6,2,0,0,2.0
26223,0,0.0,45,0,0.113005051,4751.0,9,0,1,0,0.0
88862,0,0.7906957040000001,46,0,3148.0,,13,0,2,0,2.0
69145,0,0.562453129,41,0,0.378017005,14583.0,6,0,1,0,1.0
40719,0,0.9999998999999999,37,0,0.12658227800000002,1500.0,1,0,0,0,0.0
885,0,0.061833522,49,0,2788.0,,6,0,2,0,0.0
68052,0,0.0,42,0,6836.0,0.0,5,0,3,0,3.0
80401,0,0.223876515,57,0,1997.0,,10,0,1,0,0.0
132097,0,0.257345074,72,0,0.241106719,4300.0,6,0,0,0,0.0
32827,0,0.160338826,61,0,1.238231098,700.0,16,0,1,0,1.0
118392,0,0.22863275800000002,62,0,0.595234128,6000.0,4,0,2,0,0.0
931,0,0.041366785,45,0,0.224577542,10000.0,8,0,0,0,2.0
114118,0,0.289171611,47,0,0.637074018,4606.0,15,0,1,0,0.0
42529,0,0.059803419000000003,70,0,0.029153355,2503.0,5,0,0,0,0.0
32395,0,0.015692559,63,0,2458.0,,13,0,1,0,0.0
146562,0,0.143965334,55,1,0.484148036,15833.0,16,0,3,0,1.0
512,0,0.091201293,49,1,0.568886223,5000.0,15,0,2,0,0.0
123693,0,0.111238757,64,0,0.194076848,23500.0,14,0,2,0,0.0
23286,0,0.073074113,55,0,0.296673717,5200.0,7,0,1,0,2.0
119196,0,0.029020396,53,0,882.0,,7,0,1,0,0.0
114052,0,0.003377045,78,0,404.0,,4,0,0,0,0.0
40960,0,0.9999998999999999,32,0,0.13639035900000002,1700.0,1,0,0,0,2.0
5219,0,0.05629659,50,0,0.11767439199999999,17216.0,11,0,1,0,1.0
76153,0,0.002123012,51,0,0.276236882,5335.0,7,0,1,0,1.0
120362,0,0.9999998999999999,70,0,1.242782152,2285.0,12,0,4,0,0.0
72125,1,0.9999998999999999,32,1,0.75948461,1396.0,3,1,2,0,1.0
74005,0,0.061711483,65,0,0.425267368,11500.0,7,0,2,0,1.0
131578,0,0.495338605,46,0,0.571108623,6250.0,11,0,2,0,2.0
34640,0,0.25689483,51,5,0.33616392799999995,5416.0,10,0,1,0,3.0
119607,0,0.012443523,46,0,0.417058294,10000.0,5,0,2,0,0.0
143051,0,0.022786192,63,0,0.414422135,8167.0,20,0,2,0,0.0
36021,0,0.9999998999999999,29,0,0.173237091,1800.0,1,0,0,0,1.0
126994,0,0.010231463,63,0,0.18727340899999997,7998.0,13,0,2,0,1.0
82468,0,0.28672150399999996,34,0,0.00279888,2500.0,2,0,0,0,0.0
116578,0,0.07293595,30,0,0.017074296,6500.0,3,0,0,0,0.0
74977,0,0.9999998999999999,30,0,0.069607167,1450.0,0,0,0,0,3.0
100687,0,0.25778982,79,0,550.0,,4,0,1,0,0.0
94006,0,0.006136157,42,0,0.41212302799999995,10013.0,13,0,3,0,0.0
140716,0,0.35400298700000005,45,0,0.23455908600000003,2800.0,5,0,0,0,0.0
129394,0,0.9999998999999999,62,0,0.373670213,6767.0,11,0,2,0,0.0
34627,0,0.571685663,54,0,0.012939653999999998,8500.0,2,0,0,0,1.0
5922,0,1.109094545,80,0,0.482974071,3200.0,5,0,0,1,1.0
75897,0,0.46035976,51,1,0.005126891,3900.0,2,0,0,1,3.0
21059,0,0.048822937000000004,50,0,0.10852982,5767.0,8,0,1,0,1.0
101968,0,0.062448868,47,0,0.298403194,1001.0,5,0,0,0,0.0
35516,0,0.838003857,74,0,0.764174362,10070.0,17,0,2,0,1.0
12121,0,1.1207516990000002,59,0,0.885758998,1916.0,5,0,1,0,2.0
107758,0,0.717052618,60,0,0.3608,6249.0,10,0,0,0,3.0
88204,0,0.113052173,31,0,0.137641412,5833.0,15,0,0,0,0.0
135133,0,0.033406277000000005,81,0,0.003561888,10106.0,2,0,0,0,0.0
131936,0,0.330162987,57,0,2959.0,,8,0,2,0,0.0
63807,0,0.36369966299999995,55,3,0.573587142,13500.0,17,1,6,0,1.0
3463,0,0.044791042,92,0,0.00119976,5000.0,1,0,0,0,0.0
57442,0,0.586201662,30,0,0.386111616,5500.0,8,0,1,0,0.0
18309,0,0.225605206,49,0,0.469537395,7500.0,3,0,1,0,0.0
85075,0,0.07792055,50,0,0.6792345040000001,3500.0,18,0,2,0,0.0
4905,0,0.054697967,45,0,0.331698664,9583.0,5,0,1,0,0.0
4729,0,0.0,53,0,0.18954435100000003,7000.0,11,0,1,0,0.0
118088,0,0.283847647,64,0,0.371710043,6800.0,12,0,1,0,2.0
47757,0,0.9999998999999999,52,0,0.0,5049.0,1,0,0,0,2.0
51861,0,0.097112861,40,0,139.0,,3,0,0,0,1.0
46551,0,0.07820455400000001,51,0,0.569634969,4300.0,8,0,1,0,1.0
79124,0,0.006856163,37,0,451.0,,7,0,0,0,0.0
194,0,0.9999998999999999,55,0,0.156259612,3250.0,5,0,0,0,4.0
97740,0,0.635529405,56,0,0.9514459120000001,2800.0,8,0,2,0,0.0
138989,0,0.006440249,95,0,0.0029994,3333.0,6,0,0,0,1.0
76197,1,0.307197212,49,0,1.254836795,8424.0,19,0,5,0,2.0
39724,0,0.029148543,37,0,2574.0,,5,0,1,0,0.0
67559,0,0.011349923999999999,36,0,0.259172704,4278.0,5,0,1,0,0.0
27931,1,0.107375815,50,1,562.0,,7,0,0,0,2.0
132096,0,0.030792042000000002,29,0,1.5611990009999999,1200.0,13,0,2,0,0.0
10607,0,0.11433015699999999,59,0,0.24674397899999997,5604.0,11,0,0,0,0.0
54395,0,0.410117694,54,0,0.48104035,4113.0,8,0,1,0,3.0
88784,0,0.9999998999999999,39,0,0.142521167,2125.0,1,0,0,0,0.0
132206,0,0.183127417,48,0,0.378969654,4250.0,12,0,2,0,0.0
32023,0,0.007095529000000001,73,1,0.8068357420000001,11000.0,12,0,5,0,0.0
47728,0,0.650800164,64,0,0.284923928,7229.0,11,0,2,0,1.0
95853,0,0.010948781000000001,64,0,0.19864940899999997,3553.0,9,0,1,0,0.0
121438,0,0.0,22,0,0.0,864.0,2,0,0,0,0.0
17013,0,0.012823082,64,0,0.442955704,10000.0,11,0,3,0,0.0
32063,0,0.9219697490000001,72,0,1.372344856,2400.0,5,0,1,0,1.0
70158,0,0.004680709,40,0,0.0013328889999999999,3000.0,9,0,0,0,0.0
67218,0,0.13059347,60,0,0.129499723,10833.0,4,0,1,0,2.0
49454,0,0.003184673,34,0,0.000874891,8000.0,9,0,0,0,0.0
98051,0,0.655968399,25,0,0.273162939,3129.0,8,0,0,0,2.0
146663,0,0.006121008000000001,68,0,0.217640048,12584.0,14,0,1,0,5.0
30830,0,0.312776057,56,0,0.6787227109999999,3068.0,18,0,2,0,1.0
105052,0,0.0,59,0,0.29064187199999997,6667.0,5,0,1,0,0.0
67168,0,0.356092843,64,0,2448.0,,5,0,2,0,0.0
138110,0,0.060150761,59,0,1.1559716420000001,5500.0,18,0,5,0,0.0
56506,0,0.042872333,45,0,0.221984691,14500.0,7,0,2,0,0.0
127055,0,0.025730016,48,0,1566.0,,10,0,1,0,0.0
136456,0,0.163202803,60,0,0.016727806,20444.0,4,0,0,0,1.0
140897,0,0.901972601,35,0,0.613186541,8083.0,12,0,1,0,0.0
38637,0,0.9999998999999999,41,0,0.428801029,6221.0,4,0,1,0,0.0
96327,0,0.261390857,48,1,0.386722655,5000.0,13,0,1,0,0.0
87265,0,0.065835497,49,0,0.26461681800000003,4292.0,11,0,1,0,0.0
99610,0,0.039408176,53,0,15.0,,3,0,0,0,0.0
87079,0,0.405442425,40,0,0.177634834,4041.0,4,0,0,1,2.0
24486,0,0.555120199,42,1,0.443207566,10150.0,9,0,4,0,0.0
82265,0,0.25230671600000004,53,0,0.35641641,8750.0,16,0,2,0,2.0
49200,0,0.709838163,45,0,0.419377956,6976.0,13,0,1,0,2.0
14103,0,0.23938183100000002,43,0,0.715484805,3454.0,10,0,2,0,0.0
95467,0,0.132913736,40,2,0.476495726,3275.0,7,0,1,1,1.0
121067,0,0.024576472999999998,70,0,0.19477403,7500.0,12,0,1,0,2.0
21579,0,0.308645251,53,0,3629.0,,16,0,2,0,1.0
91479,0,0.073834257,48,0,0.349842135,16152.0,14,0,3,0,2.0
40624,0,0.06719552,61,1,810.0,,11,0,1,0,0.0
1011,0,0.399033876,32,0,0.433893685,2200.0,7,0,0,0,0.0
135391,0,0.23489357600000002,57,0,0.321168487,12083.0,8,0,2,0,1.0
142906,0,0.44275572399999996,33,0,0.355122564,6363.0,5,0,1,0,3.0
123178,0,0.050865010999999995,62,0,0.186302283,6000.0,9,0,1,0,2.0
49324,0,0.559035133,56,0,0.296714579,15583.0,21,0,2,0,1.0
80644,0,0.719632858,46,1,0.827439887,4241.0,13,0,2,0,1.0
46155,0,0.052248549000000005,55,0,0.197992814,8070.0,9,0,1,0,2.0
137826,0,0.073471559,64,0,1.017712177,4064.0,34,0,2,0,0.0
8464,0,0.048799151,53,0,0.269773023,10000.0,5,0,1,0,0.0
55092,0,0.122990611,51,0,2174.0,,8,0,1,0,1.0
69316,0,0.399871035,63,0,0.6085680210000001,10900.0,18,0,3,0,0.0
6953,0,0.148323445,38,0,0.092581484,5000.0,3,0,0,0,1.0
104777,0,0.0,73,0,0.025603511000000002,4100.0,7,0,0,0,0.0
858,0,0.0,58,0,0.411084131,7000.0,10,0,2,0,1.0
109737,0,0.833731428,55,0,0.45968267799999996,4600.0,6,0,1,0,0.0
61222,0,0.208465133,36,0,0.315691241,7500.0,5,0,2,0,2.0
149327,0,0.06348172,70,0,2950.0,,12,0,2,0,1.0
100428,0,0.022392383,73,0,0.446069923,4032.0,7,0,1,0,0.0
137758,0,0.007849608000000001,43,0,3844.0,,4,0,1,0,1.0
10082,0,0.0,70,0,220.0,,10,0,0,0,0.0
122482,0,0.0,64,0,0.10949734800000001,7917.0,9,0,1,0,2.0
31665,0,0.007373835,68,0,0.213453329,8666.0,10,0,1,0,0.0
139284,0,0.221220308,38,0,0.028932991,35875.0,5,0,0,0,0.0
67088,0,0.704197202,44,0,0.39247311799999995,4835.0,3,0,2,0,2.0
148858,0,0.068097881,51,0,2055.0,,10,0,1,0,0.0
138961,0,0.03564735,61,0,0.616301798,5115.0,16,0,3,0,0.0
2357,0,0.276986151,45,0,0.759673094,7830.0,8,0,3,0,0.0
74760,0,0.271744725,69,0,2330.0,,10,0,1,0,0.0
69887,0,0.109695123,61,0,0.615012107,11976.0,14,0,5,0,0.0
142150,0,0.046894804000000005,57,0,3118.0,,9,0,1,0,
19847,0,0.903137108,40,1,0.35172872299999997,3007.0,2,0,1,0,1.0
114951,0,0.099211199,25,0,0.005999076999999999,4333.0,2,0,0,0,0.0
117951,0,0.12825877900000002,48,1,0.070444341,6458.0,8,0,0,0,3.0
96713,0,0.089805392,28,0,0.092302566,3000.0,5,0,0,0,0.0
149916,0,0.208987583,76,0,1903.0,,10,0,2,0,0.0
63788,0,0.023697542999999998,49,0,1106.0,,16,0,1,0,3.0
84940,0,0.718624433,44,0,0.31487587300000003,10311.0,12,0,1,0,0.0
108371,0,0.664127037,47,0,0.632398249,6166.0,5,0,2,0,0.0
111218,0,0.9570347659999999,44,0,0.426218709,6071.0,4,0,2,0,4.0
86706,0,0.084575576,63,1,0.18992932899999998,13583.0,13,0,2,0,0.0
16696,0,0.09546743699999999,68,0,2275.0,,22,0,2,0,2.0
54870,0,0.00042275,37,0,0.0,,4,0,0,0,2.0
4895,0,0.81031169,48,0,0.46677106799999996,10216.0,15,0,1,0,0.0
134077,0,0.37007747700000004,63,0,0.294135293,6666.0,19,0,2,0,1.0
75870,0,0.081859844,43,0,0.240108488,6267.0,17,0,1,0,2.0
34235,0,0.15165672800000002,62,0,0.425208154,3482.0,7,0,1,0,0.0
55164,0,0.001810881,38,1,0.447856686,3125.0,4,0,1,0,0.0
61013,0,0.031928918,32,0,0.047994354,8500.0,6,0,0,0,0.0
31304,0,0.973506623,40,1,0.27752744100000004,8654.0,12,0,2,0,3.0
15380,0,0.033462072,30,0,0.10985586300000001,7700.0,10,0,0,0,0.0
27443,0,0.17779356300000002,38,0,0.974051297,6666.0,13,0,2,0,1.0
23650,0,0.062082757999999995,49,0,0.182610048,6428.0,7,0,1,0,3.0
21259,0,0.0,47,0,0.435893604,6691.0,7,0,3,0,3.0
69000,0,0.083130562,59,0,74.0,,6,0,0,0,0.0
30788,0,0.9999998999999999,51,2,0.138893055,6666.0,2,0,0,1,0.0
134812,0,1.006810443,50,0,0.684126349,2500.0,4,0,1,0,3.0
54338,0,0.263542012,31,0,0.28512497,4120.0,9,0,0,0,0.0
71831,0,0.060124859,43,0,0.312993539,9750.0,8,0,1,0,1.0
27493,0,0.450173603,55,1,0.44141217200000005,4616.0,17,0,1,0,0.0
92165,0,0.547645973,44,0,0.30311483,2150.0,8,0,0,0,3.0
141411,0,0.0,52,0,0.354823228,6250.0,11,0,2,0,0.0
54610,0,0.8393988059999999,36,0,0.5050859999999999,5406.0,11,0,0,0,0.0
106363,0,0.417403941,51,0,0.624895222,7157.0,10,0,2,0,0.0
52135,0,0.472065237,48,0,0.079131553,7000.0,5,0,0,0,1.0
66406,0,0.9999998999999999,25,0,0.365122616,1100.0,5,0,0,0,0.0
84755,0,0.13262717400000001,72,0,0.02850293,7507.0,7,0,0,0,0.0
13612,1,0.9296289179999999,41,1,1.1164008570000001,4200.0,9,4,1,1,3.0
88023,0,0.057450163,36,0,0.412983626,6900.0,8,0,2,0,0.0
119398,0,0.272780419,54,0,0.9545791159999999,4050.0,15,0,2,0,0.0
95368,0,0.029877646,69,0,0.386485089,5800.0,11,0,2,0,0.0
76103,0,0.013289893999999998,51,0,0.128158156,13100.0,4,0,2,0,3.0
78968,0,0.819172248,43,0,0.44357313299999995,2932.0,5,0,0,0,1.0
64978,0,0.797747015,73,0,1.015475313,2713.0,14,0,1,0,0.0
54328,0,0.24859289699999998,47,0,2993.0,,6,0,1,0,0.0
64882,0,1.023326854,46,1,0.492099323,3100.0,4,2,1,1,0.0
1395,0,0.010653436,39,0,0.00252605,3166.0,2,0,0,0,0.0
108210,0,0.032171235,36,0,395.0,1.0,9,0,0,0,2.0
141254,0,0.9999998999999999,35,0,4194.0,,8,0,2,0,2.0
123005,0,0.004217021,58,0,0.433403173,3340.0,14,0,1,0,0.0
71412,0,0.9999998999999999,46,2,0.274089085,25166.0,4,0,1,2,3.0
411,0,0.026885902000000003,36,0,0.34487992100000003,11200.0,6,0,2,0,2.0
121637,0,0.012047126000000002,44,0,0.147385261,10000.0,15,0,1,0,3.0
130875,0,0.229592792,48,0,0.477468522,3017.0,4,0,1,0,3.0
3648,0,0.13691710599999998,76,0,0.210580913,1927.0,14,0,0,0,0.0
76928,0,0.6944782820000001,67,0,0.23718477,18200.0,4,0,1,0,1.0
91572,0,0.0,49,0,0.399925825,8088.0,9,0,2,0,1.0
88198,0,0.493089337,61,5,0.802884615,1247.0,11,0,1,2,0.0
93794,0,0.20526357899999997,27,0,0.307415407,4166.0,10,0,0,0,0.0
79951,0,0.100453283,66,0,0.33638706,6985.0,11,0,2,0,1.0
30056,0,0.17085844600000002,50,0,0.38595686100000004,2178.0,11,0,0,0,0.0
115862,0,0.604348155,43,0,0.159668666,3500.0,7,0,0,0,0.0
99116,0,0.09850039699999999,56,0,0.270419162,8349.0,16,0,2,0,0.0
67639,0,0.049288797999999995,76,0,0.008277452,9543.0,7,0,0,0,0.0
22872,0,0.787591837,71,0,0.37115721100000004,4000.0,5,0,1,0,0.0
141877,0,0.088642264,68,1,0.290300546,4391.0,13,0,0,0,0.0
19882,0,0.9999998999999999,37,0,0.94213198,984.0,3,0,0,0,2.0
90563,0,0.647808936,74,0,0.207398943,7000.0,7,0,0,0,7.0
8486,0,0.480751925,66,0,0.083380925,1750.0,1,0,0,0,0.0
6979,0,0.167865204,41,0,0.42203349799999995,25433.0,14,0,11,0,0.0
70945,0,0.283148894,40,0,4489.0,,11,0,2,0,0.0
25684,0,0.071339723,40,0,2496.0,,5,0,2,0,0.0
109731,0,0.029013969,49,0,0.273293097,5301.0,7,0,1,0,1.0
