rowid,kepoi_name,kepler_name,planet_result,planet_prediction,planet_confidence,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
8919,K06390.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,5.197420145,2.4399999999999996e-07,-2.4399999999999996e-07,132.5674705,3.93e-05,-3.93e-05,1.025,0.013,-0.014,6.78534,0.0017100000000000001,-0.0017100000000000001,91307.0,19.9,-19.9,81.49,20.54,-30.82,1416.0,,,949.86,735.81,-626.86,4262.1,1.0,q1_q17_dr25_tce,6248.0,197.0,-197.0,4.05,0.405,-0.162,1.528,0.385,-0.578,291.60318,39.228328999999995,13.960999999999999
8920,K06521.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,0.562006231,7.204e-06,-7.204e-06,132.0289,0.0125,-0.0125,0.678,0.02,-0.53,3.496,0.442,-0.442,14.2,1.6,-1.6,0.58,0.16,-0.14,2978.0,,,18708.86,15237.89,-9507.76,12.8,1.0,q1_q17_dr25_tce,6609.0,188.0,-235.0,4.17,0.209,-0.171,1.455,0.398,-0.358,295.17368,40.290157,9.807
8921,K06725.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,14.313157390999999,7.8e-07,-7.8e-07,138.2205171,4.47e-05,-4.47e-05,0.004,0.008,-0.004,8.90236,0.0013800000000000002,-0.0013800000000000002,21567.0,5.8,-5.8,34.98,8.04,-8.05,1144.0,,,404.48,240.82,-178.65,4262.9,1.0,q1_q17_dr25_tce,5750.0,77.0,-86.0,3.7030000000000003,0.162,-0.10800000000000001,2.379,0.547,-0.547,292.08383,41.915031,13.254000000000001
8922,K06926.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,0.580724809,3.829e-06,-3.829e-06,131.72956000000002,0.00663,-0.00663,0.292,0.193,-0.292,1.82,0.212,-0.212,64.2,4.4,-4.4,0.75,0.24,-0.08,2191.0,,,5418.89,4985.38,-1574.68,16.9,1.0,q1_q17_dr25_tce,5989.0,161.0,-179.0,4.492,0.054000000000000006,-0.20199999999999999,0.933,0.293,-0.098,282.15744,43.689152,14.569
8923,K05713.01,,FALSE POSITIVE,FALSE POSITIVE,0.133,1,0,0,0,2.53021,0.004023,-0.004023,132.0918,0.025,-0.025,1.275,0.037,-0.274,21.79,5.6,-5.6,367.9,34.9,-34.9,41.44,11.92,-11.93,1543.0,,,1338.82,1157.88,-744.73,24.2,1.0,q1_q17_dr25_tce,5780.0,172.0,-190.0,4.178,0.306,-0.165,1.296,0.373,-0.373,295.6026,46.517567,12.294
8924,K04693.01,Kepler-1619 b,CONFIRMED,CANDIDATE,0.991,0,0,0,0,23.6223571,0.0005363,-0.0005363,146.9643,0.0195,-0.0195,0.369,0.098,-0.369,6.852,0.542,-0.542,57.0,5.8,-5.8,1.07,0.22,-0.27,797.0,,,95.35,59.89,-48.03,11.4,1.0,q1_q17_dr25_tce,6144.0,170.0,-170.0,4.149,0.21600000000000003,-0.126,1.393,0.29,-0.355,285.70346,44.422001,13.341
8925,K03311.01,Kepler-1465 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,31.827649,0.0001355,-0.0001355,134.59995,0.00353,-0.00353,0.785,0.151,-0.538,1.639,0.115,-0.115,520.0,39.0,-39.0,4.98,0.79,-3.15,668.0,,,47.21,19.19,-41.46,16.4,1.0,q1_q17_dr25_tce,4774.0,57.0,-114.0,3.838,0.765,-0.128,1.954,0.309,-1.238,289.81934,51.90485,14.41
8926,K06370.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,3.49550335,9.209e-05,-9.209e-05,132.0754,0.0277,-0.0277,0.0843,0.3691,-0.0842,3.799,0.451,-0.451,60.9,8.2,-8.2,0.66,0.26,-0.05,1081.0,,,322.8,382.84,-73.27,9.6,1.0,q1_q17_dr24_tce,5582.0,152.0,-139.0,4.551,0.027999999999999997,-0.027999999999999997,0.85,0.341,-0.064,293.66177000000005,38.964748,14.248
8927,K07388.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.750737313,4.807e-06,-4.807e-06,131.82143,0.00606,-0.00606,0.463,0.016,-0.447,1.712,0.171,-0.171,38.8,3.9,-3.9,0.48,0.04,-0.02,1603.0,,,1558.69,387.19,-198.44,13.4,1.0,q1_q17_dr25_tce,5151.0,72.0,-92.0,4.602,0.01,-0.07,0.761,0.066,-0.024,293.82587,48.344359999999995,12.306
8928,K06819.01,,CANDIDATE,CANDIDATE,,0,0,0,0,3.226232203,9.005e-06,-9.005e-06,134.41924,0.00231,-0.00231,0.145,0.435,-0.1448,0.4022,0.0982,-0.0982,36.3,3.8,-3.8,1.01,0.54,-0.22,1620.0,,,1627.1,2541.56,-756.19,9.9,1.0,q1_q17_dr24_tce,6534.0,147.0,-195.0,4.203,0.163,-0.163,1.437,0.763,-0.32,286.84533999999996,42.67696,11.429
8929,K07471.01,,CANDIDATE,CANDIDATE,0.953,0,0,0,0,5.29655591,8.52e-05,-8.52e-05,131.8704,0.0141,-0.0141,0.37,0.08,-0.37,3.93,0.315,-0.315,135.4,17.2,-17.2,1.3,0.43,-0.15,1156.0,,,421.14,411.8,-140.13,9.3,1.0,q1_q17_dr25_tce,6268.0,173.0,-260.0,4.428999999999999,0.054000000000000006,-0.21600000000000003,1.1,0.365,-0.122,296.82037,49.75045,15.591
8930,K07213.01,,FALSE POSITIVE,FALSE POSITIVE,0.016,0,0,1,0,0.379412331,3.0030000000000003e-06,-3.0030000000000003e-06,131.61158999999998,0.00855,-0.00855,0.243,0.216,-0.243,1.561,0.108,-0.108,594.0,38.4,-38.4,1.59,0.09,-0.14,1643.0,,,1724.34,504.35,-483.07,20.2,1.0,q1_q17_dr25_tce,4331.0,151.0,-166.0,4.62,0.042,-0.025,0.666,0.041,-0.055,289.87915,46.322497999999996,14.785
8931,K06898.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,321.00742,0.0208,-0.0208,301.0957,0.0365,-0.0365,0.6639,0.0057,-0.5141,13.01,1.6,-1.6,307.1,35.2,-35.2,3.7,2.94,-2.24,351.0,,,3.59,9.19,-3.09,11.1,1.0,q1_q17_dr24_tce,5258.0,133.0,-137.0,3.7710000000000004,0.745,-0.745,2.004,1.592,-1.213,283.69097999999997,43.367691,13.636
8932,K06989.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,0.75509861,1.56e-07,-1.56e-07,131.962107,0.00017,-0.00017,1.091,0.255,-0.064,2.6423,0.0106,-0.0106,60334.0,154.0,-154.0,60.74,16.73,-18.38,2359.0,,,7285.15,6050.29,-4108.89,385.4,2.0,q1_q17_dr25_tce,6038.0,181.0,-163.0,4.206,0.276,-0.184,1.213,0.334,-0.367,300.5683,44.029548999999996,13.440999999999999
8933,K07590.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.594003994,1.975e-06,-1.975e-06,132.07058999999998,0.00268,-0.00268,0.4978,0.0045,-0.4839,5.557,0.507,-0.507,25.4,1.8,-1.8,1.55,0.3,-0.56,4952.0,,,142174.84,82613.38,-93281.31,51.1,1.0,q1_q17_dr24_tce,8596.0,240.0,-360.0,3.793,0.306,-0.306,2.968,0.564,-1.072,299.20239,44.14175,11.548
8934,K08199.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,183.836254,0.005393,-0.005393,149.3728,0.0165,-0.0165,0.956,0.004,-0.68,13.088,0.567,-0.567,1046.2,70.5,-70.5,51.64,8.93,-13.39,852.0,,,124.46,58.93,-64.02,15.7,1.0,q1_q17_dr25_tce,4959.0,86.0,-149.0,2.569,0.03,-0.03,11.963,2.068,-3.102,292.32232999999997,47.255112,13.993
8935,K08201.01,,CANDIDATE,CANDIDATE,0.216,0,0,0,0,392.601892,0.008911,-0.008911,496.9922,0.0143,-0.0143,0.713,0.244,-0.494,3.21,0.482,-0.482,779.0,124.0,-124.0,2.25,0.34,-0.2,204.0,,,0.41,0.2,-0.1,7.8,1.0,q1_q17_dr25_tce,5307.0,159.0,-143.0,4.605,0.032,-0.09699999999999999,0.753,0.112,-0.069,281.87015,47.394989,14.382
8936,K08202.01,,FALSE POSITIVE,FALSE POSITIVE,0.141,1,0,0,0,452.65206,0.04704,-0.04704,495.317,0.13,-0.13,0.646,0.049,-0.475,19.87,5.7,-5.7,175.1,14.2,-14.2,2.41,0.53,-0.63,345.0,,,3.33,2.1,-1.74,17.0,1.0,q1_q17_dr25_tce,6664.0,161.0,-202.0,4.075,0.204,-0.136,1.73,0.375,-0.458,289.64059,47.346439000000004,12.568
8937,K08203.01,,FALSE POSITIVE,FALSE POSITIVE,0.037,1,0,0,0,234.66319186,,,166.0293811,,,0.029,,,7.627,,,243.5,,,1.68,0.53,-0.2,328.0,,,2.73,2.48,-0.92,5.0,2.0,q1_q17_dr25_tce,6306.0,169.0,-225.0,4.426,0.065,-0.20800000000000002,1.076,0.335,-0.134,294.64493,47.338921,14.79
8938,K08204.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,351.204993,0.006986,-0.006986,184.9276,0.0162,-0.0162,0.777,0.175,-0.523,22.414,0.693,-0.693,1257.9,65.8,-65.8,3.57,0.91,-0.5,258.0,,,1.04,0.79,-0.35,21.3,1.0,q1_q17_dr25_tce,5845.0,158.0,-175.0,4.435,0.12,-0.18,0.918,0.236,-0.127,292.75928,47.430401,15.505999999999998
8939,K08205.01,,CANDIDATE,CANDIDATE,0.325,0,0,0,0,260.446151,0.003977,-0.003977,235.469,0.0124,-0.0124,0.896,0.066,-0.644,9.314,0.391,-0.391,713.9,48.3,-48.3,25.39,1.6,-4.8,608.0,,,32.37,5.54,-12.68,16.8,1.0,q1_q17_dr25_tce,4845.0,43.0,-93.0,2.897,0.03,-0.033,7.796,0.492,-1.475,296.38277999999997,47.409591999999996,12.765999999999998
8940,K06252.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,8.460438928,6.29e-07,-6.29e-07,133.7744903,6.27e-05,-6.27e-05,1.061,0.017,-0.008,4.73492,0.00252,-0.00252,76413.0,32.8,-32.8,36.62,6.36,-2.14,804.0,,,98.6,52.46,-21.18,1797.4,1.0,q1_q17_dr25_tce,5951.0,160.0,-178.0,4.638,0.032,-0.128,0.702,0.122,-0.041,291.04407000000003,36.729271000000004,14.812999999999999
8941,K06284.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.958116585,2.2e-07,-2.2e-07,132.052919,0.000209,-0.000209,1.275,0.162,-0.102,2.3496,0.0115,-0.0115,2374.1,10.2,-10.2,49.16,13.11,-15.99,2271.0,,,6312.99,5087.41,-3737.26,296.0,1.0,q1_q17_dr25_tce,6032.0,181.0,-163.0,4.147,0.299,-0.161,1.365,0.364,-0.444,293.16727000000003,37.841389,12.735
8942,K06293.01,,CANDIDATE,CANDIDATE,0.794,0,0,0,0,5.88836941,3.234e-05,-3.234e-05,136.02799,0.00503,-0.00503,0.249,0.226,-0.249,1.05,0.224,-0.224,119.9,21.1,-21.1,1.21,0.39,-0.15,1125.0,,,379.27,362.39,-120.25,8.3,1.0,q1_q17_dr25_tce,6243.0,169.0,-206.0,4.39,0.087,-0.203,1.084,0.353,-0.126,286.58701,38.00108,14.199000000000002
8943,K06328.01,,FALSE POSITIVE,FALSE POSITIVE,0.004,0,0,1,0,0.555973803,1.3259999999999999e-06,-1.3259999999999999e-06,131.96589,0.00206,-0.00206,0.563,0.392,-0.338,1.271,0.0752,-0.0752,75.3,4.0,-4.0,1.9,0.95,-1.26,3049.0,,,20544.64,32228.3,-18476.16,23.3,1.0,q1_q17_dr25_tce,5445.0,190.0,-171.0,3.7760000000000002,0.78,-0.26,2.117,1.051,-1.401,291.86655,38.409081,13.755
8944,K06376.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.992098705,1.93e-07,-1.93e-07,132.891052,8.06e-05,-8.06e-05,1.069,0.041,-0.02,4.03833,0.00379,-0.00379,69414.0,52.5,-52.5,45.85,13.39,-4.49,1435.0,,,1006.31,863.45,-290.16,1186.0,1.0,q1_q17_dr25_tce,6024.0,163.0,-199.0,4.523,0.05,-0.2,0.9,0.263,-0.088,296.00211,39.000510999999996,14.985
8945,K00548.02,,CANDIDATE,CANDIDATE,0.813,0,0,0,0,6.0799457,0.0001125,-0.0001125,136.444,0.015,-0.015,0.097,0.354,-0.097,2.706,0.655,-0.655,55.1,7.8,-7.8,0.86,0.14,-0.08,1101.0,,,348.11,144.15,-77.43,7.3,2.0,q1_q17_dr25_tce,6008.0,77.0,-83.0,4.35,0.076,-0.12300000000000001,1.168,0.186,-0.109,289.50067,51.68573,14.02
8946,K07623.01,,FALSE POSITIVE,FALSE POSITIVE,0.014,0,0,1,0,2.2227289,2.444e-05,-2.444e-05,131.895,0.00643,-0.00643,0.254,0.205,-0.254,2.617,0.291,-0.291,279.1,32.5,-32.5,34.14,0.76,-14.43,4454.0,,,93172.12,12806.48,-67878.27,10.5,1.0,q1_q17_dr25_tce,4996.0,107.0,-250.0,2.354,0.027000000000000003,-0.03,20.848,0.464,-8.811,291.85648,37.065651,12.552
8947,K07628.01,,CANDIDATE,CANDIDATE,0.901,0,0,0,0,1.8134378,2.643e-05,-2.643e-05,132.6703,0.011,-0.011,0.418,0.049,-0.418,7.776,0.312,-0.312,97.4,6.2,-6.2,0.69,0.09,-0.06,1158.0,,,423.67,176.71,-103.86,19.1,1.0,q1_q17_dr25_tce,5094.0,151.0,-136.0,4.618,0.04,-0.065,0.7,0.086,-0.058,290.71725,37.64901,13.960999999999999
8948,K07629.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,0.5421226170000001,2.229e-06,-2.229e-06,131.98408,0.00356,-0.00356,0.108,0.369,-0.108,1.283,0.107,-0.107,88.3,6.7,-6.7,0.94,0.14,-0.05,2238.0,,,5914.13,2276.79,-890.37,16.3,1.0,q1_q17_dr25_tce,5875.0,70.0,-88.0,4.476,0.03,-0.12,0.998,0.149,-0.05,291.40289,37.676689,14.661
8949,K07633.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.73975345,1.491e-06,-1.491e-06,131.81739,0.00162,-0.00162,0.525,0.622,-0.462,4.2,1.7,-1.7,481.8,40.3,-40.3,2.09,0.42,-0.25,1818.0,,,2580.0,1673.26,-805.88,86.2,1.0,q1_q17_dr25_tce,5271.0,174.0,-158.0,4.436,0.10400000000000001,-0.156,0.935,0.19,-0.111,292.68985,37.774361,15.140999999999998
8950,K07899.01,,FALSE POSITIVE,FALSE POSITIVE,0.002,0,0,1,0,8.39140024,5.862e-05,-5.862e-05,139.02864,0.00549,-0.00549,0.342,0.126,-0.342,1.193,0.279,-0.279,134.4,27.8,-27.8,1.1,0.28,-0.2,921.0,,,169.89,127.52,-67.42,9.2,1.0,q1_q17_dr25_tce,5892.0,177.0,-159.0,4.388999999999999,0.175,-0.175,0.935,0.231,-0.168,300.18503,44.635578,14.13
8951,K07907.01,,FALSE POSITIVE,FALSE POSITIVE,0.019,0,1,0,0,352.710091,0.00774,-0.00774,251.1931,0.0151,-0.0151,0.329,0.133,-0.329,2.901,0.364,-0.364,1658.0,212.0,-212.0,3.75,1.19,-0.4,261.0,,,1.09,1.05,-0.34,9.6,1.0,q1_q17_dr25_tce,6112.0,192.0,-234.0,4.513,0.052000000000000005,-0.221,0.908,0.287,-0.096,296.82361000000003,44.855309000000005,15.672
8952,K07908.01,,FALSE POSITIVE,FALSE POSITIVE,0.168,1,0,0,0,0.532493086,2.601e-06,-2.601e-06,131.90243999999998,0.00381,-0.00381,0.558,0.396,-0.336,2.145,0.504,-0.504,19.9,2.0,-2.0,1.87,0.22,-0.86,4893.0,,,135046.96,62033.26,-104048.97,8.9,1.0,q1_q17_dr25_tce,6894.0,280.0,-385.0,3.4760000000000004,0.408,-0.07200000000000001,4.032,0.466,-1.865,299.25092,44.856091,11.238
8953,K07917.01,,FALSE POSITIVE,FALSE POSITIVE,0.002,0,0,1,0,1.41435861,1.44e-05,-1.44e-05,132.69838000000001,0.00846,-0.00846,0.189,0.296,-0.189,2.285,0.262,-0.262,56.8,7.3,-7.3,0.74,0.25,-0.13,1578.0,,,1458.2,1479.9,-594.53,9.5,1.0,q1_q17_dr25_tce,5470.0,164.0,-164.0,4.3660000000000005,0.168,-0.231,0.994,0.336,-0.181,294.94872999999995,45.210251,14.842
8954,K07922.01,,FALSE POSITIVE,FALSE POSITIVE,0.007,0,0,1,0,0.812678859,4.141e-06,-4.141e-06,132.20817,0.00413,-0.00413,0.664,0.105,-0.519,0.841,0.192,-0.192,39.3,7.5,-7.5,0.83,0.27,-0.09,2403.0,,,7917.14,7293.49,-2401.06,7.4,1.0,q1_q17_dr25_tce,6636.0,161.0,-221.0,4.349,0.065,-0.195,1.236,0.397,-0.132,287.89935,45.417488,13.513
8955,K00334.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,8.4879444,5.082e-05,-5.082e-05,176.92505,0.00593,-0.00593,0.752,0.036,-0.533,3.224,0.161,-0.161,119.3,7.2,-7.2,1.23,0.38,-0.19,969.0,,,208.99,194.87,-80.67,19.5,1.0,q1_q17_dr25_tce,6134.0,192.0,-234.0,4.396,0.105,-0.195,1.039,0.319,-0.159,280.88184,47.564243,13.300999999999998
8956,K00061.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.63345402,2.882e-05,-2.882e-05,181.8556,0.0132,-0.0132,1.19,11.24,-0.079,3.817,0.755,-0.755,359.0,61.7,-61.7,24.87,8.04,-3.45,1750.0,,,2211.18,2171.51,-807.44,7.4,1.0,q1_q17_dr25_tce,6283.0,197.0,-241.0,4.372,0.105,-0.195,1.091,0.353,-0.151,296.93594,44.161045,12.179
8957,K03907.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,28.64338839,6.214e-05,-6.214e-05,141.22933,0.00179,-0.00179,0.968,0.012,-0.672,1.2246,0.0812,-0.0812,624.3,37.3,-37.3,5.82,1.15,-1.74,871.0,,,136.32,78.88,-76.84,23.1,1.0,q1_q17_dr25_tce,6507.0,155.0,-194.0,4.002,0.253,-0.11699999999999999,1.767,0.351,-0.527,296.9978,42.65332,12.642000000000001
8958,K03963.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,6.63449721,2.585e-05,-2.585e-05,134.16545,0.00327,-0.00327,1.246,0.525,-0.083,22.982,0.192,-0.192,919.1,6.9,-6.9,85.25,13.65,-34.1,1719.0,,,2067.13,1031.16,-1401.08,160.1,1.0,q1_q17_dr25_tce,6487.0,177.0,-177.0,3.696,0.32799999999999996,-0.08199999999999999,2.817,0.451,-1.127,295.73996,38.862282,12.842
8959,K03968.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,1,1.50650136,4.679e-06,-4.679e-06,132.98952,0.00285,-0.00285,0.556,0.04,-0.455,3.1126,0.0843,-0.0843,66.9,1.9,-1.9,0.8,0.17,-0.14,1562.0,,,1403.44,909.44,-553.82,41.9,1.0,q1_q17_dr25_tce,5607.0,151.0,-151.0,4.381,0.17600000000000002,-0.14400000000000002,0.948,0.206,-0.169,293.7749,45.087639,12.902999999999999
8960,K03991.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,1.570592397,1.6030000000000002e-06,-1.6030000000000002e-06,131.53037700000002,0.000812,-0.000812,0.031,0.438,-0.031,0.623,0.0466,-0.0466,214.4,9.2,-9.2,1.37,0.14,-0.15,1480.0,,,1135.98,325.72,-284.9,29.7,1.0,q1_q17_dr25_tce,5519.0,83.0,-74.0,4.431,0.10800000000000001,-0.07200000000000001,0.921,0.093,-0.102,296.50354,47.486919,13.14
8961,K04927.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,43.142257,0.002967,-0.002967,132.3007,0.0615,-0.0615,1.179,4.75,-0.045,61.73,3.0,-3.0,283.2,11.4,-11.4,37.88,6.94,-8.46,706.0,,,58.68,27.45,-25.07,30.5,1.0,q1_q17_dr25_tce,6198.0,74.0,-80.0,4.069,0.174,-0.11599999999999999,1.769,0.324,-0.395,291.91556,37.322578,14.755999999999998
8962,K07990.01,,CANDIDATE,CANDIDATE,0.789,0,0,0,0,87.487573,0.002634,-0.002634,154.5163,0.0182,-0.0182,0.127,0.338,-0.127,5.881,0.66,-0.66,528.7,77.6,-77.6,1.87,0.49,-0.16,377.0,,,4.79,3.66,-1.25,8.4,1.0,q1_q17_dr25_tce,5774.0,155.0,-172.0,4.567,0.033,-0.17600000000000002,0.818,0.212,-0.071,298.31586,47.105090999999994,15.626
8963,K07991.01,,CANDIDATE,CANDIDATE,0.989,0,0,0,0,11.9451376,0.000216,-0.000216,142.3107,0.0167,-0.0167,0.443,0.54,-0.248,6.893,0.541,-0.541,63.3,6.1,-6.1,3.32,0.64,-1.05,1337.0,,,755.16,408.67,-438.05,12.4,1.0,q1_q17_dr25_tce,5094.0,100.0,-138.0,3.38,0.21,-0.157,4.163,0.808,-1.313,287.55182,47.244862,12.609000000000002
8964,K07992.01,,CANDIDATE,CANDIDATE,0.126,0,0,0,0,277.13367,0.01585,-0.01585,400.4719,0.044,-0.044,0.662,0.307,-0.452,9.67,1.6,-1.6,321.2,53.2,-53.2,1.84,0.56,-0.18,307.0,,,2.09,1.81,-0.61,8.7,1.0,q1_q17_dr25_tce,6461.0,155.0,-213.0,4.474,0.052000000000000005,-0.20800000000000002,0.971,0.294,-0.098,294.38254,47.205769000000004,14.635
8965,K07993.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,3.381607,0.001828,-0.001828,132.92656000000002,0.0092,-0.0092,0.088,0.362,-0.088,7.627,0.381,-0.381,440.6,30.3,-30.3,117.25,27.79,-38.2,6037.0,,,314164.85,232594.75,-187591.92,16.6,1.0,q1_q17_dr25_tce,3974.0,130.0,-118.0,1.056,0.318,-0.212,59.437,14.085,-19.366,296.08136,47.275814000000004,12.798
8966,K07994.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,1,0.660655454,1.47e-06,-1.47e-06,131.6909,0.00191,-0.00191,1.098,0.189,-0.04,7.111,0.357,-0.357,566.9,13.6,-13.6,16.81,5.01,-2.14,2497.0,,,9210.84,8092.05,-3291.3,77.7,1.0,q1_q17_dr25_tce,6520.0,180.0,-270.0,4.375,0.062,-0.2,1.215,0.362,-0.155,298.13785,47.258559999999996,15.665999999999999
8967,K08097.01,,FALSE POSITIVE,FALSE POSITIVE,0.017,1,0,0,0,384.09781,0.02447,-0.02447,418.6723,0.0573,-0.0573,0.016,0.419,-0.016,12.55,1.4,-1.4,100.1,13.5,-13.5,1.63,0.34,-0.51,330.0,,,2.8,1.82,-1.59,8.7,1.0,q1_q17_dr25_tce,5884.0,177.0,-133.0,3.9789999999999996,0.32299999999999995,-0.129,1.628,0.341,-0.511,295.94016,39.849072,12.578
8968,K08099.01,,FALSE POSITIVE,FALSE POSITIVE,0.057,1,0,0,0,333.71634048,,,336.7917544,,,0.093,,,4.8236,,,420.2,,,3.53,0.77,-1.14,362.0,,,4.05,2.69,-2.39,3.1,1.0,q1_q17_dr25_tce,6045.0,181.0,-163.0,3.9560000000000004,0.315,-0.126,1.719,0.372,-0.558,295.53885,40.409279,13.435
8969,K08100.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,322.50741,0.02004,-0.02004,350.3646,0.0409,-0.0409,0.912,0.004,-0.64,20.688,0.992,-0.992,349.5,28.4,-28.4,2.11,0.58,-0.25,257.0,,,1.03,0.82,-0.32,13.7,1.0,q1_q17_dr25_tce,5708.0,152.0,-169.0,4.465,0.078,-0.182,0.933,0.254,-0.109,298.89359,40.437752,14.013
8970,K08101.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,373.8716,0.03763,-0.03763,186.6688,0.0494,-0.0494,0.246,0.223,-0.246,16.78,3.1,-3.1,382.7,42.6,-42.6,2.19,0.62,-0.55,279.0,,,1.44,1.18,-0.72,10.3,2.0,q1_q17_dr25_tce,5846.0,158.0,-158.0,4.258,0.276,-0.184,1.116,0.314,-0.283,283.56866,40.865761,13.683
8971,K08102.01,,FALSE POSITIVE,FALSE POSITIVE,0.157,1,0,0,0,171.046664,0.001613,-0.001613,293.02637000000004,0.00602,-0.00602,0.387,0.082,-0.387,2.438,0.323,-0.323,731.0,102.0,-102.0,32.31,2.3,-8.64,827.0,,,110.64,25.65,-57.6,9.8,1.0,q1_q17_dr25_tce,4932.0,88.0,-137.0,2.697,0.033,-0.027000000000000003,12.048,0.859,-3.223,296.42337000000003,40.892471,12.769
8972,K08103.01,,FALSE POSITIVE,FALSE POSITIVE,0.493,0,1,0,0,0.7998683540000001,5.970000000000001e-07,-5.970000000000001e-07,131.997209,0.000613,-0.000613,1.274,0.064,-0.055,6.613,0.156,-0.156,4928.8,26.2,-26.2,34.7,8.74,-3.73,1816.0,,,2581.61,1967.48,-760.55,251.4,1.0,q1_q17_dr25_tce,5568.0,166.0,-166.0,4.488,0.081,-0.161,0.882,0.222,-0.095,298.52679,40.858391,14.335
8973,K08206.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,345.7671,0.03129,-0.03129,320.3812,0.0502,-0.0502,0.391,0.066,-0.391,15.38,1.2,-1.2,212.7,19.4,-19.4,2.5,0.18,-0.12,336.0,,,3.02,0.63,-0.43,12.3,4.0,q1_q17_dr25_tce,5845.0,79.0,-79.0,4.024,0.025,-0.02,1.702,0.12,-0.083,282.21188,47.577,11.152999999999999
8974,K08207.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,350.34114,0.01714,-0.01714,184.81,0.0195,-0.0195,0.01,0.504,-0.01,16.97,1.1,-1.1,1363.8,98.8,-98.8,2.5,0.33,-0.19,202.0,,,0.39,0.18,-0.09,16.4,1.0,q1_q17_dr25_tce,5188.0,153.0,-153.0,4.6419999999999995,0.033,-0.083,0.69,0.093,-0.053,291.75497,47.549332,15.901
8975,K08208.01,,FALSE POSITIVE,FALSE POSITIVE,0.003,1,0,0,0,363.97165,0.01144,-0.01144,198.9835,0.0186,-0.0186,1.394,6.664,-0.159,5.702,0.868,-0.868,1966.0,280.0,-280.0,40.48,11.21,-3.76,231.0,,,0.68,0.56,-0.18,8.5,3.0,q1_q17_dr25_tce,5648.0,169.0,-152.0,4.559,0.034,-0.184,0.841,0.233,-0.078,298.68832000000003,47.513821,14.977
8976,K08208.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,395.23753,0.02629,-0.02629,186.536,0.0492,-0.0492,0.629,0.045,-0.459,18.494,0.85,-0.85,1298.0,107.0,-107.0,3.17,0.87,-0.3,225.0,,,0.61,0.5,-0.16,13.4,4.0,q1_q17_dr25_tce,5648.0,169.0,-152.0,4.559,0.034,-0.184,0.841,0.233,-0.078,298.68832000000003,47.513821,14.977
