ADDRESS,RV
"3, Courtyard Cottages, Dunstan Steads, Embleton, Alnwick, NE66 3DT",4050
"32, Bowes Street, Blyth, Northumberland, NE24 1BE",6200
"Dolphin Dream 5, Mount Hooley Farm, Berwick-Upon-Tweed, TD15 2PD",4050
"14, The Oval, Bedlington, Northumberland, NE22 5HS",1375
"46, Bondgate Within, Alnwick, Northumberland, NE66 1JD ",27000
"Units G/H, Hawkhill Business Park, Lesbury, Alnwick, NE66 3PG",2750
"62, Longstone Park, Beadnell, Chathill, NE67 5BP",2400
"2-3, Swaledale Court, Blyth, Northumberland, NE24 4EW",5300
"1st Flr 29-30 Bamburgh House, Manor Walks Shopping Centre, Cramlington, Northumberland, NE23 6QE",22500
"1st Flr 29-30 Bamburgh House, Manor Walks Shopping Centre, Cramlington, Northumberland, NE23 6QE",22500
"Southwood Lodge, Riding Mill, Northumberland, NE44 6AD",3350
"2a, Church Street, Amble, Morpeth, Northumberland, NE65 0DZ",3950
"5, Newmans Row, Battle Hill, Hexham, Northumberland, NE46 1BB",12250
"Office G18, Arch Centre For Enterprise, Lintonville Parkway, Ashington, NE63 9JZ",2700
"Phillips (Seahouses) Ltd, Broad Road, North Sunderland, Seahouses, Northumberland, NE68 7UP",9500
"Adjoining 2a, Hawthorne Road, Blyth, Northumberland, NE24 3DT",1075
"Wheatsheaf Hotel, St Helens Street, Corbridge, Northumberland, NE45 5HE",33000
"Unit 5d Block 5, Admiral Business Park, Nelson Waynorth Nelson Industrial Estate, Cramlington, Northumberland, NE23 1JT",12000
"5a, Paikes Street, Alnwick, Northumberland, NE66 1HX",6500
"Units 1 & 2, Station Garage, Kielder, Hexham, Northumberland, NE48 1EG",3500
"G05, Blyth Workspace, Commissioners Quay, Quay Road, Blyth, Northumberland, NE24 3AF",4250
"17, Taylor Street, Seahouses, NE68 7RU",3800
"1, Brookside Place, Bellingham, Hexham, NE48 2AL",2550
"Unit 6, Old Police Station, Front Street West, Bedlington, Northumberland, NE22 6HP",580
"30, Gordon Terrace, Choppington, Northumberland, NE62 5UE",3700
"Unit 4 Former Dairy Site, Kings Mount, Ramparts Business Park, Berwick-Upon-Tweed, TD15 1TQ",2425
"G07, Blyth Workspace, Commissioners Quay, Quay Road, Blyth, Northumberland, NE24 3AF",2750
"Brandy Bank Guest House, West Woodburn, Hexham, NE48 2RA",10000
"28, Regent Street, Blyth, Northumberland, NE24 1LP",9800
"Gresham House, Watling Street, Corbridge, Northumberland, NE45 5AH",17500
"Cricket Ground, Weavers Way, Alnwick, Northumberrland, NE66 1BX",5600
"45, Rosemary Terrace, Blyth, Northumberland, NE24 3DS",5100
"Unit G At, Tower Garage, Regent Street, Blyth, Northumberland, NE24 1LL",5400
"Womens Workshop, Coquet Enterprise Park, Amble, Morpeth, Northumberland, NE65 0PE",1425
"Unit 1, Ochrelands, Hexham, Northumberland, NE46 1SB",2800
"Belford Golf Club, South Road, Belford, Northumberland, NE70 7HY",12000
"13, Castle Island Way, North Seaton Industrial Estate, Ashington, Northumberland, NE63 0XL",5800
"105, Community Enterprise Centre, Ridley Street, Blyth, Northumberland, NE24 3AG",1425
"Masons Arms, Woodbine Street, Amble, Morpeth, Northumberland, NE65 0NH",10500
"Unit A, Newbiggin Home Farm, Hexhamshire, Hexham, NE46 1SZ",6800
"Unit Dc, 92/4d, East Ord Trading Estate, Ord Road, Berwick-Upon-Tweed, TD15 2XG",12250
"Unit L, Newbiggin Home Farm, Hexhamshire, Hexham, NE46 1SZ",8500
"Unit V, Newbiggin Home Farm, Hexhamshire, Hexham, NE46 1SZ",5700
"Unit 1 The Basement, 17, Hallstile Bank, Hexham, Northumberland, NE46 3PG",4150
"Unit A, Alnwick Storage And Haulage Ltd, Alnwick Station, South Road, Alnwick, Northumberland, NE66 2NP",920
"252, Milburn Road, Ashington, Northumberland, NE63 0PJ",5500
"Jubilee Caravans Ltd, Jubilee Industrial Estate, Ashington, Northumberland, NE63 8UB",6300
"1, Wright Street, Blyth, Northumberland, NE24 1HB",7700
"Ashwell, North Lane, North Sunderland, Seahouses, NE68 7UQ",4450
"Toll Field Farm, South Road, Belford, Northumberland, NE70 7DP",4600
"The Gallery, Unit 1, Kirkharle Courtyard, Kirkharle, Newcastle Upon Tyne, NE19 2PE",2075
"Office F13, Arch Centre For Enterprise, Lintonville Parkway, Ashington, NE63 9JZ",3100
"Summerseat, 63, Longstone Close, Beadnell, Chathill, NE67 5BS",3800
"1,, The Stone Barn, Kirkharle, Newcastle Upon Tyne, NE19 2PE",1650
"Golf Driving Range, Eastgate Bank, Mickley, Stocksfield, Northumberland, NE43 7LR",8200
"Units 26-27, Glendale Business Park, Haugh Head, Wooler, Northumberland, NE71 6QP",3000
"Aark, Unit 2, Old Methodist Church, East Cramlington, Cramlington, Northumberland, NE23 6XW",3950
"46, Bridge Street, Morpeth, Northumberland, NE61 1NL",11500
"4 & 4a, Solingen House, Jubilee Industrial Estate, Ashington, Northumberland, NE63 8UF",38500
"6, Merton Road, Ponteland, Newcastle Upon Tyne, NE20 9PY",11750
"12, St Lukes Road, Hexham, Northumberland, NE46 2BB",2650
"The Old Post Office, 41, Northumberland Street, Alnmouth, Alnwick, NE66 2RA",9000
"Bottle Cottage, Harbottle, Morpeth, NE65 7DG",3750
"Room G08 Community Enterprise Centre, Ridley Street, Blyth, Northumberland, NE24 3AG",2500
"1, Greens Park, Warkworth, Morpeth, NE65 0GY",4050
"Roxbury 11-13, Stanley Street, Blyth, Northumberland, NE24 2BS",11600
"Office 4c, Sanderson Arcade, Morpeth, Northumberland, NE61 1NS",3750
"Unit 4, Old Police Station, Front Street West, Bedlington, Northumberland, NE22 6HP",730
"Unit 4b, Coopies Field, Coopies Lane, Morpeth, Northumberland, NE61 6JU",12500
"137, -139 Ashington Drive, Stakeford, Choppington, Northumberland, NE62 5AF",9600
"Unit 2, Old Police Station, Front Street West, Bedlington, Northumberland, NE22 6HP",2550
"70, King Street, Seahouses, Northumberland, NE68 7XS",4050
"Container 23, Kennedy Storage, Haltwhistle Industrial Estate, Haltwhistle, Northumberland, NE49 9HA",350
"6d, Low Greens, Berwick-Upon-Tweed, TD15 1LZ",2000
"Unit 1, Shawwell Business Centre, Stagshaw Road, Corbridge, Northumberland, NE45 5PQ",7100
"Holiday Accomodation At, 146, Main Street, North Sunderland, Seahouses, NE68 7UA",12000
"Miller Uk Ltd, South Nelson Industrial Estate, Cramlington, Northumberland, NE23 1WF",58000
"Apartment 12, Coble Quay, Amble, Morpeth, Northumberland, NE65 0FB",3200
"Harbour Inn, 23, Leazes Street, Amble, Morpeth, Northumberland, NE65 0AL",11750
"Unit 3, Ochrelands, Hexham, Northumberland, NE46 1SB",3150
"Unit 2, West End Farm, Berwick Hill Road, Ponteland, Newcastle Upon Tyne, NE20 0JZ",2275
"Clubhouse, Eshott Airfield, Bockenfield, Felton, Morpeth, Northumberland, NE65 9QJ",1325
"Bockenfield Aerodrome Ltd, Eshott Airfield, Bockenfield, Felton, Morpeth, Northumberland, NE65 9QJ",9600
"Shed D, Eshott Airfield, Bockenfield, Felton, Morpeth, Northumberland, NE65 9QJ",4900
"Unit 3, Limeworks, Fourstones, Hexham, Northumberland, NE47 5DQ",4050
"1st, Floor 12, Station Road, Ashington, Northumberland, NE63 9UJ",3500
"Room 109 Berwick Workspace, Boarding School Yard, 90, Marygate, Berwick-Upon-Tweed, TD15 1BN",1000
"11a, Coopies Way, Coopies Lane, Morpeth, Northumberland, NE61 6JT",6000
"Units Nt72/7a & 7e, Haltwhistle Industrial Estate, Haltwhistle, Northumberland, NE49 9HA",6600
"10 & 11, Sunnieside Square, Seahouses, NE68 7RR",7800
"Robin House, 1, Villiers Gardens, Lucker, Belford, Northumberland, NE70 7JF",3200
"The Dovecote Centre, Dovecote Street, Amble, Morpeth, Northumberland, NE65 0DX",8700
"4, Manchester Street, Morpeth, Northumberland, NE61 1BH",3700
"Units 1 & 2, Riverside Court, Coniston Road, Blyth Riverside Business Park, Blyth, Northumberland, NE24 4RS",6300
"Unit 3, Arch Enterprise Workspace, North Seaton Road, Ashington, NE63 0EF",4000
"15, Fenkle Street, Alnwick, Northumberland, NE66 1HW",6700
"Allendale Pre School Playgroup, Allendale First School, Allendale, Hexham, Northumberland, NE47 9PT",6000
"Allendale Pre School Playgroup, Allendale First School, Allendale, Hexham, Northumberland, NE47 9PT",6000
"Unit Bt, 140/4c, Pegswood Industrial Estate, Pegswood, Morpeth, Northumberland, NE61 6RE",7400
"38, St Ebbas Way, Beadnell, Chathill, NE67 5GH",4450
"24, Castle Drive, Kielder, Hexham, NE48 1EQ",3200
"West Mains House, Beal, Berwick-Upon-Tweed, TD15 2PD",8100
"Unit H, Newbiggin Home Farm, Hexhamshire, Hexham, NE46 1SZ",1375
"23-24, Market Street, Blyth, Northumberland, NE24 1BQ",38500
"The Diamond Inn, Bell Villas, Ponteland, Newcastle Upon Tyne, NE20 9BB",88000
"Royal Tavern, Beaconsfield Street, Blyth, Northumberland, NE24 2DS",11600
"Suites 10-11 Dudley Court, Manor Walks Shopping Centre, Cramlington, Northumberland, NE23 6QW",5900
"1st Flr, 6, Narrowgate, Alnwick, Northumberland, NE66 1JG",13750
"Police Station, Castle Square, Morpeth, Northumberland, NE61 1YH",77000
"Biomass Boiler Services Ltd Unit C Plot 19, Windmill Way East, Ramparts Business Park, Berwick-Upon-Tweed, TD15 1TQ",10000
"Sleight Financial Management Ltd, First Floor 42, Merton Road, Ponteland, Newcastle Upon Tyne, NE20 9PS",8400
"Nt76/16c, Moorland Way, Nelson Park Industrial Estate, Cramlington, Northumberland, NE23 1WE",6500
"Pod 6, Hexham Enterprise Hub, Eastburn, South Park, Hexham, Northumberland, NE46 1BS",950
"40, Craster Court, Manor Walks Shopping Centre, Cramlington, Northumberland, NE23 6UT",44000
"3 Bank House Cottages, Bank House Farm, Acklington, Morpeth, NE65 9AN",3200
"6a, Manchester Street, Morpeth, Northumberland, NE61 1BH",4900
"8-10, Marygate, Berwick-Upon-Tweed, TD15 1BN",9500
"Berwick Rugby Football Club, Derwentwater Terrace, Scremerston, Berwick-Upon-Tweed, TD15 2QT",19750
"66, Front Street, Newbiggin-By-The-Sea, Northumberland, NE64 6QD",4250
"Mivesi, Market Place, Alnwick, Northumberland, NE66 1HS",12250
"Unit 4, Widdrington Local Centre, Widdrington, Morpeth, Northumberland, NE61 5NF",2475
"Unit 15d, Haugh Lane Industrial Estate, Haugh Lane, Hexham, Northumberland, NE46 3PU",9200
"Railway Hotel, Church Street, Haydon Bridge, Hexham, Northumberland, NE47 6JG",20000
"Unit 24b, Spencer Court, Blyth Riverside Business Park, Blyth, Northumberland, NE24 5TG",6900
"Unit 23c, Spencer Court, Blyth Riverside Business Park, Blyth, Northumberland, NE24 5TG",5500
"8-9, Dudley Court, Manor Walks Shopping Centre, Cramlington, Northumberland, NE23 6QW",71500
"51, Front Street, Newbiggin-By-The-Sea, Northumberland, NE64 6NJ",2950
"Former Riverside Cafe Part Unit P, Hadrian Enterprise Park, Haltwhistle, NE49 0HF",8200
"Old Label Store Part Building P, Hadrian Enterprise Park, Haltwhistle, NE49 0HF",4500
"Units M And N, Hadrian Enterprise Park, Haltwhistle, NE49 0HF",28500
"Border Homebake, Hadrian Enterprise Park, Haltwhistle, Northumberland, NE49 0HF",5800
"Unit L, Hadrian Enterprise Park, Haltwhistle, Northumberland, NE49 0HF",10250
"19, Hackwood Park, Hexham, NE46 1AX",3200
"Unit 5, Old Police Station, Front Street West, Bedlington, Northumberland, NE22 6HP",3300
"Nt76/17d, Moorland Way, Nelson Park Industrial Estate, Cramlington, Northumberland, NE23 1WE",6100
"Holywell House, Holywell, Whitley Bay, Tyne And Wear, NE25 0LJ",3700
"Studio 7, Allendale Forge Studios, Market Place, Allendale, Hexham, Northumberland, NE47 9BD",1175
"Studio 7, Allendale Forge Studios, Market Place, Allendale, Hexham, Northumberland, NE47 9BD",1175
"Alnwick Garden Centre, Ventex House, Willowburn Trading Estate, Alnwick, Northumberland, NE66 2PF",11750
"Rothbury Loft, 7, Coquetdale Apartment, High Street, Rothbury, Morpeth, NE65 7TT",3200
"76, Harbour Road, Beadnell, Chathill, NE67 5BE",3800
"192, Hawthorn Road, Ashington, Northumberland, NE63 9AU",5600
"Ryecroft Hotel, 28, Ryecroft Way, Wooler, Northumberland, NE71 6AB",13500
"Gnd Flr, 1, Front Street, Klondyke, Cramlington, Northumberland, NE23 6RF",4300
"11-12, Prospect Terrace, Prudhoe, Northumberland, NE42 6JD",8600
"Unit 1, Dewley, Cramlington, Northumberland, NE23 6DT",11500
"19b, Westgate, Haltwhistle, Northumberland, NE49 9AF",2475
"Prudhoe Adderlane First School, Broomhill Road, Prudhoe, Northumberland, NE42 5HX",24750
"Unit 1, Wallaw Buildings, Woodhorn Road, Ashington, Northumberland, NE63 9UX",24250
"Room 4, Unit 1, Meadowfield Court, Meadowfield, Ponteland, Newcastle Upon Tyne, NE20 9SD",1075
"Kiosk 7 West Mall Craster Court, Manor Walks Shopping Centre, Cramlington, Northumberland, NE23 6QW",6600
"Unit 12d, Windmill Way West, Ramparts Business Park, Berwick-Upon-Tweed, TD15 1TB",2900
"104, Front Street East, Bedlington, Northumberland, NE22 5AE",8200
"107, Chestnut Street, Ashington, Northumberland, NE63 0BS",4200
"Ice House No 6, South Harbour, Blyth, Northumberland, NE24 3PB",1150
"Unit F, Coquet Enterprise Park, Amble, Morpeth, Northumberland, NE65 0PE",9400
"31, Church Street, Berwick-Upon-Tweed, TD15 1EE",4800
"Vintage Upon Tweed, 106, Marygate, Berwick-Upon-Tweed, Northumberland, TD15 1BN",6600
"Tom Brechany Vehicle Repairs, Unit 1, Old Methodist Church, East Cramlington, Cramlington, Northumberland, NE23 6XW",4300
"33, Bowes Street, Blyth, NE24 1EB",3800
"Mas At Cmbc, Uniun Depot, Front Street, Pegswood, Morpeth, Northumberland, NE61 6RG",2900
"Mas At Cmbc, Uniun Depot, Front Street, Pegswood, Morpeth, Northumberland, NE61 6RG",2900
"16a, Regent Street, Blyth, Northumberland, NE24 1LP",7300
"Cmbc, Uniun Depot, Front Street, Pegswood, Morpeth, Northumberland, NE61 6RG",1225
"Unit 10, East Cramlington Industrial Estate, Old Stone Road, Cramlington, Northumberland, NE23 6XW",3350
"Unit D1, Delaval Trading Estate, Seaton Delaval, Whitley Bay, Tyne And Wear, NE25 0QT",13500
"Unit D1, Delaval Trading Estate, Seaton Delaval, Whitley Bay, Tyne And Wear, NE25 0QT",13500
"Office 4 Unit B, Coble Quay, Amble, Morpeth, Northumberland, NE65 0FB",1525
"Pennywells Cottage, Alnham, Alnwick, NE66 4TN",2500
"11, Dunes Court, Beadnell, Chathill, Northumberland , NE67 5EE",5200
"Units 2.3 And 2.3a Beaufront House, Beaufront Park, Anick Road, Hexham, Northumberland, NE46 4TU",9100
"The Hemmel, 30, Swinhoe Road, Beadnell, Chathill, NE67 5AG",9000
"The Old Blacksmiths Shop, Greenhaugh, Tarset, Hexham, NE48 1PW",3200
"Unit 4, Nordstrom House, North Broomhill, Morpeth, Northumberland, NE65 9UJ",3700
"Whitton View, Main Road, Milfield, Wooler, NE71 6JD",3200
"Hartford & Shankhouse Social Club, Scott Street, Hartford, Cramlington, Northumberland, NE23 3AN",5000
"5a, Linnet Court, Cawledge Business Park, Alnwick, Northumberland, NE66 2GD",3200
"13, Telford Court, Morpeth, Northumberland, NE61 2DB",11750
"Walkmill Campsite, Walkmill, Warkworth, Morpeth, NE65 9AJ",6200
"Faith Cottage, Longwitton, Morpeth, NE61 4JN",4400
"Units 26/27, Atley Business Park, Cramlington, Northumberland, NE23 1WP",11250
"Morpeth All Saints C Of E Aided First School, Pinewood Drive, Morpeth, Northumberland, NE61 3RD",38000
"Village Car Centre At, 111, Station Road, Ashington, Northumberland, NE63 8RS",9800
"M Laycock, Ramseys Lane, Wooler, NE71 6NY",670
"Station Mot Centre, At Former Fire Station, Morpeth Road, Ashington, NE63 8PS",4750
"32, Front Street West, Bedlington, Northumberland, NE22 5UB",4650
"The Thatch, 45, West End, Tweedmouth, Berwick-Upon-Tweed, TD15 2HE",5000
"Unit 8, Old Police Station, Front Street West, Bedlington, Northumberland, NE22 6HP",4900
"Hexham Flat Roofing, Station Road, Corbridge, Northumberland, ",6400
"81, Longstone Close, Beadnell, Chathill, NE67 5BS",3800
"3, Taylor Street, Seahouses, NE68 7RU",3800
"Watson House, 23, Oldgate, Morpeth, Northumberland, NE61 1QF",10500
"Office F18, Arch Centre For Enterprise, Lintonville Parkway, Ashington, NE63 9JZ",2275
"5a, Esther Court, Wansbeck Business Park, Rotary Parkway, Ashington, NE63 8AP",5000
"The Cowbarn, Unit 10 Vallum Farm, East Wallhouses, Military Road, Newcastle Upon Tyne, NE18 0LL",4800
"1st Flr, 10, Market Place, Hexham, Northumberland, NE46 1XG",8200
"Pt Unit T Gnd Flr, Former Laboratory Block, Hadrian Enterprise Park, Haltwhistle, Northumberland, NE49 0HF",8100
"1 & 2, Schooner Court, Estuary Drive, Alnmouth, Alnwick, Northumberland, NE66 2SH",7600
"12, Broadway Circle, Blyth, Northumberland, NE24 2PG",3100
"20, Wagonway Road, Alnwick, Northumberland, NE66 1QR",7000
"3, Tamarin Close, Beadnell, Chathill, NE67 5JE",6200
"The Crown Inn, Humshaugh, Hexham, Northumberland, NE46 4AG",10500
"Unit 3, Station Garage, Kielder, Hexham, Northumberland, NE48 1EG",770
"Dale View Cottage, Catton, Hexham, NE47 9QS",2850
"Bolthole By The Beach, 30, Meldon Terrace, Newbiggin By The Sea, Northumberland, NE64 6XH",2500
"34a, Bridge Street, Morpeth, Northumberland, NE61 1NL",2700
"12, Sunnybrae, Embleton, Alnwick, NE66 3UU",3800
"The Old Newsagents, 15, Bondgate Without, Alnwick, Northumberland, NE66 1PR",6200
"The Chapel, Eals, Slaggyford, Brampton, CA8 7PG",2500
"Valley Cottage, Ingram, Alnwick, Northumberland, NE66 4LT",3700
"Benthall House, 4, Benthall Farm, Beadnell, Northumberland, NE67 5JQ",6200
"Kiki'S Hair And Beauty Salon, 1 Mains Farm, Guilden Road, Warkworth, Morpeth, NE65 0TW",560
"19, Longbeach Drive, Beadnell, Chathill, NE67 5EG",4450
"4, Marygate, Berwick-Upon-Tweed, TD15 1BN",7800
"Factory No 23 Grasmere Way, Blyth Riverside Business Park, Blyth, Northumberland, NE24 4RG",4350
"Unit 3, The Old Smokehouse, Windmill Way East, Ramparts Business Park, Berwick-Upon-Tweed, TD15 1TQ",2750
"Unit 26a, Haugh Lane Industrial Estate, Haugh Lane, Hexham, Northumberland, NE46 3PU",3000
"Unit 13 Dukes Court, Dukes Way, Low Prudhoe, Prudhoe, Northumberland, NE42 6DA",1525
"Unit 27h, Spencer Road, Blyth Riverside Business Park, Blyth, Northumberland, NE24 5TG",4400
"1st Flr, Unit 25, Apex Business Village, Annitsford, Cramlington, Northumberland, NE23 7BF",7200
"Gnd Flr, Unit 25, Apex Business Village, Annitsford, Cramlington, Northumberland, NE23 7BF",6100
"Unit 4b,, Stocksfield Hall, Stocksfield, Northumberland, NE43 7TN",7500
"3, High Street, Bellingham, Hexham, NE48 2AT",3350
"5, Wordsworth Avenue, Blyth, Northumberland, NE24 5RF",4950
"31, Crawley Dene, Powburn, Alnwick, NE66 4HA",2550
"Brackenrigg, The Villas, Embleton, Alnwick, NE66 3XG",3800
"15, Bridge Street, Rothbury, Morpeth, Northumberland, NE65 7SE",5300
"Greenhead Hotel, Greenhead, Brampton, CA8 7HB",11750
"4/6, King Street, Blyth, Northumberland, NE24 1LY",8500
"Alnwick Wedding Cars, Ventex House, Willowburn Trading Estate, Alnwick, Northumberland, NE66 2PF",7200
"11, Watling Street, Corbridge, Northumberland, NE45 5AG",12250
"Unit 18, Imex Jubilee Business, Centre,Jubilee Industrial Est, Ashington, Northumberland, NE63 8UB",3000
"Lindisfarne House, Adderstone Farm Steading, North, Belford, NE70 7JA",3750
"I Gerrard, Glassey Terrace, Bedlington, Northumberland, NE22 5LQ",2950
"Factory No 20 Grasmere Way, Blyth Riverside Business Park, Blyth, Northumberland, NE24 4RG",4600
"Unit 2, Tor Cottage, Main Street, Cornhill-On-Tweed, TD12 4QA",2500
"Shed A, Eshott Airfield, Bockenfield, Felton, Morpeth, Northumberland, NE65 9QJ",2400
"Shed C, Eshott Airfield, Bockenfield, Felton, Morpeth, Northumberland, NE65 9QJ",3600
"Shed B, Eshott Airfield, Bockenfield, Felton, Morpeth, Northumberland, NE65 9QJ",4250
"86, North Seaton Road, Ashington, Northumberland, NE63 0EG",4500
"23, Bondgate Within, Alnwick, Northumberland, NE66 1SX",14000
"Ship Hotel, Main Road, Wylam, Northumberland, NE41 8AQ",18500
"S01, Blyth Workspace, Commissioners Quay, Quay Road, Blyth, Northumberland, NE24 3AF",8100
"15, Clayport Street, Alnwick, Northumberland, NE66 1LA",4950
"10c, Armstrong Court, North Seaton Industrial Estate, Ashington, Northumberland, NE63 0YB",6800
"2, St Lawrence Court, Warkworth, Morpeth, NE65 0XD",3800
"Grapes Inn, St Marys Chare, Hexham, Northumberland, NE46 1NQ",16500
"2-4, Oldgate, Morpeth, Northumberland, NE61 1LX",17750
"1st And 2nd Flrs, 101, Waterloo Road, Blyth, Northumberland, NE24 1BY",10500
"Upper Deck, 7, Seafield Apartments, Seafield Road, Seahouses, Northumberland, NE68 7QP",3800
"6, Dunstan View, Seahouses, Northumberland, NE68 7SF",3800
"1, Beachcomber Cottages, Goswick, Berwick-Upon-Tweed, TD15 2RW",3200
"E W Small, Windmill Way West, Ramparts Business Park, Berwick-Upon-Tweed, Northumberland, TD15 1UN",3250
"Pod 7, Amble Harbour Village, Leazes Street, Amble, Morpeth, Northumberland, NE65 0FD",3650
"Pod 4, Amble Harbour Village, Leazes Street, Amble, Morpeth, Northumberland, NE65 0FD",3650
"Ellington Post Office, Front Street, Ellington, Morpeth, Northumberland, NE61 5JA",1500
"Cross House & Garden Studio, 3, Bridge Street, Warkworth, Morpeth, Northumberland, NE65 0XA",5400
"Unit 14, Arch Enterprise Workspace, North Seaton Road, Ashington, NE63 0EF",3350
"Unit 1, Old Police Station, Front Street West, Bedlington, Northumberland, NE22 6HP",1025
"Centre Of Britain Army Surplus, Market Square, Haltwhistle, Northumberland, NE49 0BQ",8100
"28, Beaconsfield Street, Blyth, Northumberland, NE24 2DP",3350
"Captured Keepsakes, Edgewell Road, Prudhoe, Northumberland, NE42 6JH",2450
"Unit Q1 Hadrian Enterprise Park, Haltwhistle, Northumberland, NE49 0HF",4450
"Unit 4, Stephenson Court, Barrington Industrial Estate, Bedlington, Northumberland, NE22 7DQ",8300
"152, Hawthorn Road, Ashington, Northumberland, NE63 9BG",4300
"2, Sovereign Court, Broad Road Industrial Estate, Seahouses, NE68 7WH",1475
"Container 3, Kennedy Storage, Haltwhistle Industrial Estate, Haltwhistle, Northumberland, NE49 9HA",350
"Unit 6, Apex Business Village, Annitsford, Cramlington, NE23 7BF",11500
"38, Station Road, Ashington, Northumberland, NE63 9UJ",9900
"Ravenshill Forest Park, Kielder, Hexham, Northumberland, NE48 1EL",16500
"Ravenshill Forest Park, Kielder, Hexham, Northumberland, NE48 1EL",16500
"Ravenshill Forest Park, Kielder, Hexham, Northumberland, NE48 1EL",16500
"Stable Cottage, Kielder, Hexham, Northumberland, NE48 1EL",3750
"Unit 15 Enterprise Court, Crosland Park, Cramlington, NE23 1LZ",16500
"Coe Burn Caravan Site, Thrunton, Alnwick, Northumberland, NE66 4SQ",6750
"6, Regents Drive, Low Prudhoe, Prudhoe, Northumberland, NE42 6PX",60500
"13a, Armstrong Court, North Seaton Industrial Estate, Ashington, Northumberland, NE63 0YB",4100
"Unit 2 Nelson Park Network Centre, Colbourne Avenue, Nelson Park, Cramlington, Northumberland, NE23 1WD",12250
"Unit B14 Terraced Factories, Bassington Lane, Bassington Industrial Estate, Cramlington, Northumberland, NE23 8AD",5700
"Belford Community Club, West Street, Belford, Northumberland, NE70 7QE",4600
"Belford Community Club, West Street, Belford, Northumberland, NE70 7QE",4600
"43, Regent Street, Blyth, Northumberland, NE24 1LH",5300
"9, Drakestone View, Harbottle, Morpeth, Northumberland, NE65 7DF",2125
"83, Castlegate, Berwick-Upon-Tweed, TD15 1LF",3150
"10, Palace Street East, Berwick-Upon-Tweed, TD15 1HT",5200
"Amrans Indian Kitchen And Grill, 19, Hide Hill, Berwick-Upon-Tweed, TD15 1EQ",7600
"26, Union Street, Seahouses, Northumberland, NE68 7RT",3800
"1st And 2nd Flrs, 101, Waterloo Road, Blyth, Northumberland, NE24 1BY",10500
"Room 1 Gnd Flr, 101, Waterloo Road, Blyth, Northumberland, NE24 1BY",1125
"Room 1 Gnd Flr, 101, Waterloo Road, Blyth, Northumberland, NE24 1BY",1125
"1-3, Foul Ford, Berwick-Upon-Tweed, TD15 1HQ",12000
"3a, Front Street, Prudhoe, Northumberland, NE42 5HJ",4050
"Unit B7 Terraced Factories, Bassington Lane, Bassington Industrial Estate, Cramlington, Northumberland, NE23 8AD",7100
"Unit 10 Enterprise Court, Crosland Park, Cramlington, Northumberland, NE23 1LZ",10500
"S04, Blyth Workspace, Commissioners Quay, Quay Road, Blyth, Northumberland, NE24 3AF",4600
"27, Gibson Street, Newbiggin-By-The-Sea, Northumberland, NE64 6UY",4200
"27, Gibson Street, Newbiggin-By-The-Sea, Northumberland, NE64 6UY",4200
"Apartment 14, Coble Quay, Amble, Morpeth, Northumberland, NE65 0FB",3200
"75, Station Road, Ashington, Northumberland, NE63 8RS",8200
"Salutation Inn, Shoreswood, Berwick-Upon-Tweed, TD15 2NL",16000
"19a/B, Newgate Street, Morpeth, Northumberland, NE61 1AW",2075
"3, Robinson Square, Newbiggin By The Sea, Northumberland, NE64 6EA",2750
"127, Ashington Drive, Choppington, Northumberland, NE62 5AF",5000
"301, Hawthorn Road, Ashington, Northumberland, NE63 0QS",6200
"38, Main Street, Tweedmouth, Berwick-Upon-Tweed, TD15 2AA",2300
"2, Sea View, Shilbottle, Alnwick, NE66 2XB",3350
"19, Newcastle Road, Blyth, Northumberland, NE24 4AG",7300
"Unit 3, Riverside Court, Coniston Road, Blyth, Northumberland, NE24 4RS",2800
"4, Wentworth Place, Hexham, Northumberland, NE46 1XB",4850
"Unit 4c, Old Station Yard, Rothbury, Morpeth, Northumberland, NE65 7QP",6700
"1st, Floor 56, Front Street West, Bedlington, Northumberland, NE22 5UB",8300
"3, Castle Cottages, Kielder, Hexham, NE48 1EP",3200
"Room 203 Berwick Workspace, Boarding School Yard, 90, Marygate, Berwick-Upon-Tweed, TD15 1BN",940
"28, Castle Drive, Kielder, Hexham, NE48 1EQ",4050
"43a, North Street, Seahouses, NE68 7SD",2400
"Pt 1st Flr, William Jones House, Cambois, Blyth, Northumberland, NE24 1QY",14000
"Pt 1st Flr, William Jones House, Cambois, Blyth, Northumberland, NE24 1QY",14000
"Former Snooker Room Pt 1st Flr, William Jones House, Cambois, Blyth, Northumberland, NE24 1QY",3600
"Former Snooker Room Pt 1st Flr, William Jones House, Cambois, Blyth, Northumberland, NE24 1QY",3600
"Unit 18b, Coopies Haugh, Coopies Lane, Morpeth, Northumberland, NE61 6JN",9500
"96, Elsdon Avenue, Seaton Delaval, Whitley Bay, Tyne And Wear, NE25 0BN",5400
"50, Newgate Street, Morpeth, Northumberland, NE61 1BE",5000
"40, Park Road, Blyth, Northumberland, NE24 3DH",6200
"Unit 4, Coopies Haugh, Coopies Lane, Morpeth, Northumberland, NE61 6JT",6800
"34, Woodhorn Road, Ashington, Northumberland, NE63 9AE",4100
"6, Clifton Road, Cramlington, Northumberland, NE23 6TG",6700
"Animal Welfare Clinic, Millbank Road, Bedlington, Northumberland, NE22 5AX",3050
