	seqId	date	category	value
219744	3786	1993-07-24	2.0	4.9767
219746	3786	1993-08-21	3.0	1.96
219748	3786	1993-09-03	2.0	3.1948
219749	3786	1993-09-09	3.0	3.3
219750	3786	1993-09-09	2.0	4.0592
219751	3786	1993-09-20	3.0	3.14
219752	3786	1993-09-27	2.0	4.317
219753	3786	1993-09-27	3.0	5.52
219754	3786	1993-09-27	2.0	1.7595
219755	3786	1993-09-30	3.0	0.00146
219757	3786	1993-10-05	2.0	2.8842
219758	3786	1993-10-08	2.0	2.1459
219759	3786	1993-10-08	3.0	4.43
219760	3786	1993-10-13	3.0	1.72
219761	3786	1993-10-13	2.0	4.0393
219762	3786	1993-10-20	3.0	3.25
219763	3786	1993-10-31	3.0	0.00146
219765	3786	1993-11-05	3.0	1.5264
219766	3786	1993-11-19	3.0	0.87
219767	3786	1993-11-29	3.0	0.93
219768	3786	1993-11-30	3.0	0.00146
219770	3786	1993-12-03	3.0	0.69
219771	3786	1993-12-05	2.0	1.1609
219772	3786	1993-12-09	3.0	0.87
219773	3786	1993-12-19	2.0	0.47
219774	3786	1993-12-28	2.0	2.9626
219775	3786	1993-12-31	3.0	0.00146
220166	3521	1993-06-22	2.0	0.07
220167	3521	1993-07-22	2.0	1.21
220168	3521	1993-07-27	2.0	3.4567
220170	3521	1993-08-09	2.0	4.2731
220171	3521	1993-08-21	3.0	3.07
220173	3521	1993-09-16	2.0	3.6864
220174	3521	1993-09-20	3.0	3.48
220175	3521	1993-09-29	3.0	5.02
220176	3521	1993-09-29	2.0	4.7938
220178	3521	1993-10-06	3.0	4.18
220179	3521	1993-10-06	2.0	4.9456
220180	3521	1993-10-07	2.0	3.5375
220181	3521	1993-10-20	3.0	4.07
220182	3521	1993-10-28	3.0	0.84
220183	3521	1993-10-30	3.0	0.533
220184	3521	1993-10-31	3.0	0.00146
220186	3521	1993-11-19	3.0	1.35
220187	3521	1993-11-25	3.0	0.421
220188	3521	1993-11-30	3.0	0.00146
220190	3521	1993-12-05	2.0	3.0746
220191	3521	1993-12-08	2.0	2.4372
220192	3521	1993-12-17	3.0	3.45
220193	3521	1993-12-17	2.0	2.5217
220194	3521	1993-12-19	3.0	2.66
220195	3521	1993-12-29	3.0	0.27
220196	3521	1993-12-31	3.0	0.00146
220595	886	1993-06-23	2.0	0.09
220596	886	1993-07-10	2.0	1.8469
220597	886	1993-07-23	2.0	0.46
220599	886	1993-08-10	2.0	1.8469
220600	886	1993-08-22	3.0	0.92
220602	886	1993-09-10	2.0	1.8469
220603	886	1993-09-21	3.0	1.18
220605	886	1993-10-10	2.0	1.8469
220606	886	1993-10-21	3.0	1.82
220608	886	1993-11-10	2.0	1.8469
220609	886	1993-11-12	0.0	0.9034
220610	886	1993-11-20	3.0	1.51
220611	886	1993-11-26	3.0	0.31
220613	886	1993-11-30	3.0	0.00146
220614	886	1993-12-10	2.0	2.7704
220615	886	1993-12-12	0.0	0.9034
220616	886	1993-12-20	3.0	1.13
220617	886	1993-12-30	3.0	0.1
220619	886	1993-12-31	3.0	0.00146
220980	5228	1993-06-23	2.0	0.1
220981	5228	1993-07-05	1.0	4.9681
220982	5228	1993-07-23	3.0	1.49
220984	5228	1993-08-05	1.0	4.9681
220985	5228	1993-08-22	3.0	3.09
220987	5228	1993-09-05	3.0	1.81
220988	5228	1993-09-05	1.0	4.9681
220989	5228	1993-09-21	3.0	2.98
220991	5228	1993-10-05	3.0	2.41
220992	5228	1993-10-05	1.0	4.9681
220993	5228	1993-10-21	3.0	3.02
220995	5228	1993-11-05	1.0	4.9681
220996	5228	1993-11-20	3.0	3.38
220997	5228	1993-11-24	3.0	0.87
220998	5228	1993-11-30	3.0	0.01
221000	5228	1993-12-05	1.0	7.4522
221001	5228	1993-12-05	3.0	2.73
221002	5228	1993-12-20	3.0	3.82
221003	5228	1993-12-26	3.0	0.63
221004	5228	1993-12-29	3.0	0.78
221005	5228	1993-12-31	3.0	0.01
221434	702	1993-06-23	2.0	0.08
221435	702	1993-07-07	1.0	0.422
221436	702	1993-08-07	1.0	0.422
221437	702	1993-09-07	1.0	0.422
221438	702	1993-10-07	1.0	0.422
221439	702	1993-11-07	1.0	0.422
221440	702	1993-11-14	0.0	0.2813
221442	702	1993-11-30	3.0	0.00146
221443	702	1993-12-07	1.0	0.422
221444	702	1993-12-11	3.0	0.192
221445	702	1993-12-14	0.0	0.2813
221446	702	1993-12-21	3.0	0.045
221448	702	1993-12-31	3.0	0.00146
221732	300	1993-06-23	2.0	0.04
221733	300	1993-07-08	1.0	0.6892
221734	300	1993-08-08	1.0	0.6892
221735	300	1993-09-08	1.0	0.6892
221736	300	1993-10-08	1.0	0.6892
221737	300	1993-10-21	3.0	0.14
221739	300	1993-11-08	1.0	0.6892
221740	300	1993-11-11	0.0	0.1628
221741	300	1993-11-19	3.0	0.112
221742	300	1993-11-20	3.0	0.49
221744	300	1993-11-30	3.0	0.00146
221745	300	1993-12-08	1.0	0.6892
221746	300	1993-12-11	0.0	0.1628
221747	300	1993-12-17	3.0	0.05
221748	300	1993-12-20	3.0	0.53
221750	300	1993-12-31	3.0	0.00146
222101	1837	1993-06-24	2.0	0.03
222102	1837	1993-07-12	2.0	2.2436
222103	1837	1993-07-24	3.0	0.14
222105	1837	1993-08-12	2.0	2.2436
222106	1837	1993-08-23	3.0	0.92
222108	1837	1993-09-12	2.0	2.2436
222109	1837	1993-09-22	3.0	1.52
222111	1837	1993-10-12	2.0	2.2436
222112	1837	1993-10-22	3.0	2.04
222114	1837	1993-11-12	2.0	2.2436
222115	1837	1993-11-13	0.0	0.6387
222116	1837	1993-11-21	3.0	1.67
222118	1837	1993-11-30	3.0	0.00146
222119	1837	1993-12-12	2.0	3.3654
222120	1837	1993-12-13	0.0	0.6387
222121	1837	1993-12-19	3.0	0.176
222122	1837	1993-12-21	3.0	2.21
222124	1837	1993-12-31	3.0	0.00146
222495	2940	1993-06-24	2.0	0.1
222496	2940	1993-06-25	2.0	2.3106
222498	2940	1993-07-03	2.0	1.4192
222499	2940	1993-07-19	2.0	1.0609
222500	2940	1993-07-24	2.0	0.6087
222501	2940	1993-07-24	3.0	1.34
222502	2940	1993-07-26	2.0	3.1128
222503	2940	1993-07-31	3.0	0.00146
222505	2940	1993-08-05	0.0	0.7156
222506	2940	1993-08-23	3.0	1.96
222507	2940	1993-08-31	3.0	0.00146
222509	2940	1993-09-05	0.0	0.7156
222510	2940	1993-09-06	3.0	1.8269
222511	2940	1993-09-09	2.0	0.6649
222512	2940	1993-09-22	2.0	0.12
222513	2940	1993-09-25	3.0	0.18
222514	2940	1993-09-30	3.0	0.00146
222516	2940	1993-10-05	0.0	0.7156
222517	2940	1993-10-15	2.0	1.3311
222518	2940	1993-10-18	2.0	1.0999
222519	2940	1993-10-19	2.0	4.4957
222520	2940	1993-10-22	3.0	3.23
222521	2940	1993-10-28	2.0	1.0579
222522	2940	1993-10-29	2.0	1.7268
222523	2940	1993-10-31	3.0	0.00146
222525	2940	1993-11-05	0.0	0.7156
222526	2940	1993-11-16	2.0	4.7302
222527	2940	1993-11-16	3.0	5.55
222528	2940	1993-11-21	3.0	2.35
222529	2940	1993-11-30	3.0	0.00146
222531	2940	1993-12-05	0.0	0.7156
222532	2940	1993-12-12	3.0	0.66
222533	2940	1993-12-20	2.0	2.848
222534	2940	1993-12-21	3.0	2.02
222535	2940	1993-12-31	3.0	0.00146
222860	1451	1993-06-24	2.0	0.1
222861	1451	1993-07-13	1.0	0.649
222862	1451	1993-08-13	1.0	0.649
222863	1451	1993-09-13	1.0	0.649
222864	1451	1993-10-13	1.0	0.649
222865	1451	1993-10-22	3.0	0.22
222867	1451	1993-11-13	1.0	0.649
222868	1451	1993-11-21	3.0	0.23
222870	1451	1993-11-30	3.0	0.00146
222871	1451	1993-12-06	3.0	0.045
222872	1451	1993-12-08	0.0	0.3734
222873	1451	1993-12-10	3.0	0.152
222874	1451	1993-12-13	1.0	0.649
222875	1451	1993-12-21	3.0	0.05
222877	1451	1993-12-31	3.0	0.00146
223208	3954	1993-06-25	2.0	0.1
223209	3954	1993-07-11	1.0	0.6109
223210	3954	1993-08-11	1.0	0.6109
223211	3954	1993-09-11	1.0	0.6109
223212	3954	1993-10-11	1.0	0.6109
223213	3954	1993-10-23	3.0	0.07
223215	3954	1993-11-11	1.0	0.6109
223216	3954	1993-11-22	3.0	0.55
223217	3954	1993-11-30	3.0	0.00146
223219	3954	1993-12-09	0.0	0.2014
223220	3954	1993-12-11	1.0	0.6109
223221	3954	1993-12-18	3.0	0.072
223222	3954	1993-12-22	3.0	0.44
223223	3954	1993-12-23	3.0	0.04
223224	3954	1993-12-31	3.0	0.00146
223562	885	1993-06-25	2.0	0.03
223563	885	1993-07-07	2.0	2.1038
223564	885	1993-07-25	2.0	0.29
223566	885	1993-08-07	2.0	2.1038
223567	885	1993-08-24	3.0	0.8
223569	885	1993-09-07	2.0	2.1038
223570	885	1993-09-23	3.0	1.91
223572	885	1993-10-07	2.0	2.1038
223573	885	1993-10-23	3.0	1.97
223575	885	1993-11-07	2.0	2.1038
223576	885	1993-11-08	0.0	0.0872
223577	885	1993-11-10	0.0	0.242
223578	885	1993-11-22	3.0	1.67
223580	885	1993-11-30	3.0	0.00146
223581	885	1993-12-07	2.0	3.1557
223582	885	1993-12-08	0.0	0.0872
223583	885	1993-12-10	0.0	0.242
223584	885	1993-12-18	3.0	0.11
223585	885	1993-12-22	3.0	2.25
223587	885	1993-12-31	3.0	0.00146
224006	2697	1993-06-26	2.0	0.02
224007	2697	1993-07-09	2.0	0.6224
224008	2697	1993-07-26	2.0	0.82
224010	2697	1993-08-09	2.0	0.6224
224011	2697	1993-08-25	2.0	0.15
224013	2697	1993-09-09	2.0	0.6224
224014	2697	1993-09-24	3.0	0.38
224016	2697	1993-10-09	2.0	0.6224
224017	2697	1993-10-24	3.0	0.56
224019	2697	1993-11-09	2.0	0.6224
224020	2697	1993-11-11	0.0	0.0378
224021	2697	1993-11-14	0.0	0.3142
224022	2697	1993-11-23	3.0	0.21
224024	2697	1993-11-30	3.0	0.00146
224025	2697	1993-12-06	0.0	0.0629
224026	2697	1993-12-09	2.0	0.9336
224027	2697	1993-12-11	0.0	0.0378
224028	2697	1993-12-14	0.0	0.3142
224029	2697	1993-12-23	3.0	0.28
224030	2697	1993-12-23	3.0	0.384
224032	2697	1993-12-31	3.0	0.00146
224509	8129	1993-06-26	2.0	0.07
224510	8129	1993-07-13	2.0	2.0612
224511	8129	1993-07-26	3.0	0.09
224513	8129	1993-08-13	2.0	2.0612
224514	8129	1993-08-25	3.0	0.9
224516	8129	1993-09-13	2.0	2.0612
224517	8129	1993-09-24	3.0	1.22
224519	8129	1993-10-13	2.0	2.0612
224520	8129	1993-10-24	3.0	2.0
224522	8129	1993-11-13	2.0	2.0612
224523	8129	1993-11-23	3.0	1.88
224524	8129	1993-11-30	3.0	0.00146
224526	8129	1993-12-04	3.0	0.4
224527	8129	1993-12-05	0.0	0.6184
224528	8129	1993-12-10	3.0	0.22
224529	8129	1993-12-13	2.0	3.0918
224530	8129	1993-12-23	3.0	1.74
224531	8129	1993-12-31	3.0	0.00146
224922	3775	1993-06-27	2.0	0.03
224923	3775	1993-07-12	1.0	0.6136
224924	3775	1993-08-12	1.0	0.6136
224925	3775	1993-09-12	1.0	0.6136
224926	3775	1993-10-12	1.0	0.6136
224927	3775	1993-11-12	1.0	0.6136
224928	3775	1993-11-24	3.0	0.23
224930	3775	1993-11-30	3.0	0.00146
224931	3775	1993-12-03	3.0	0.2
224932	3775	1993-12-07	0.0	0.2448
224933	3775	1993-12-12	1.0	0.6136
224934	3775	1993-12-23	3.0	0.055
224935	3775	1993-12-24	3.0	0.19
224937	3775	1993-12-31	3.0	0.00146
225281	2411	1993-06-27	2.0	0.07
225282	2411	1993-07-07	2.0	2.2183
225283	2411	1993-07-27	2.0	0.29
225285	2411	1993-08-07	2.0	2.2183
225286	2411	1993-08-26	3.0	1.09
225288	2411	1993-09-07	2.0	2.2183
225289	2411	1993-09-25	3.0	1.66
225291	2411	1993-10-07	2.0	2.2183
225292	2411	1993-10-25	3.0	2.23
225294	2411	1993-11-07	2.0	2.2183
225295	2411	1993-11-24	3.0	2.11
225296	2411	1993-11-30	3.0	0.00146
225298	2411	1993-12-07	2.0	3.32745
225299	2411	1993-12-24	3.0	2.82
225300	2411	1993-12-25	3.0	0.288
225301	2411	1993-12-31	3.0	0.00146
225612	1930	1993-06-27	2.0	0.11
225613	1930	1993-07-10	1.0	0.652
225614	1930	1993-08-10	1.0	0.652
225615	1930	1993-09-10	1.0	0.652
225616	1930	1993-10-10	1.0	0.652
225617	1930	1993-10-25	3.0	0.34
225619	1930	1993-11-10	1.0	0.652
225620	1930	1993-11-24	3.0	0.06
225621	1930	1993-11-30	3.0	0.00146
225623	1930	1993-12-08	0.0	0.3223
225624	1930	1993-12-08	3.0	0.145
225625	1930	1993-12-10	1.0	0.652
225626	1930	1993-12-18	3.0	0.296
225627	1930	1993-12-24	3.0	0.34
225628	1930	1993-12-31	3.0	0.00146
225970	9034	1993-06-28	2.0	0.09
225971	9034	1993-07-14	1.0	2.1804
225972	9034	1993-07-28	2.0	0.18
225975	9034	1993-08-14	1.0	2.1804
225976	9034	1993-08-27	3.0	1.28
225979	9034	1993-09-14	1.0	2.1804
225980	9034	1993-09-26	3.0	1.65
225983	9034	1993-10-14	1.0	2.1804
225984	9034	1993-10-26	3.0	2.06
225987	9034	1993-11-14	0.0	0.9115
225988	9034	1993-11-14	3.0	0.8033
225989	9034	1993-11-14	1.0	2.1804
225990	9034	1993-11-25	3.0	0.97
225991	9034	1993-11-30	3.0	0.00146
225994	9034	1993-12-07	3.0	0.63
225995	9034	1993-12-10	0.0	0.4697
225996	9034	1993-12-13	0.0	0.0621
225997	9034	1993-12-14	1.0	3.2706
225998	9034	1993-12-14	0.0	0.9115
225999	9034	1993-12-19	3.0	0.26
226000	9034	1993-12-21	3.0	0.69
226001	9034	1993-12-25	3.0	0.81
226002	9034	1993-12-31	3.0	0.00146
226581	902	1993-06-29	2.0	0.08
226582	902	1993-07-06	2.0	0.7731
226583	902	1993-07-29	2.0	0.61
226585	902	1993-08-06	2.0	0.7731
226586	902	1993-08-28	2.0	0.16
226588	902	1993-09-06	2.0	0.7731
226589	902	1993-09-27	3.0	0.21
226591	902	1993-10-06	2.0	0.7731
226592	902	1993-10-27	3.0	0.58
226594	902	1993-11-06	2.0	0.7731
226595	902	1993-11-07	0.0	0.1726
226596	902	1993-11-09	0.0	0.026
226597	902	1993-11-12	0.0	0.1869
226598	902	1993-11-26	3.0	0.44
226600	902	1993-11-30	3.0	0.00146
226601	902	1993-12-06	2.0	1.1596
226602	902	1993-12-07	0.0	0.1726
226603	902	1993-12-09	0.0	0.026
226604	902	1993-12-12	0.0	0.1869
226605	902	1993-12-26	3.0	0.5
226606	902	1993-12-28	3.0	0.24
226608	902	1993-12-31	3.0	0.00146
227069	3096	1993-06-29	2.0	0.1
227070	3096	1993-07-09	2.0	2.0684
227071	3096	1993-07-29	3.0	0.04
227073	3096	1993-08-09	2.0	2.0684
227074	3096	1993-08-28	3.0	1.13
227076	3096	1993-09-09	2.0	2.0684
227077	3096	1993-09-27	3.0	1.59
227079	3096	1993-10-09	2.0	2.0684
227080	3096	1993-10-27	3.0	1.52
227082	3096	1993-11-09	2.0	2.0684
227083	3096	1993-11-11	0.0	0.0008
227084	3096	1993-11-11	0.0	0.0065
227085	3096	1993-11-12	0.0	0.6446
227086	3096	1993-11-22	3.0	0.09
227087	3096	1993-11-26	3.0	1.28
227089	3096	1993-11-30	3.0	0.00146
227090	3096	1993-12-05	0.0	0.1619
227091	3096	1993-12-07	3.0	0.29
227092	3096	1993-12-09	2.0	3.1026
227093	3096	1993-12-11	0.0	0.0065
227094	3096	1993-12-11	0.0	0.0008
227095	3096	1993-12-12	0.0	0.6446
227096	3096	1993-12-26	3.0	1.84
227098	3096	1993-12-31	3.0	0.00146
227631	630	1993-06-29	2.0	0.04
227632	630	1993-07-10	1.0	0.3542
227633	630	1993-07-29	2.0	1.26
227635	630	1993-08-10	1.0	0.3542
227636	630	1993-08-28	2.0	0.28
227638	630	1993-09-10	1.0	0.3542
227639	630	1993-09-27	3.0	0.27
227641	630	1993-10-10	1.0	0.3542
227642	630	1993-10-27	3.0	0.16
227644	630	1993-11-10	1.0	0.3542
227645	630	1993-11-26	3.0	0.36
227647	630	1993-11-30	3.0	0.00146
227648	630	1993-12-03	3.0	0.066
227649	630	1993-12-06	0.0	0.2361
227650	630	1993-12-10	1.0	0.3542
227651	630	1993-12-26	3.0	0.12
227653	630	1993-12-31	3.0	0.00146
227980	3435	1993-07-01	2.0	0.02
227981	3435	1993-07-08	1.0	0.4635
227983	3435	1993-08-08	1.0	0.4635
227985	3435	1993-09-08	1.0	0.4635
227987	3435	1993-10-08	1.0	0.4635
227989	3435	1993-11-08	1.0	0.4635
227990	3435	1993-11-12	0.0	0.309
227991	3435	1993-11-30	3.0	0.00146
227993	3435	1993-12-08	1.0	0.4635
227994	3435	1993-12-12	0.0	0.309
227995	3435	1993-12-24	3.0	0.06
227996	3435	1993-12-31	3.0	0.00146
228296	2687	1993-07-01	2.0	0.11
228297	2687	1993-07-14	1.0	0.6336
228299	2687	1993-08-14	1.0	0.6336
228301	2687	1993-09-14	1.0	0.6336
228303	2687	1993-10-14	1.0	0.6336
228305	2687	1993-11-14	0.0	0.383
228306	2687	1993-11-14	1.0	0.6336
228307	2687	1993-11-28	3.0	0.4
228309	2687	1993-11-30	3.0	0.00146
228310	2687	1993-12-12	3.0	0.04
228311	2687	1993-12-14	0.0	0.383
228312	2687	1993-12-14	1.0	0.6336
228313	2687	1993-12-28	3.0	0.05
228314	2687	1993-12-28	3.0	0.125
228316	2687	1993-12-31	3.0	0.00146
228632	2552	1993-07-01	2.0	0.1
228633	2552	1993-07-07	2.0	1.798
228634	2552	1993-07-31	2.0	0.04
228636	2552	1993-08-07	2.0	1.798
228637	2552	1993-08-30	3.0	0.47
228639	2552	1993-09-07	2.0	1.798
228640	2552	1993-09-29	3.0	1.13
228642	2552	1993-10-07	2.0	1.798
228643	2552	1993-10-29	3.0	1.72
228645	2552	1993-11-07	2.0	1.798
228646	2552	1993-11-11	0.0	0.7035
228647	2552	1993-11-21	3.0	0.35
228648	2552	1993-11-28	3.0	0.99
228649	2552	1993-11-30	3.0	0.00146
228651	2552	1993-12-04	3.0	0.06
228652	2552	1993-12-07	2.0	2.697
228653	2552	1993-12-10	3.0	0.36
228654	2552	1993-12-11	0.0	0.7035
228655	2552	1993-12-18	3.0	0.17
228656	2552	1993-12-28	3.0	1.55
228657	2552	1993-12-31	3.0	0.00146
229022	5215	1993-07-01	2.0	0.02
229023	5215	1993-07-09	2.0	1.5487
229024	5215	1993-07-31	2.0	0.65
229026	5215	1993-08-09	2.0	1.5487
229027	5215	1993-08-30	3.0	0.86
229029	5215	1993-09-09	2.0	1.5487
229030	5215	1993-09-29	3.0	1.09
229032	5215	1993-10-09	2.0	1.5487
229033	5215	1993-10-29	3.0	1.41
229035	5215	1993-11-07	3.0	0.08
229036	5215	1993-11-09	2.0	1.5487
229037	5215	1993-11-10	0.0	0.087
229038	5215	1993-11-27	3.0	0.11
229039	5215	1993-11-28	3.0	1.07
229040	5215	1993-11-30	3.0	0.00146
229042	5215	1993-12-04	3.0	0.3
229043	5215	1993-12-05	0.0	0.0002
229044	5215	1993-12-08	0.0	0.5315
229045	5215	1993-12-08	0.0	0.0372
229046	5215	1993-12-09	2.0	2.32305
229047	5215	1993-12-10	0.0	0.087
229048	5215	1993-12-13	3.0	0.16
229049	5215	1993-12-28	3.0	1.29
229050	5215	1993-12-31	3.0	0.00146
229659	36	1993-07-01	2.0	0.05
229660	36	1993-07-05	2.0	1.9852
229661	36	1993-07-31	2.0	0.4
229663	36	1993-08-05	2.0	1.9852
229664	36	1993-08-30	3.0	1.14
229666	36	1993-09-05	2.0	1.9852
229667	36	1993-09-29	3.0	1.33
229669	36	1993-10-05	2.0	1.9852
229670	36	1993-10-29	3.0	1.57
229672	36	1993-11-05	0.0	0.4069
229673	36	1993-11-05	2.0	1.9852
229674	36	1993-11-28	3.0	1.83
229675	36	1993-11-30	3.0	0.00146
229677	36	1993-12-03	3.0	0.336
229678	36	1993-12-05	0.0	0.4069
229679	36	1993-12-05	2.0	2.9778
229680	36	1993-12-28	3.0	1.73
229681	36	1993-12-31	3.0	0.00146
230047	2736	1993-07-02	2.0	0.05
230048	2736	1993-07-07	2.0	0.9408
230050	2736	1993-08-01	2.0	0.54
230051	2736	1993-08-07	2.0	0.9408
230052	2736	1993-08-31	2.0	0.17
230054	2736	1993-09-07	2.0	0.9408
230055	2736	1993-09-30	3.0	0.42
230057	2736	1993-10-07	2.0	0.9408
230058	2736	1993-10-30	3.0	0.94
230060	2736	1993-11-07	2.0	0.9408
230061	2736	1993-11-11	0.0	0.4604
230062	2736	1993-11-29	3.0	0.73
230063	2736	1993-11-30	3.0	0.00146
230065	2736	1993-12-07	2.0	1.4112
230066	2736	1993-12-11	0.0	0.4604
230067	2736	1993-12-13	3.0	0.192
230068	2736	1993-12-29	3.0	0.5
230069	2736	1993-12-31	3.0	0.00146
230387	2464	1993-07-02	2.0	0.09
230388	2464	1993-07-04	2.0	0.6797
230389	2464	1993-07-09	2.0	1.1696
230390	2464	1993-07-19	2.0	1.8052
230392	2464	1993-08-01	3.0	0.54
230393	2464	1993-08-07	2.0	3.8103
230394	2464	1993-08-13	0.0	0.5555
230395	2464	1993-08-13	2.0	0.701
230396	2464	1993-08-17	2.0	0.6139
230397	2464	1993-08-27	2.0	2.4881
230399	2464	1993-08-31	3.0	1.63
230400	2464	1993-08-31	3.0	4.91
230401	2464	1993-08-31	3.0	0.01
230402	2464	1993-09-06	3.0	1.5097
230403	2464	1993-09-10	0.0	0.4681
230404	2464	1993-09-13	0.0	0.5555
230405	2464	1993-09-17	2.0	0.9808
230406	2464	1993-09-18	3.0	0.2635
230408	2464	1993-09-30	2.0	0.43
230409	2464	1993-09-30	3.0	0.01
230410	2464	1993-10-02	2.0	1.16
230411	2464	1993-10-10	0.0	0.4681
230412	2464	1993-10-13	0.0	0.5555
230413	2464	1993-10-17	2.0	2.9316
230414	2464	1993-10-22	2.0	1.9777
230415	2464	1993-10-30	3.0	2.52
230417	2464	1993-10-31	3.0	0.01
230418	2464	1993-11-01	2.0	2.2529
230419	2464	1993-11-10	0.0	0.4681
230420	2464	1993-11-13	0.0	0.5555
230421	2464	1993-11-20	2.0	4.1675
230422	2464	1993-11-21	3.0	1.9936
230423	2464	1993-11-29	3.0	3.14
230425	2464	1993-11-30	3.0	0.01
230426	2464	1993-12-04	3.0	0.15
230427	2464	1993-12-10	0.0	0.4681
230428	2464	1993-12-13	0.0	0.5555
230429	2464	1993-12-16	3.0	1.3851
230430	2464	1993-12-17	2.0	2.7008
230431	2464	1993-12-18	2.0	2.6487
230432	2464	1993-12-29	3.0	2.61
230433	2464	1993-12-30	3.0	1.0147
230435	2464	1993-12-31	3.0	0.01
230834	1861	1993-07-02	2.0	0.05
230835	1861	1993-07-06	2.0	1.5308
230837	1861	1993-08-01	2.0	0.53
230838	1861	1993-08-06	2.0	1.5308
230840	1861	1993-08-31	3.0	0.65
230841	1861	1993-09-06	2.0	1.5308
230843	1861	1993-09-30	3.0	1.05
230844	1861	1993-10-06	2.0	1.5308
230845	1861	1993-10-30	3.0	1.26
230847	1861	1993-11-06	0.0	0.1574
230848	1861	1993-11-06	2.0	1.5308
230849	1861	1993-11-09	0.0	0.1519
230850	1861	1993-11-29	3.0	1.15
230852	1861	1993-11-30	3.0	0.00146
230853	1861	1993-12-04	3.0	0.224
230854	1861	1993-12-06	2.0	2.2962
230855	1861	1993-12-06	0.0	0.1574
230856	1861	1993-12-09	0.0	0.1519
230857	1861	1993-12-11	3.0	0.168
230858	1861	1993-12-29	3.0	1.63
230860	1861	1993-12-31	3.0	0.00146
231259	929	1993-07-03	2.0	0.02
231260	929	1993-07-06	2.0	0.8827
231262	929	1993-08-02	2.0	1.01
231263	929	1993-08-06	2.0	0.8827
231265	929	1993-09-01	3.0	0.31
231266	929	1993-09-06	2.0	0.8827
231268	929	1993-10-01	3.0	0.71
231269	929	1993-10-06	2.0	0.8827
231271	929	1993-10-31	3.0	0.6
231272	929	1993-11-06	2.0	0.8827
231273	929	1993-11-07	0.0	0.5884
231275	929	1993-11-30	3.0	0.00146
231276	929	1993-11-30	3.0	0.64
231277	929	1993-12-06	2.0	1.324
231278	929	1993-12-07	0.0	0.5884
231279	929	1993-12-14	3.0	0.22
231280	929	1993-12-30	3.0	0.47
231282	929	1993-12-31	3.0	0.00146
231627	1145	1993-07-03	2.0	0.09
231628	1145	1993-07-12	1.0	0.2921
231630	1145	1993-08-12	1.0	0.2921
231632	1145	1993-09-12	1.0	0.2921
231634	1145	1993-10-12	1.0	0.2921
231636	1145	1993-11-12	1.0	0.2921
231637	1145	1993-11-30	3.0	0.00146
231639	1145	1993-12-06	0.0	0.1469
231640	1145	1993-12-09	0.0	0.0478
231641	1145	1993-12-12	1.0	0.2921
231642	1145	1993-12-25	3.0	0.03
231643	1145	1993-12-31	3.0	0.00146
232008	2298	1993-07-03	2.0	0.1
232009	2298	1993-07-12	2.0	2.1788
232011	2298	1993-08-02	3.0	0.08
232012	2298	1993-08-12	2.0	2.1788
232014	2298	1993-09-01	3.0	0.89
232015	2298	1993-09-12	2.0	2.1788
232017	2298	1993-10-01	3.0	1.65
232018	2298	1993-10-12	2.0	2.1788
232019	2298	1993-10-31	3.0	1.66
232021	2298	1993-11-12	2.0	2.1788
232022	2298	1993-11-30	3.0	2.07
232023	2298	1993-11-30	3.0	0.00146
232025	2298	1993-12-06	3.0	0.15
232026	2298	1993-12-08	0.0	0.455
232027	2298	1993-12-12	2.0	3.2682
232028	2298	1993-12-30	3.0	2.47
232029	2298	1993-12-31	3.0	0.00146
232371	1118	1993-07-04	2.0	0.02
232372	1118	1993-07-07	2.0	0.7538
232374	1118	1993-08-03	2.0	1.06
232375	1118	1993-08-07	2.0	0.7538
232377	1118	1993-09-02	2.0	0.06
232378	1118	1993-09-07	2.0	0.7538
232380	1118	1993-10-02	3.0	0.54
232381	1118	1993-10-07	2.0	0.7538
232383	1118	1993-11-01	3.0	0.5
232384	1118	1993-11-07	0.0	0.1388
232385	1118	1993-11-07	2.0	0.7538
232386	1118	1993-11-12	0.0	0.3637
232387	1118	1993-11-30	3.0	0.00146
232389	1118	1993-12-01	3.0	0.28
232390	1118	1993-12-03	3.0	0.4
232391	1118	1993-12-07	0.0	0.1388
232392	1118	1993-12-07	2.0	1.1307
232393	1118	1993-12-12	0.0	0.3637
232394	1118	1993-12-31	3.0	0.57
232395	1118	1993-12-31	3.0	0.00146
232770	3778	1993-07-04	2.0	0.11
232771	3778	1993-07-05	2.0	2.2798
232773	3778	1993-08-03	2.0	0.14
232774	3778	1993-08-05	2.0	2.2798
232776	3778	1993-09-02	3.0	1.02
232777	3778	1993-09-05	2.0	2.2798
232779	3778	1993-10-02	3.0	1.66
232780	3778	1993-10-05	2.0	2.2798
232782	3778	1993-11-01	3.0	1.91
232783	3778	1993-11-05	2.0	2.2798
232784	3778	1993-11-07	0.0	0.3035
232786	3778	1993-11-30	3.0	0.00146
232787	3778	1993-12-01	3.0	1.95
232788	3778	1993-12-05	2.0	3.4197
232789	3778	1993-12-07	0.0	0.3035
232790	3778	1993-12-11	3.0	0.16
232791	3778	1993-12-15	3.0	0.42
232792	3778	1993-12-24	3.0	0.324
232794	3778	1993-12-31	3.0	0.00146
232795	3778	1993-12-31	3.0	2.32
233170	381	1993-07-04	2.0	0.1
233171	381	1993-07-08	2.0	0.8209
