,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
8122,0,0.9999999,67,0,0.07648088,4000,2,0,0,0,0
8123,0,0.96083696,45,2,2.065173116,981,10,0,2,0,1
8124,0,0.009612697,85,0,13,NA,6,0,0,0,NA
8125,1,0.02369459,78,0,0.07295271,3467,14,0,0,0,0
8126,0,0.197828078,49,0,0.237834955,7500,11,0,1,0,2
8127,0,0.047347736,59,0,0.1245688,10435,5,0,0,0,1
8128,0,0.01615502,57,0,0.1105,11999,15,0,2,0,0
8129,0,0.9999999,34,0,0.484757621,2000,8,0,1,0,2
8130,0,0.074792521,71,1,0.631342613,2226,7,0,1,0,0
8131,0,0.66736391,28,0,0.32537976,14416,10,0,2,0,0
8132,0,0.763278763,45,0,0.894317175,7900,27,0,2,0,3
8133,0,0.13748646,49,0,0.202941852,4350,4,0,0,0,2
8134,0,0.009559618,47,0,0.23159605,8000,8,0,1,0,1
8135,0,0.048641225,60,0,0.328223436,4761,13,0,2,0,1
8136,0,0.826507376,64,0,0.343409915,7442,8,0,1,0,0
8137,0,0.931548566,55,0,0.794766547,5846,12,0,4,0,0
8138,0,0.008705736,61,0,0.49446948,2440,6,0,1,0,0
8139,0,0.072800185,66,0,0.958928051,3432,9,0,2,0,0
8140,0,0.153982469,45,1,0.240327806,5246,9,1,1,0,0
8141,0,0.048963829,67,0,0.02869913,4250,13,0,0,0,0
8142,0,0.078215662,73,0,0.389122176,5000,10,0,1,0,1
8143,0,0.048650703,66,0,0.440906483,3485,14,0,1,0,1
8144,0,0.675324675,28,1,0.107040092,5212,3,0,0,0,3
8145,0,0.535972791,66,0,0.957708385,4066,10,0,3,0,0
8146,1,0.9999999,43,0,0.098250336,5200,2,0,0,1,1
8147,0,0.055464086,67,1,0.256194754,6900,17,0,1,0,1
8148,0,0.187690521,52,0,3261,NA,9,0,2,0,2
8149,0,0.104397912,50,0,0.088485252,6000,8,0,0,0,2
8150,0,0.501029369,39,0,0.48782235,5583,10,0,2,0,1
8151,0,0.056895884,50,0,0.159242371,2850,4,0,0,0,3
8152,0,0.003732836,83,0,0,NA,3,0,0,0,0
8153,0,0,67,0,1403,NA,9,0,1,0,0
8154,0,0.039974819,50,0,48,NA,6,0,0,0,0
8155,0,0.271357621,55,0,0.188215411,13016,8,0,2,0,0
8156,0,0.9999999,57,1,2109,NA,5,0,1,0,0
8157,0,0.280161402,49,0,0.439922821,5700,14,0,3,0,0
8158,0,0.205149768,50,0,0.32827862,6000,7,0,2,0,0
8159,0,0.9999999,56,2,0.23072905,13400,3,1,2,1,2
8160,0,0.858021843,29,1,1541,NA,8,0,1,0,2
8161,0,0.16279186,68,0,2262,NA,9,0,1,0,0
8162,0,0.005162738,71,0,0.267748028,9000,13,0,3,0,0
8163,0,0.096903097,24,0,5,NA,1,0,0,0,0
8164,0,0.015997715,63,0,0.00029997,10000,1,0,0,0,0
8165,0,0.202875807,57,0,0.117262591,2600,13,0,0,0,0
8166,0,0.171100246,56,0,0.341820892,8050,21,0,1,0,0
8167,0,0.006958188,65,0,0.002511301,3981,5,0,0,0,0
8168,0,0.482622369,46,0,0.166201243,11100,9,0,0,0,2
8169,0,0.150342471,64,0,0.284387945,7000,7,0,1,0,1
8170,0,0.022179036,55,0,0.41469319,9500,8,0,2,0,3
8171,0,0.178906003,52,0,0.374734524,12712,5,0,2,0,0
8172,1,0.808125306,41,3,0.430356737,4400,7,0,0,0,1
8173,0,0.017425429,63,1,0.46704155,3200,8,0,1,0,0
8174,1,0.9999999,23,98,0.006922012,2166,0,98,0,98,0
8175,0,0.101106617,62,0,0.079402423,8500,5,0,0,0,0
8176,1,0.822326485,45,0,2994,NA,10,0,1,1,0
8177,0,0.079273171,45,0,0.243066302,8400,5,0,2,0,3
8178,0,0.290225469,62,0,0.555447471,3083,9,0,2,0,0
8179,0,0.890473968,56,0,0.194451032,12650,9,0,1,0,1
8180,0,0,52,0,0.309083174,4700,6,0,0,0,0
8181,0,0.008518203,41,0,2357,NA,7,0,1,0,0
8182,0,0.807438512,36,0,0.367797303,7340,6,0,2,0,2
8183,0,0.096,71,0,29,NA,4,0,0,0,0
8184,0,0.045386627,57,0,0.154818733,7750,5,0,1,0,0
8185,0,0.9999999,22,0,965,0,1,0,0,0,0
8186,0,0.065733382,39,0,7291,NA,16,1,8,0,0
8187,0,0.002533164,45,0,0.272287952,6000,9,0,2,0,1
8188,0,0.183660545,57,0,0.367940524,7666,8,0,2,0,1
8189,0,0.24750051,40,0,0.812633073,5635,5,0,3,0,2
8190,0,0.093890084,48,1,3550,NA,7,0,2,0,0
8191,0,0.073364221,54,0,0.268414251,5416,3,0,1,0,0
8192,0,0,51,0,0.281593775,7453,7,0,1,0,1
8193,0,0.017679646,32,0,0.086285644,8100,11,0,0,0,0
8194,0,0.814798943,40,0,0.670207385,1976,7,0,0,0,0
8195,0,0.006917756,53,1,0.211009174,4250,7,0,1,0,0
8196,1,0.9999999,42,0,0,3323,0,0,0,1,2
8197,0,0.437450728,33,1,0.575594437,2228,10,0,1,0,0
8198,0,0,54,0,0.488691732,13750,5,0,3,0,0
8199,0,0.002668273,47,1,0.519478938,8213,5,0,1,0,3
8200,0,9340,62,0,0.186907943,8233,2,0,1,0,3
8201,0,0.025619816,39,0,0.258127529,7166,12,0,2,0,3
8202,0,0.2328918,50,0,0.491439149,2160,7,0,2,0,2
8203,1,0.793606084,38,0,0.12987609,6536,11,0,0,0,2
8204,0,0.104900317,43,0,2517,NA,6,0,2,0,0
8205,0,0.121357775,52,0,0.289078991,9000,8,0,1,0,2
8206,0,0.568195415,58,0,0.151694786,6578,4,0,0,0,2
8207,0,0.038688381,42,0,0.463738697,5418,7,0,3,0,1
8208,0,0.326128491,73,0,4572,NA,23,0,2,0,0
8209,0,0.86746027,40,0,0.869244936,3800,7,0,1,0,1
8210,0,0.9999999,70,0,703,NA,1,1,1,0,0
8211,0,0.062788,65,0,0.323488694,6500,16,0,0,0,0
8212,0,0.085231321,70,0,0.246071701,6554,8,0,1,0,1
8213,0,0.012525715,47,1,0.084980237,7083,15,0,0,0,2
8214,0,0.032300193,79,0,0.026789284,2500,7,0,0,0,0
8215,0,0,76,0,0,3621,2,0,0,0,0
8216,0,0.9999999,61,0,0.055967633,1482,0,1,0,0,0
8217,1,0.325548857,49,0,0.480425979,6666,9,0,2,0,0
8218,0,0.768952115,41,0,4224,NA,9,0,2,0,2
8219,0,0.106545317,61,0,1045,NA,25,0,1,0,0
8220,0,0.036445721,74,0,59,NA,9,0,0,0,0
8221,0,0.228637096,64,0,0.474811886,7840,13,0,2,0,0
8222,0,0.9999999,66,0,1067,NA,2,0,1,0,0
8223,0,0.001333305,52,0,1,NA,5,0,0,0,0
8224,0,0.101422864,61,0,1317,NA,6,0,2,0,0
8225,0,0.001181782,55,0,0.301587302,8000,6,0,1,0,2
8226,0,0.842714361,27,0,0.01136543,6334,4,0,0,0,0
8227,0,0.54798299,51,0,0.410307898,2987,6,0,2,0,0
8228,0,0.14645656,59,0,0.319924773,9570,16,0,2,0,0
8229,0,0.092083525,78,0,0.4338804,5300,19,0,1,0,0
8230,0,0.088900271,56,0,0.231584745,7262,11,0,2,0,0
8231,1,0.943343273,52,0,0.264789408,25000,7,0,0,1,3
8232,0,0.969104952,43,0,0.202851762,3716,1,0,0,0,0
8233,0,0.809273841,60,0,0.397343862,5571,5,0,1,0,0
8234,0,0.091786053,48,0,0.255955532,11333,18,0,2,0,0
8235,0,0.427797684,45,0,0.028455285,5411,2,0,0,0,0
8236,0,0.111996204,72,0,0.543966152,5435,10,0,2,0,0
8237,0,0.136275951,56,0,0.473514779,6833,13,0,2,0,4
8238,0,0.026970658,77,0,28,NA,3,0,0,0,NA
8239,0,0,65,0,0.239417071,4322,10,0,1,0,0
8240,0,0.015699477,60,0,0.590939374,1500,3,0,1,0,0
8241,0,0.304591954,71,0,0.380505415,2769,5,0,2,0,0
8242,0,0.03684596,57,0,0.557269352,3500,15,0,2,0,0
8243,0,0.328667333,24,0,0.235105958,2500,5,0,0,0,0
8244,0,0.032951335,58,0,0.012078301,2400,6,0,0,0,0
8245,0,0.03016164,32,0,0.026687,5245,3,0,0,0,0
8246,0,0.214603608,51,0,1.720999405,1680,11,0,2,0,1
8247,0,0.128676721,35,0,0.856893543,4583,10,0,4,0,0
8248,0,0.383473019,31,0,0.698424069,1395,7,0,1,0,0
8249,1,0.799112098,63,0,0.010024301,3291,3,2,0,0,0
8250,0,0,32,0,435,NA,3,0,0,0,0
8251,1,1.013990816,31,2,2915,NA,8,1,1,1,0
8252,1,0.9999999,48,0,0.016731279,4900,0,0,0,0,1
8253,0,0.077268184,44,0,0.243907012,5333,11,0,1,0,0
8254,0,0.924276763,36,0,0.252430134,3291,7,0,1,0,2
8255,0,0.281434206,47,1,0.188086573,10441,11,0,0,0,5
8256,0,0.9999999,29,1,0.374925373,1674,1,0,0,0,3
8257,0,0.019158776,56,0,0.005271769,5500,7,0,0,0,0
8258,0,0.914193729,54,1,0.730998401,6880,17,0,1,0,2
8259,0,0.258539863,55,0,867,NA,11,0,0,0,0
8260,1,0.527576552,47,3,0.43219627,5950,7,0,1,0,0
8261,0,0.0427054,62,0,0.389984401,25000,26,0,6,0,0
8262,0,0.051571313,56,1,0.398100317,6000,15,0,2,0,2
8263,0,0.088824,67,1,0.108284535,10416,7,0,1,0,0
8264,0,0.51766164,62,0,0.817125492,5593,13,0,2,0,0
8265,0,0.070492951,40,1,0.366129585,5833,11,0,2,0,2
8266,0,0.9999999,57,0,0.161502966,1516,1,0,0,0,0
8267,1,0.49366514,34,1,0.419942077,7250,10,0,2,0,0
8268,0,0.170445226,34,0,0.525245792,6000,9,0,2,0,0
8269,0,0.065531149,68,0,0.466306739,5000,4,0,2,0,0
8270,1,0.699388909,42,1,3253,NA,11,0,1,0,2
8271,0,0.003820637,80,0,0.218446602,3501,12,0,1,0,0
8272,1,0.428255873,50,2,5943,NA,13,0,3,1,0
8273,1,0.975339088,54,1,0.488702929,3584,5,4,1,1,1
8274,0,0.484548355,47,0,1729,0,9,0,1,0,2
8275,0,0.670038819,34,0,0.081489062,7816,9,0,0,0,0
8276,0,0,47,0,919,NA,11,0,2,0,0
8277,0,0.005025909,88,0,0.00279944,5000,4,0,0,0,0
8278,0,0.100999954,40,0,0.492760922,7942,10,0,2,0,0
8279,0,0.985762167,52,0,0.567780304,5716,11,0,2,0,3
8280,0,0.06227541,50,0,2777,NA,9,0,2,0,3
8281,0,0.015738788,52,0,0.321369055,7800,6,0,2,0,1
8282,0,0.462146038,26,0,1.241169306,820,6,0,0,0,0
8283,0,0.682439799,42,0,0.362479549,5500,5,0,1,0,3
8284,0,0.018999487,46,0,4438,NA,8,0,1,0,2
8285,1,0,26,0,0.010598032,1320,3,0,0,0,0
8286,0,0.000473659,55,1,0.00814664,5400,8,0,0,0,0
8287,0,0.765942251,39,0,0.13439113,5230,4,0,0,0,2
8288,0,0.009381804,44,0,0.013369901,2916,14,0,0,0,0
8289,0,0.157394421,61,0,91,NA,3,0,0,0,0
8290,1,0.9999999,37,1,2486,0,7,1,1,1,4
8291,0,0.015998933,50,0,0.065273565,8900,6,0,0,0,2
8292,0,0.085249601,68,0,65,NA,4,0,0,0,0
8293,0,0.9999999,64,0,58,NA,1,0,0,0,0
8294,0,0.06742214,74,0,1514,NA,21,0,1,0,0
8295,0,0.107287794,49,0,0.421722336,4400,10,0,2,0,1
8296,0,0.253479555,42,0,0.562527045,2310,9,0,1,0,0
8297,0,0.086491351,63,0,0.00526205,4750,6,0,0,0,0
8298,0,0.219643465,53,0,0.493328713,5770,11,0,2,0,1
8299,0,0.050108327,42,0,0.333061806,9820,7,0,2,0,0
8300,0,0.033816645,41,0,0.251272016,2554,3,0,0,0,0
8301,0,0,39,0,1131,NA,5,0,2,0,0
8302,0,0.004194431,51,1,0.148560817,14000,7,0,2,0,3
8303,0,0.000519979,62,0,4011,NA,7,0,1,0,0
8304,0,0.317193832,31,0,2523,NA,6,0,2,0,NA
8305,0,0.17546618,52,0,0.463489623,1300,4,0,0,0,0
8306,0,0.081002095,71,0,0.136863137,1000,5,0,0,0,0
8307,0,0.48022907,49,0,0.433065106,4100,7,0,2,0,1
8308,1,0.574031553,44,1,0.222519455,4111,7,0,0,1,1
8309,0,0.03179422,81,0,0.081800446,7175,10,0,0,0,2
8310,0,0.797311315,47,0,6521,NA,7,0,2,1,0
8311,0,0.017006705,77,0,0.002705564,8500,8,0,0,0,1
8312,0,0.014915303,78,0,20,NA,10,0,0,0,0
8313,0,0.9999999,80,0,1016,NA,2,0,1,0,NA
8314,0,0.132442505,29,0,0.100130719,3824,5,0,0,0,0
8315,0,0.552699229,48,0,0.207539088,4668,9,0,0,0,2
8316,0,0.073234995,54,0,910,NA,6,0,0,0,4
8317,0,0.114207661,53,0,0.404049873,10666,10,0,3,0,1
8318,0,0.257010316,64,0,0.354978792,9901,18,0,3,0,0
8319,0,0.158926879,59,0,0.529501916,9134,13,0,1,0,1
8320,0,0.560540991,40,0,0.638144742,2500,12,0,0,0,1
8321,0,0.367864134,31,0,0.187308359,7500,9,0,0,0,0
8322,0,0.115992001,29,0,0.461492891,3375,13,0,1,0,0
8323,0,0.434228583,28,1,1.051518647,2600,12,0,1,0,3
8324,0,0.00166206,76,0,165,NA,15,0,1,0,0
8325,0,0.253189701,73,0,0.27521349,9250,12,0,1,0,0
8326,0,0.005609066,73,0,0.000777691,9000,7,0,0,0,0
8327,0,0.009542312,34,0,0.311877903,4520,12,0,1,0,0
8328,0,0.126597721,70,0,0.35882194,3700,11,0,1,0,0
8329,0,0.021132667,64,0,1092,NA,8,0,2,0,0
8330,0,0.133815111,37,0,0.024493877,4000,7,0,0,0,0
8331,0,0.038198473,29,0,557,NA,6,0,0,0,0
8332,0,0.587547046,56,0,0.085991401,10000,4,0,0,0,0
8333,0,0.206981184,43,0,0.303341902,3500,7,0,2,0,2
8334,0,0.03833683,31,0,0.381633595,6500,8,0,2,0,0
8335,0,0.3390406,31,0,0.529578404,6000,9,0,1,0,2
8336,0,0.288706963,46,3,0.598297367,5050,10,0,1,1,2
8337,0,0.372140618,34,0,0.560469141,5200,12,0,1,1,0
8338,0,1.004015441,60,1,0.451308261,18000,17,0,2,0,1
8339,0,0.271955533,43,0,886,NA,11,0,0,0,2
8340,0,0.9999999,24,0,498,NA,0,0,0,0,0
8341,0,0.0869377,69,0,0.298737403,8632,12,0,2,0,1
8342,0,0.982120773,51,0,0.328345802,9623,9,0,2,0,1
8343,0,0.153667488,64,0,3225,NA,6,0,1,0,0
8344,0,0.645319533,46,0,3113,NA,8,0,2,0,0
8345,0,0.430456017,52,0,0.251261269,12090,25,0,0,0,0
8346,0,0.479845849,28,0,0.219741481,850,5,0,0,0,0
8347,0,0.874025195,51,0,967,NA,4,0,0,0,NA
8348,0,0.227335453,72,0,0.146550493,7000,6,0,0,0,0
8349,0,0.527096239,46,2,0.736554047,9500,11,0,2,0,2
8350,0,0.9999999,34,0,0,2720,0,0,0,0,1
8351,0,0.152442139,31,0,0.077540631,5106,6,0,0,0,1
8352,0,0.039286273,67,0,1248,NA,7,0,1,0,0
8353,0,0.017097369,65,0,13,0,3,0,0,0,0
8354,0,0.228617022,51,0,0.299383089,8266,13,0,2,0,4
8355,0,0,67,0,0,NA,2,0,0,0,0
8356,0,0.2725662,56,0,1.047664901,2076,11,0,1,0,2
8357,0,0.140046499,46,0,0.102099767,9000,8,0,0,0,2
8358,0,0.004008502,47,0,0.141723885,15000,15,0,1,0,0
8359,0,0.019444174,52,0,0.124565715,11800,6,0,1,0,1
8360,0,0.937132858,59,0,0.024523161,10642,1,0,0,0,2
8361,0,0,31,0,0.368617518,7500,8,0,1,0,0
8362,0,0.172765447,66,0,0.104423771,5266,3,0,0,0,1
8363,1,0.9999999,48,3,0.454627134,1112,3,1,0,0,0
8364,0,0.287930723,42,0,1.704918033,2500,9,0,1,0,0
8365,0,0.015776451,39,1,0.214427795,7540,10,0,1,0,0
8366,0,0.097330166,62,0,0.022193905,9416,11,0,0,0,0
8367,0,0.545289127,88,1,0.181062995,13000,15,0,0,0,1
8368,0,0.576716838,47,0,0.312758978,11583,10,0,2,0,0
8369,0,0.286000133,42,0,0.435269972,6333,18,0,1,0,3
8370,0,0.402186486,35,0,0.431061807,4416,6,0,1,0,0
8371,0,0.06352663,78,0,0.161006723,5800,20,0,1,0,0
8372,0,0.415848131,42,0,0.253457757,12001,6,0,2,0,3
8373,0,0.04281429,87,0,0.147698894,2802,2,0,0,0,0
8374,0,0.345861655,40,0,0.15964141,11600,8,0,1,0,2
8375,0,0,70,0,0.344590091,4500,10,0,2,0,0
8376,0,0.02609739,75,0,0.00139972,5000,2,0,0,0,0
8377,0,0.006117822,75,1,637,NA,7,0,1,0,0
8378,0,0.995004995,30,0,383,NA,4,0,0,0,0
8379,0,0.048826853,57,0,0.007124109,8000,6,0,0,0,0
8380,0,0.010136133,57,1,0.696340732,8334,21,0,3,1,0
8381,0,1.029660019,58,0,0.405074056,14110,10,0,1,0,1
8382,0,0.51519388,48,0,0.536507937,6299,13,0,2,0,2
8383,0,0.114070874,35,0,0.353738474,9000,2,0,1,0,2
8384,0,0.062096572,53,0,0.370424067,8276,8,0,3,0,1
8385,1,0.235062839,47,1,0.382231405,6291,5,0,1,0,3
8386,0,0.044830376,56,0,0.260980746,6647,8,0,1,0,0
8387,0,0.305814788,33,0,0.34755366,7500,9,0,1,0,0
8388,0,0.009722778,61,0,2056,NA,6,0,2,0,0
8389,0,0.276141115,46,0,0.928028933,5529,13,0,4,0,1
8390,0,0.006307956,47,0,0.32691827,4000,7,0,1,0,2
8391,0,0,55,0,0.161683533,8695,10,0,1,0,1
8392,1,0.9999999,35,0,234,NA,8,1,0,0,0
8393,0,0.434962464,34,0,0.443511298,5000,8,0,1,0,1
8394,0,0.758657109,31,0,0.786042624,7178,14,0,2,0,0
8395,0,0.072089642,52,0,1.001525165,1966,9,0,1,0,0
8396,0,0.030848458,61,0,1732,NA,9,0,1,0,NA
8397,0,0.117001334,93,0,181,NA,7,0,0,0,NA
8398,0,0.16571414,77,0,0.538827528,5884,11,0,2,0,2
8399,1,0.026069485,70,0,2673,NA,11,0,2,0,0
8400,0,0.003860341,39,0,0.345576982,9800,10,0,1,0,0
8401,0,0.138535133,48,0,0.239083853,21000,13,0,2,0,4
8402,0,0.9999999,36,0,0.102965678,3000,1,0,0,0,2
8403,0,0.052568674,66,0,0.156374988,10250,3,0,1,0,1
8404,1,0.476717152,59,0,3792,NA,10,0,2,0,0
8405,0,0.422384241,60,0,0.468291159,3200,7,0,1,0,0
8406,0,0.013253862,54,0,0.025373225,49500,9,0,3,0,1
8407,0,0.110686429,69,0,0.583177103,8000,21,0,5,0,0
8408,0,0.341836828,49,0,0.35089694,14214,10,0,1,0,4
8409,0,0.06208663,58,0,0.029991431,3500,3,0,0,0,3
8410,0,0.9999999,43,0,1742,NA,6,0,1,0,0
8411,0,0.094164652,67,0,0.471388102,3529,11,0,1,0,0
8412,0,0.042992466,74,0,0.173612887,7821,7,0,1,0,0
8413,0,0.015150597,57,0,2703,NA,5,0,1,0,0
8414,0,0.372820726,57,0,0.456843288,5340,9,0,1,0,0
8415,0,0.073233115,44,0,0.375816558,7500,13,0,2,0,3
8416,0,0.070547163,66,1,0.268594723,13000,16,0,1,0,0
8417,0,0.336605818,53,1,0.175374963,10200,8,0,1,0,1
8418,0,0.292471548,66,0,0.69219315,4700,8,0,2,0,1
8419,0,0.511269726,51,2,0.292457451,16333,13,0,1,0,3
8420,0,0.595620219,51,2,0.574715792,7300,10,0,1,1,1
8421,0,0.231126348,57,0,2132,NA,6,0,1,0,2
8422,0,0.118988101,47,0,0.280847347,4578,4,0,1,0,0
8423,1,1.008796481,33,3,0.182321179,15000,11,0,2,0,2
8424,0,0.012081468,64,0,0.335302457,4231,7,0,2,0,1
8425,0,0.232553489,61,1,0.467896023,4500,9,0,1,0,0
8426,0,0.036299037,52,0,0.041637262,7084,2,0,1,0,0
8427,0,0.605635844,57,0,1.112083569,7083,27,0,1,0,2
8428,0,0,49,0,1179,NA,6,0,1,0,0
8429,0,0.094526518,70,0,0.04048913,3679,5,0,0,0,0
8430,0,0.016499175,79,0,0.122171946,5303,8,0,1,0,0
8431,0,0.586206897,33,0,0.048975512,2000,2,0,0,0,1
8432,0,0.025167538,33,0,0.160262418,3200,8,0,1,0,0
8433,0,0.005060453,53,0,4,NA,3,0,0,0,0
8434,0,0.037274789,55,0,1459,NA,13,0,1,0,2
8435,0,0.045852814,77,0,0.490602722,3085,8,0,1,0,0
8436,0,0.293324904,41,0,0.320079061,8600,11,0,1,0,3
8437,0,0.9999999,54,0,457,NA,2,3,0,0,2
8438,0,0.655853699,55,0,0.519028797,8854,12,0,1,0,1
8439,0,0.015984016,24,0,0,3400,1,0,0,0,0
8440,0,0.9999999,22,0,12,NA,0,0,0,0,NA
8441,0,1.020576132,43,1,0.054139172,6667,6,2,0,2,0
8442,0,0.04699952,59,0,0.515739051,8767,21,0,2,0,0
8443,0,0.919123235,52,0,2.211490425,1200,9,0,1,0,1
8444,0,0,63,0,0.282968042,8166,3,0,1,0,1
8445,0,0.568810397,39,1,0.213306586,2990,3,1,0,1,2
8446,0,0.350048993,52,0,0.346995347,10100,14,0,2,0,4
8447,0,0.051808856,41,0,0.668033197,10000,14,0,1,0,3
8448,0,0.039272013,67,0,1406,NA,5,0,1,0,0
8449,0,0.008253571,74,0,0.371451419,2500,20,0,0,0,0
8450,0,0,58,0,0.241459757,6000,4,0,1,0,0
8451,0,0.004658115,74,0,0.009043313,2100,12,0,0,0,0
8452,0,0.365223501,27,0,0.152089254,9500,13,0,0,0,2
8453,0,0.6870979,50,0,0.177742735,4438,7,0,0,0,0
8454,1,0.827172827,31,1,0.410986102,6043,5,1,1,2,2
8455,0,0.205801727,45,0,0.857992163,7400,13,0,2,0,0
8456,0,0.160089395,81,1,0.089243845,6823,10,0,1,0,0
8457,0,0.855368145,27,1,0.475303644,2469,8,0,0,0,0
8458,0,0.658068386,25,0,0.332948866,2600,5,0,0,0,0
8459,0,0.081747385,55,2,53,NA,4,0,0,0,0
8460,0,0.04524202,62,0,1056,NA,8,0,1,0,0
8461,0,0.178727318,72,0,0.230865878,9550,7,0,1,0,0
8462,0,0.06188717,34,0,1184,0,7,0,1,0,0
8463,0,0.9999999,38,0,13,NA,1,0,0,1,0
8464,0,0.048799151,53,0,0.269773023,10000,5,0,1,0,0
8465,0,0.254238989,48,0,0.494050452,2100,6,0,0,0,0
8466,0,0.809930528,50,0,0.465816773,8000,11,0,1,0,2
8467,0,0.800644357,41,0,0.571128241,4280,8,0,1,0,0
8468,0,0.9999999,45,0,747,0,3,1,0,0,1
8469,0,0.027146038,63,0,2590,NA,13,0,1,0,0
8470,0,0,77,0,0.040838259,3721,5,0,0,0,0
8471,0,0.828335057,44,4,0.471497181,4788,8,2,1,1,4
8472,0,0.010747017,64,0,0.006238004,2083,4,0,0,0,0
8473,0,0.054119535,58,0,0.224084067,14083,11,0,2,0,3
8474,0,0.969430755,58,0,0.257654655,4800,3,0,0,0,0
8475,0,0.965210955,45,0,0.215680101,3175,12,0,0,3,3
8476,0,0.661916904,37,0,2955,0,4,0,1,0,1
8477,0,0.901789222,41,0,0.161954037,8310,5,0,0,0,2
8478,0,0.025972339,58,0,0.273389516,7000,7,0,0,0,0
8479,0,0,45,0,0.326406399,11500,7,0,2,0,0
8480,0,0.000840086,56,0,0.479249012,7083,15,0,1,0,0
8481,0,0.004999667,69,0,2551,NA,6,0,2,0,NA
8482,0,0.4976276,48,0,0.784766301,3465,9,0,1,0,2
8483,0,0.106311249,34,1,0.418971833,7916,7,0,2,0,1
8484,0,0,60,0,0.287627636,7540,14,0,1,0,1
8485,0,0.172606533,50,0,1.544908919,9496,15,0,1,0,1
8486,0,0.480751925,66,0,0.083380925,1750,1,0,0,0,0
8487,0,0.48291852,69,0,0.269776077,17773,20,0,2,0,0
8488,0,0.022523599,72,0,0.110240078,4081,6,0,1,0,2
8489,0,0.731047408,40,0,0.644727273,5499,12,0,1,0,1
8490,1,0.9999999,37,1,281,NA,1,0,0,0,0
8491,0,0.109463018,72,1,0.653422199,3900,10,0,1,0,1
8492,0,0.016504053,47,0,0.075429553,5819,6,0,0,0,0
8493,0,0.125705734,78,0,0.34955015,6001,10,0,1,0,1
8494,0,0.808756866,69,1,0.399891628,3690,8,0,1,0,0
8495,0,0.587972824,57,0,0.305595872,6200,11,0,1,0,0
8496,0,0.366907137,89,0,0.462257537,4278,20,0,2,0,0
8497,0,0,79,0,0.001893939,1583,7,0,0,0,1
8498,0,0.372144547,64,0,0.566980863,3500,14,0,1,0,0
8499,0,0.054221348,55,0,1.080550098,2035,7,0,1,0,0
8500,0,0.61295285,49,0,1796,NA,5,0,1,0,0
8501,0,0.026160845,63,0,0.112985113,11620,11,0,3,0,0
8502,0,0.001481382,51,0,210,NA,7,0,0,0,0
8503,1,0.724183877,26,1,0.065060611,6516,5,0,0,0,1
8504,0,0.162324144,46,0,0.189245375,14430,13,0,1,0,3
8505,0,0.0879011,63,0,1047,NA,5,0,1,0,NA
8506,1,0.641294006,47,1,684,0,5,5,0,5,0
8507,0,0.003049848,38,0,1021,1,6,0,1,0,4
8508,0,0,72,0,0.313339046,3500,2,0,1,0,2
8509,0,0.199244721,36,0,0.141247046,5500,7,0,0,0,0
8510,0,0.9999999,50,0,0,3083,0,0,0,0,0
8511,0,0.032499044,78,0,0.03036239,1020,5,0,0,0,0
8512,0,0,53,1,47,NA,3,0,0,0,2
8513,1,0.628480658,41,1,1732,NA,9,0,0,0,0
8514,0,0.9999999,28,0,0.089053803,1616,1,0,0,0,2
8515,1,0.105212043,48,1,0.470512269,4645,10,0,2,0,2
8516,0,0,51,0,421,NA,8,0,0,0,0
8517,0,0.795435831,69,0,0.164895441,2916,4,0,0,0,0
8518,0,0.9999999,44,0,0.004805382,2080,1,0,0,0,0
8519,0,0.054776638,72,0,0.058520047,6783,6,0,0,0,0
8520,0,0.163255783,47,0,46,1,3,0,0,0,2
8521,0,0.9999999,56,0,0.033808983,12333,1,0,0,0,2
8522,0,0.020895718,73,1,0.157824156,11930,14,0,2,0,0
8523,0,0,84,0,0,3006,3,0,0,0,0
8524,0,0.804055573,44,2,3866,NA,8,0,2,0,1
8525,0,0.457131843,53,0,0.298905609,16081,17,0,3,0,3
8526,0,0.561804774,40,1,0.175248419,7748,4,0,0,0,1
8527,0,0.9999999,56,3,0.427961032,5850,3,0,1,0,0
8528,0,0.543006477,35,0,0.549853372,4091,10,0,0,0,1
8529,0,0.37256351,44,0,362,NA,8,0,0,0,0
8530,0,0.006599736,62,0,37,NA,3,0,0,0,0
8531,0,0.014604892,72,0,0.455065634,2970,12,0,3,0,0
8532,1,0.9999999,67,1,0.936933136,4740,3,1,0,0,1
8533,0,0.18769117,49,0,0.749432003,3080,8,0,1,0,3
8534,0,0.005260641,65,0,0.178626972,4500,4,0,1,1,0
8535,1,0.9999999,24,0,0,1700,0,0,0,0,0
8536,0,0.234468213,29,0,1698,NA,6,0,1,0,0
8537,0,0.381241251,52,0,261,NA,4,0,0,0,NA
8538,0,0.247069759,41,0,0.253904894,5761,7,0,0,0,2
8539,0,0.147527695,36,1,2583,NA,10,0,1,0,2
8540,0,0.027017199,34,0,0.212578742,10000,5,0,1,0,0
8541,0,0.824726135,43,0,0.111286504,3800,5,0,0,0,1
8542,0,0.033886182,62,0,0.228647613,12000,13,0,2,0,1
